,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,1797042.000,472161.000,583719.000,874028.000,1183492.000,1106952.000,633093.000,564235.000,1622594.000,1397431.000,1246739.000,1565210.000,511714.000
AccountsReceivableNetCurrent,,,,,,20000000.000,,,,,,,
AccruedBonusesCurrent,177500.000,372756.000,568844.000,753786.000,226015.000,446898.000,695507.000,1037112.000,276005.000,552590.000,826455.000,1432485.000,387941.000
AccruedEmployeeBenefitsCurrent,,250763.000,271947.000,168009.000,269839.000,311829.000,294725.000,195442.000,284546.000,333053.000,349875.000,290547.000,359403.000
AccruedIncomeTaxes,,136758.000,90000.000,,20388.000,,,,,,,,
AccruedLiabilitiesCurrent,559955.000,2640591.000,3445975.000,4735719.000,2626207.000,5204396.000,5521699.000,6145631.000,3784712.000,4063310.000,3263359.000,3267371.000,3563513.000
AccruedProfessionalFeesCurrent,,171129.000,272331.000,77273.000,347727.000,199376.000,353748.000,242227.000,391346.000,433199.000,263211.000,148579.000,182262.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,790531.000,824955.000,865744.000,905479.000,949724.000,996014.000,853032.000,902099.000,949333.000,996040.000,1036283.000,1056561.000,1110900.000
AdditionalPaidInCapital,123712654.000,124250499.000,124692701.000,125181463.000,125844286.000,,,127619078.000,129470138.000,151646829.000,152375985.000,154254193.000,158789683.000
AdditionalPaidInCapitalCommonStock,,,,,,126317664.000,126970730.000,,,,,,
Assets,58064146.000,67519596.000,62431777.000,57263973.000,48460869.000,62044713.000,55741823.000,48462279.000,40701420.000,55771044.000,48010710.000,42388327.000,37174007.000
AssetsCurrent,57685047.000,67098956.000,61949924.000,56115172.000,47343973.000,60769008.000,54478073.000,47244370.000,39513475.000,54534209.000,46522266.000,40520144.000,35287641.000
AssetsFairValueDisclosure,,,,,,,,,,,,0.000,
AssetsHeldForSaleLongLived,0.000,,,,,,,,,,,,
AssetsHeldForSaleNotPartOfDisposalGroup,,,,,,,,,,,,0.000,
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,0.000,,,,,
CashAndCashEquivalentsAtCarryingValue,56966028.000,66217242.000,61362103.000,55198923.000,46566894.000,40234157.000,53759839.000,46802560.000,38830110.000,53085190.000,45282550.000,40041641.000,34590578.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,18781952.000,18893464.000,18893842.000,18939838.000,19007133.000,19019133.000,19037133.000,19050204.000,19280690.000,23030410.000,23063430.000,23250023.000,23855934.000
CommonStockSharesOutstanding,18781952.000,18893464.000,18893842.000,18939838.000,19007133.000,19019133.000,19037133.000,19050204.000,19280690.000,23030410.000,23063430.000,23250023.000,23855934.000
CommonStockValue,18783.000,18894.000,18895.000,18940.000,19008.000,19020.000,19038.000,19049.000,19279.000,23029.000,23062.000,23249.000,23854.000
DeferredIncomeTaxLiabilities,,,,10816.000,,,,,,,,,
DeferredRentCredit,,,,,,,,,,880876.000,922824.000,,824653.000
DeferredRentCreditCurrent,107686.000,111397.000,115050.000,97012.000,67965.000,38327.000,,,,81398.000,81398.000,68551.000,70598.000
DeferredRentCreditNoncurrent,67785.000,38837.000,9709.000,,,28155.000,186526.000,243647.000,250143.000,799478.000,841426.000,753579.000,754055.000
DeferredRentReceivablesNet,175471.000,150234.000,124759.000,97012.000,,,,,,,,,
DeferredTaxAssetsGross,,,,32666026.000,,,,39436788.000,,,,54667237.000,
DeferredTaxAssetsInProcessResearchAndDevelopment,,,,6793705.000,,,,10110590.000,,,,14988522.000,
DeferredTaxAssetsLiabilitiesNet,,,,0.000,,,,,,,,,
DeferredTaxAssetsNet,,,,10816.000,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,21697250.000,,,,24745536.000,,,,34451814.000,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,55006338.000,,,,62956726.000,,,,,
DeferredTaxAssetsOther,,,,52717.000,,,,52985.000,,,,70511.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,,,,559470.000,,,,1206920.000,,,,2107964.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsDeferredRent,,,,,,,,,,,,123744.000,
DeferredTaxAssetsValuationAllowance,,,,32655210.000,,,,39436788.000,,,,54667237.000,
DepositsAssetsCurrent,,,,16293.000,13933.000,12768.000,10626.000,9270.000,6909.000,1000.000,,10649.000,5219.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,68377259.000,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationLongLivedAssets,,0.000,0.000,0.000,,,,,,,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,109848.000,,,,,,,,,,,,
Liabilities,2709968.000,3635742.000,4723297.000,6460545.000,4103679.000,6824728.000,7036825.000,7990625.000,5933454.000,6894207.000,6259377.000,7087196.000,5287821.000
LiabilitiesAndStockholdersEquity,58064146.000,67519596.000,62431777.000,57263973.000,48460869.000,62044713.000,55741823.000,48462279.000,40701420.000,55771044.000,48010710.000,42388327.000,37174007.000
LiabilitiesCurrent,2642183.000,3596905.000,4713588.000,6460545.000,4103679.000,6796573.000,6850299.000,7746978.000,5683311.000,6094729.000,5417951.000,6333617.000,4533766.000
LiabilitiesFairValueDisclosure,,,,,,,,,,,,0.000,
MoneyMarketFundsAtCarryingValue,56700000.000,64100000.000,61000000.000,55000000.000,45500000.000,39500000.000,52500000.000,45500000.000,36500000.000,50100000.000,,38000000.000,
OperatingLeasesFutureMinimumPaymentsDue,,,,5725259.000,,,,5205940.000,7485578.000,,,6922780.000,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,519319.000,,,,610031.000,,,,941822.000,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,656937.000,,,,673360.000,1014239.000,,,1039595.000,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,640914.000,,,,656937.000,989502.000,,,1014239.000,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,625282.000,,,,640914.000,965368.000,,,989502.000,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,610031.000,,,,625282.000,941822.000,,,965368.000,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,2672776.000,,,,1999416.000,3011849.000,,,1972254.000,
OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,,,,,,,,,562798.000,,,,
OtherAccruedLiabilitiesCurrent,,1588741.000,30998.000,151415.000,237454.000,453857.000,313775.000,281152.000,358512.000,315476.000,327018.000,315002.000,274955.000
OtherReceivablesNetCurrent,,42074.000,22390.000,22334.000,1000.000,814.000,1264.000,38683.000,58758.000,611823.000,572072.000,268659.000,41107.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,0.000,,,,,,,,,,,
PrepaidExpenseAndOtherAssetsCurrent,719019.000,881714.000,587821.000,916249.000,777079.000,534851.000,718234.000,441810.000,683365.000,1449019.000,1239716.000,478503.000,697063.000
PrepaidExpenseCurrent,,756940.000,507731.000,819922.000,704446.000,463569.000,648644.000,393857.000,617698.000,836196.000,667644.000,199195.000,650737.000
PrepaidExpenseNoncurrent,,,,696531.000,696531.000,696531.000,696531.000,696531.000,696531.000,696531.000,759531.000,759531.000,759531.000
PropertyPlantAndEquipmentGross,1169630.000,1245595.000,1347597.000,1357749.000,1370089.000,1575188.000,1420251.000,1423477.000,1440747.000,1484024.000,1712876.000,2112893.000,2185415.000
PropertyPlantAndEquipmentNet,379099.000,420640.000,481853.000,452270.000,420365.000,579174.000,567219.000,521378.000,491414.000,487984.000,676593.000,1056332.000,1074515.000
RetainedEarningsAccumulatedDeficit,,-60385539.000,-67003116.000,-74396975.000,-81506104.000,-71116699.000,-78284770.000,-87166473.000,-94721451.000,-102793021.000,-110647714.000,-118976311.000,-126927351.000
SecurityDeposit,,,,,,,,,52320.000,52320.000,52320.000,52320.000,52320.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber,,,,,,,7250.000,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedWeightedAverageGrantDateFairValue,,,,,,,7.620,,,,,,
StockholdersEquity,55354178.000,63883854.000,57708480.000,50803428.000,44357190.000,55219985.000,48704998.000,40471654.000,34767966.000,48876837.000,41751333.000,35301131.000,31886186.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,55354178.000,63883854.000,57708480.000,50803428.000,44357190.000,55219985.000,48704998.000,40471654.000,34767966.000,48876837.000,41751333.000,35301131.000,31886186.000
UnrecognizedTaxBenefits,,,,0.000,,,,0.000,,,,0.000,
