,2011-05-31,2012-05-31,2013-05-31,2014-05-31,2015-05-31,2016-05-31,2017-05-31
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,,,254000000.000,267000000.000,141000000.000,0.000
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,68000000.000,,,,,,
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,,89000000.000,283000000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,659000000.000,755000000.000,805000000.000,933000000.000,1037000000.000,1350000000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,222000000.000,113000000.000,257000000.000,,,,
AdvertisingExpense,88000000.000,79000000.000,85000000.000,79000000.000,55000000.000,68000000.000,95000000.000
AllocatedShareBasedCompensationExpenseNetOfTax,,,,,639000000.000,715000000.000,927000000.000
AmortizationOfIntangibleAssets,2428000000.000,2430000000.000,2385000000.000,2300000000.000,2149000000.000,1638000000.000,1451000000.000
AmountRecognizedInIncomeDueToInflationaryAccounting,,,-64000000.000,-213000000.000,-23000000.000,-7000000.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,57000000.000,110000000.000,208000000.000,76000000.000,37000000.000,63000000.000,74000000.000
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLossNetOfTax,26000000.000,,,,,,
BusinessAcquisitionProFormaEarningsPerShareBasic,1.690,1.950,2.270,2.390,2.240,2.100,2.190
BusinessAcquisitionProFormaEarningsPerShareDiluted,1.660,1.920,2.240,2.350,2.190,2.060,2.130
BusinessAcquisitionProFormaNetIncomeLoss,8525000000.000,,,,,,
BusinessAcquisitionProFormaRevenue,35783000000.000,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,9763000000.000,10838000000.000,10826000000.000,9877000000.000,8869000000.000,9007000000.000
BusinessAcquisitionsProFormaRevenue,,37617000000.000,37477000000.000,38486000000.000,38700000000.000,37084000000.000,38279000000.000
BusinessCombinationAcquisitionRelatedCosts,208000000.000,56000000.000,-604000000.000,41000000.000,211000000.000,42000000.000,103000000.000
BusinessCombinationConsiderationTransferredEquityInterestsIssuedAndIssuable,,,,,12000000.000,1000000.000,90000000.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability,,,-387000000.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,6249000000.000,-1208000000.000,-342000000.000,3156000000.000,3947000000.000,-1564000000.000,1632000000.000
CommonStockDividendsPerShareCashPaid,0.210,0.240,0.300,0.480,0.510,0.600,0.640
CommonStockDividendsPerShareDeclared,0.210,,,,,,
CostOfRevenue,2057000000.000,,,,,,
CostOfServices,1259000000.000,3743000000.000,3547000000.000,2954000000.000,2929000000.000,2751000000.000,2801000000.000
CostOfServicesMaintenanceCosts,,1226000000.000,1175000000.000,1162000000.000,1199000000.000,1146000000.000,1052000000.000
CostsAndExpenses,23589000000.000,23415000000.000,22496000000.000,23516000000.000,24355000000.000,24443000000.000,25018000000.000
CurrentFederalTaxExpenseBenefit,1817000000.000,1611000000.000,1720000000.000,1613000000.000,2153000000.000,1301000000.000,936000000.000
CurrentForeignTaxExpenseBenefit,1037000000.000,1104000000.000,1116000000.000,1047000000.000,981000000.000,1074000000.000,1475000000.000
CurrentIncomeTaxExpenseBenefit,3117000000.000,2972000000.000,3090000000.000,2997000000.000,3444000000.000,2646000000.000,2668000000.000
CurrentStateAndLocalTaxExpenseBenefit,263000000.000,257000000.000,254000000.000,337000000.000,310000000.000,271000000.000,257000000.000
DeferredFederalIncomeTaxExpenseBenefit,-179000000.000,267000000.000,-179000000.000,-68000000.000,-408000000.000,-123000000.000,-201000000.000
DeferredForeignIncomeTaxExpenseBenefit,-88000000.000,-272000000.000,-20000000.000,-80000000.000,-94000000.000,39000000.000,-249000000.000
DeferredIncomeTaxExpenseBenefit,253000000.000,9000000.000,-117000000.000,-248000000.000,-548000000.000,-105000000.000,-486000000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,14000000.000,14000000.000,82000000.000,-100000000.000,-46000000.000,-21000000.000,-36000000.000
DeferredTaxExpenseFromStockOptionsExercised,,,,480000000.000,396000000.000,311000000.000,614000000.000
DefinedBenefitPlanNetPeriodicBenefitCost,,55000000.000,81000000.000,64000000.000,69000000.000,95000000.000,
DefinedContributionPlanCostRecognized,,344000000.000,353000000.000,357000000.000,362000000.000,387000000.000,366000000.000
Depreciation,368000000.000,486000000.000,546000000.000,608000000.000,712000000.000,871000000.000,1000000000.000
DerivativeInstrumentsGainLossRecognizedInIncomeNet,-39000000.000,43000000.000,-64000000.000,,,,
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,,,,-69000000.000,60000000.000,97000000.000,
DividendsCommonStockCash,1061000000.000,1205000000.000,1433000000.000,2178000000.000,2255000000.000,2541000000.000,2631000000.000
EarningsPerShareBasic,1.690,1.990,2.290,2.420,2.260,2.110,2.270
EarningsPerShareDiluted,1.670,1.960,2.260,2.380,2.210,2.070,2.210
EffectOfExchangeRateOnCashAndCashEquivalents,600000000.000,-471000000.000,-110000000.000,-158000000.000,-1192000000.000,-115000000.000,-86000000.000
EffectiveIncomeTaxRateContinuingOperations,0.251,0.230,0.214,0.201,0.226,0.222,0.189
EmployeeServiceShareBasedCompensationCashReceivedFromExerciseOfStockOptions,1300000000.000,622000000.000,1400000000.000,2000000000.000,1700000000.000,1300000000.000,2100000000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedPeriodForRecognition,,2.660,,,,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,,,,294000000.000,322000000.000,423000000.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,215000000.000,97000000.000,241000000.000,250000000.000,244000000.000,124000000.000,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,215000000.000,97000000.000,241000000.000,250000000.000,244000000.000,124000000.000,
FiniteLivedIntangibleAssetsAcquired,,,1126000000.000,,,,
FinitelivedIntangibleAssetsAcquired1,,,,1797000000.000,2418000000.000,175000000.000,4187000000.000
ForeignCurrencyTransactionGainLossBeforeTax,11000000.000,-105000000.000,-162000000.000,-375000000.000,-157000000.000,-110000000.000,-152000000.000
FutureAmortizationExpenseAfterYearFive,,824000000.000,,,,,
FutureAmortizationExpenseYearFive,657000000.000,384000000.000,,,,,
FutureAmortizationExpenseYearFour,1155000000.000,941000000.000,,,,,
FutureAmortizationExpenseYearOne,2275000000.000,2313000000.000,,,,,
FutureAmortizationExpenseYearThree,1554000000.000,1488000000.000,,,,,
FutureAmortizationExpenseYearTwo,1902000000.000,1938000000.000,,,,,
GeneralAndAdministrativeExpense,970000000.000,1126000000.000,1072000000.000,1038000000.000,1077000000.000,1155000000.000,1176000000.000
GoodwillAcquiredDuringPeriod,1062000000.000,3681000000.000,2363000000.000,2295000000.000,4613000000.000,518000000.000,8543000000.000
GoodwillAndIntangibleAssetImpairment,,,0.000,0.000,,,
GoodwillImpairmentLoss,,,,,186000000.000,0.000,0.000
GoodwillPeriodIncreaseDecrease,66000000.000,,,,,,
GoodwillTranslationAndPurchaseAccountingAdjustments,,-115000000.000,-139000000.000,14000000.000,8000000.000,-15000000.000,-88000000.000
GrossProfit,,,,,,,23017000000.000
ImpairmentOfIntangibleAssetsExcludingGoodwill,,,,,0.000,0.000,
