,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalOther,,,,,,,,,,,,,,40000.000,,,,
AdministrativeFeesExpense,,,,,,,,,,,,,,29000.000,,,,29000.000
AdvertisingExpense,,,,,,0.000,,,,7000.000,,,,18000.000,,,,17000.000
AmortizationOfDeferredLoanOriginationFeesNet,,49000.000,,,,91000.000,,,,98000.000,,,,49000.000,,,,-198000.000
AmortizationOfFinancingCosts,,4000.000,,,,12000.000,,,,57000.000,,,,67000.000,,,,64000.000
AmortizationOfFinancingCostsAndDiscounts,,,,,,,,,,,,,,67000.000,,,,64000.000
AssetImpairmentCharges,,,,,,,,,,,,,,,,,,49000.000
CapitalizedComputerSoftwareAmortization1,,,,,,,,,,,,,,,,,,8000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-638000.000,,,,-211000.000,,,,432000.000,,,,-573000.000,,,,-980000.000
DebtInstrumentInterestRateIncreaseDecrease,,,,,,,,,,,,,,,,,,0.120
DistributionMadeToLimitedLiabilityCompanyLLCMemberCashDistributionsDeclared,,,,,,,,,,25000.000,,,,26000.000,,,,31000.000
DistributionMadeToLimitedLiabilityCompanyLLCMemberCashDistributionsPaid,,,,,,16000.000,,,,75000.000,,,,165000.000,,,,12000.000
DistributionMadeToLimitedPartnerCashDistributionsPaid,,,,,,,,,,,,,,190000.000,,,,40000.000
DistributionMadeToMemberOrLimitedPartnerCashDistributionsPaid,,22000.000,,,,,,,,,,,,,,,,
ForeclosedRealEstateExpense,,,,,,,,,,,,,,4000.000,,,,7000.000
GainLossOnDispositionOfAssets1,,,,,,,,,,,,,,,44000.000,,,77000.000
IncomeLossFromContinuingOperations,34000.000,,,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,-41000.000,,,,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,0.000,,,,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,13000.000,,,,24000.000,,,,104000.000,,,,269000.000,,,,119000.000
IncreaseDecreaseInAccruedInterestReceivableNet,,,,,,11000.000,,,,24000.000,,,,103000.000,,,,40000.000
IncreaseDecreaseInDeposits,,-45000.000,,,,-8000.000,,,,-117000.000,,,,-35000.000,,,,209000.000
IncreaseDecreaseInOtherOperatingAssets,,2000.000,,,,8000.000,,,,-7000.000,,,,,,,,-15000.000
InterestAndFeeIncomeLoansCommercial,,,,,,,,,,44000.000,,,,332000.000,,,,593000.000
InterestAndFeeIncomeLoansCommercialRealEstate,142000.000,126000.000,150000.000,169000.000,151000.000,196000.000,244000.000,328000.000,370000.000,376000.000,410000.000,450000.000,627000.000,849000.000,898000.000,909000.000,984000.000,1174000.000
InterestCostsIncurred,,,,,,,,,,14000.000,,,,19000.000,,,,10000.000
InterestExpense,30000.000,27000.000,36000.000,51000.000,43000.000,63000.000,86000.000,131000.000,153000.000,176000.000,183000.000,221000.000,284000.000,362000.000,436000.000,463000.000,487000.000,546000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,,,,,,,,,,,212000.000,210000.000,,479000.000,464000.000,442000.000,491000.000,617000.000
InterestIncomeExpenseNet,112000.000,,114000.000,118000.000,,132000.000,156000.000,180000.000,215000.000,192000.000,-15000.000,-19000.000,-217000.000,-8000.000,2000.000,-4000.000,-6000.000,
InterestIncomeOther,,,,,,,,,,,,,,479000.000,464000.000,442000.000,,617000.000
InterestPaid,,6000.000,,,,9000.000,,,,47000.000,,,,152000.000,,,,488000.000
InterestRevenueExpenseNet,,99000.000,114000.000,118000.000,108000.000,133000.000,158000.000,197000.000,217000.000,200000.000,227000.000,229000.000,343000.000,487000.000,462000.000,446000.000,497000.000,628000.000
InvestmentsInAndAdvancesToAffiliatesAtFairValueGrossAdditions,,,,,,,,,,,,,,,,,,440000.000
LaborAndRelatedExpense,,,,,,,,,,42000.000,,,,,,,,
LeaseAndRentalExpense,,,,,,,,,,5000.000,,,,,,,,5000.000
LegalFees,,,,,,,,,,62000.000,,,,86000.000,,,,96000.000
LoansAndLeasesReceivableCommitmentsVariableRates,,,,,,,,,,1344000.000,,,,,,,,
MarketingExpense,,,,,,,,,,,,,,18000.000,,,,
NetCashProvidedByUsedInContinuingOperations,,-116000.000,,,,39000.000,,,,-21000.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,-634000.000,,,,888000.000,,,,376000.000,,,,2768000.000,,,,1377000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-634000.000,,,,888000.000,,,,376000.000,,,,2768000.000,,,,1377000.000
NetCashProvidedByUsedInInvestingActivities,,112000.000,,,,-1138000.000,,,,77000.000,,,,-3617000.000,,,,-3032000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,112000.000,,,,-1138000.000,,,,77000.000,,,,-3617000.000,,,,-3032000.000
NetCashProvidedByUsedInOperatingActivities,,,,,,,,,,,,,,276000.000,,,,675000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,,,,,,,,,,,,276000.000,,,,675000.000
NetChangeInterestBearingDepositsDomestic,,,,,,,,,,-10000.000,,,,-57000.000,,,,-331000.000
NetIncomeLoss,34000.000,-41000.000,0.000,41000.000,24000.000,17000.000,72000.000,93000.000,111000.000,42000.000,93000.000,95000.000,268000.000,129000.000,203000.000,145000.000,41000.000,191000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,,,,,,,17000.000,68000.000,70000.000,243000.000,103000.000,177000.000,118000.000,13000.000,160000.000
NetInterestIncomeLossAfterProvisionForLoanLosses,112000.000,99000.000,,,,,,,,,,,,,,,,
NoninterestExpense,78000.000,140000.000,114000.000,77000.000,84000.000,115000.000,84000.000,87000.000,104000.000,150000.000,119000.000,115000.000,163000.000,350000.000,305000.000,297000.000,478000.000,503000.000
NoninterestExpensePrintingAndFulfillment,,,,,,,,,,5000.000,,,,4000.000,,,,6000.000
NoninterestIncome,,,,,,,,,,,,,,,44000.000,,,77000.000
NotesIssued1,,50000.000,,,,923000.000,,,,741000.000,,,,633000.000,,,,4144000.000
OperatingIncomeLoss,,,,41000.000,,,,,,,,,,,,,,
OtherGeneralAndAdministrativeExpense,,,,,,,,,,10000.000,,,,,,,,
OtherNonoperatingIncome,,,,,,,,,,,,,,479000.000,508000.000,442000.000,519000.000,694000.000
OtherSellingGeneralAndAdministrativeExpense,,,,,,,,,,,,,,15000.000,,,,17000.000
PaymentsForProceedsFromLoansAndLeases,,,,,,,,,,,,,,3404000.000,,,,4221000.000
PaymentsForProceedsFromOtherInvestingActivities,,-1000.000,,,,,,,,,,,,,,,,
PaymentsForRent,,,,,,,,,,,,,,-5000.000,,,,
PaymentsOfDebtIssuanceCosts,,33000.000,,,,17000.000,,,,14000.000,,,,19000.000,,,,10000.000
PaymentsToAcquireAssetsInvestingActivities,,,,,,,,,,,,,,213000.000,,,,145000.000
PaymentsToAcquireNotesReceivable,,,,,,,,,,1233000.000,,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,,,,,,,,,,,,,,,,556000.000
PreferredStockDividendsIncomeStatementImpact,,,,,,,,,,,25000.000,25000.000,,26000.000,26000.000,27000.000,28000.000,31000.000
ProceedsFromAdvancesForConstruction,,,,,,,,,,,,,,213000.000,,,,145000.000
ProceedsFromCollectionOfNotesReceivable,,,,,,,,,,1320000.000,,,,3620000.000,,,,2909000.000
ProceedsFromContributionsFromAffiliates,,,,,,,,,,,,,,40000.000,,,,10000.000
ProceedsFromIssuanceOfRedeemablePreferredStock,,,,,,,,,,,,,,,,,,440000.000
ProceedsFromLoanAndLeaseOriginationsAndPrincipalCollections1,,111000.000,,,,-1138000.000,,,,77000.000,,,,,,,,
ProceedsFromNotesPayable,,,,,,2660000.000,,,,,,,,,,,,
ProceedsFromRelatedPartyDebt,,-629000.000,,,,0.000,,,,,,,,,,,,
ProceedsFromSaleOfForeclosedAssets,,,,,,,,,,,,,,,,,,1890000.000
ProceedsFromSecuredNotesPayable,,,,,,,,,,791000.000,,,,3892000.000,,,,2001000.000
ProceedsFromUnsecuredNotesPayable,,50000.000,,,,921000.000,,,,741000.000,,,,633000.000,,,,4144000.000
ProvisionForLoanAndLeaseLosses,0.000,,0.000,0.000,,1000.000,2000.000,17000.000,2000.000,8000.000,,,,8000.000,,,,11000.000
ProvisionForLoanLeaseAndOtherLosses,,,,,,,,,,142000.000,,,,381000.000,,,,395000.000
ProvisionForLoanLossesExpensed,,,,,,-1000.000,,,,8000.000,,,,8000.000,,,,11000.000
RepaymentsOfMandatoryRedeemableCapitalSecurities,,,,,,,,,,500000.000,,,,10000.000,,,,2573000.000
RepaymentsOfNotesPayable,,,,,,-2000.000,,,,500000.000,,,,10000.000,,,,2573000.000
RepaymentsOfSecuredDebt,,,,,,,,,,192000.000,,,,1578000.000,,,,2595000.000
RepaymentsOfUnsecuredDebt,,,,,,,,,,375000.000,,,,,,,,
SalariesWagesAndOfficersCompensation,,,,,,,,,,,,,,180000.000,,,,254000.000
SellingGeneralAndAdministrativeExpense,78000.000,140000.000,114000.000,77000.000,84000.000,115000.000,84000.000,87000.000,104000.000,150000.000,119000.000,115000.000,163000.000,350000.000,305000.000,297000.000,367000.000,454000.000
TravelAndEntertainmentExpense,,,,,,,,,,,,,,9000.000,,,,15000.000
