,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2014-03-31,2014-06-30
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentPeriodIncreaseDecrease,,,0.000,,,,
AllowanceForDoubtfulAccountsReceivablePeriodIncreaseDecrease,,,0.000,,,,
AmortizationOfDebtDiscountPremium,,,,,,85330.000,
AssetImpairmentCharges,0.000,,,,,,
AvailableforsaleSecuritiesGrossUnrealizedGainLoss1,,,0.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,11414.000,,0.000,,,,
CashPeriodIncreaseDecrease,,,,,,10385.000,
CostOfGoodsSold,0.000,,0.000,,0.000,533900.000,-75000.000
DepreciationAndAmortization,,,0.000,,,,
DepreciationDepletionAndAmortization,840.000,,,,,,
EarningsPerShareBasic,0.000,-0.010,0.000,-0.010,,0.000,0.000
EarningsPerShareBasicAndDiluted,,,,,0.000,,
EffectOfExchangeRateOnCashAndCashEquivalents,25122.000,,0.000,,,,
FairValueAssumptionsExpectedDividendRate,,,0.000,,,,
FairValueAssumptionsExpectedVolatilityRate,,,1.986,,,,
FairValueAssumptionsRiskFreeInterestRate,,,0.004,,,,
GainLossOnDispositionOfAssets,,,0.000,,,,
GainLossOnInvestments,,,0.000,,,,
GeneralAndAdministrativeExpense,114018.000,43688.000,2168.000,18677.000,10599.000,17146.000,9192.000
GrossProfit,0.000,,0.000,,0.000,71100.000,0.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-197531.000,-249962.000,-2168.000,-193235.000,-37620.000,,
IncomeLossFromContinuingOperationsPerBasicShare,0.000,-0.010,0.000,-0.010,-0.000,,
IncomeLossFromDiscontinuedOperationsNetOfTax,0.000,-14581.000,0.000,,0.000,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,0.000,-0.000,0.000,,0.000,,
IncomeTaxesPaidNet,0.000,,0.000,,,0.000,
IncreaseDecreaseInAccountsPayable,65499.000,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,2168.000,,,64491.000,
IncreaseDecreaseInAccountsPayableRelatedParties,,,0.000,,,,
