,2011-07-31,2011-10-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-07-31
AmortizationOfIntangibleAssets,,,62500.000,62500.000,62500.000,0.000,,,,,
EarningsPerShareBasicAndDiluted,0.270,-0.002,-0.000,-0.000,-0.000,0.000,-0.000,-0.000,-0.000,0.000,-0.000
GainsLossesOnExtinguishmentOfDebt,,9070.000,,,,,,,,,
GeneralAndAdministrativeExpense,45628.000,45250.000,4228.000,9848.000,3010.000,10133.000,124.000,5586.000,2107.000,1345.000,5209.000
IncreaseDecreaseInAccountsPayable,,,4450.000,,,,-10612.000,,,,
IncreaseDecreaseInOtherCurrentLiabilities,,,8234.000,,,,11497.000,,,,
IncreaseDecreaseInPrepaidExpense,,,2022.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,8234.000,,,,11497.000,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,8234.000,,,,11497.000,,,,
NetCashProvidedByUsedInOperatingActivities,,,-8234.000,,,,-11497.000,,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-8234.000,,,,-11497.000,,,,
NetIncomeLoss,-45628.000,-84180.000,-77206.000,-85389.000,-68698.000,-15904.000,-885.000,-15417.000,-5638.000,-662680.000,-19910.000
OfficersCompensation,,40000.000,,,,,,,,,
OperatingIncomeLoss,-45628.000,-93250.000,-77206.000,-85389.000,-68698.000,-15904.000,-885.000,-15417.000,-5638.000,-662680.000,-19910.000
ProfessionalFees,,8000.000,10478.000,13041.000,3188.000,5771.000,761.000,9831.000,3531.000,1335.000,14701.000
WeightedAverageNumberOfDilutedSharesOutstanding,171000.000,36257957.000,43504333.000,71170997.000,71170997.000,-121134346.000,74170997.000,74170997.000,74170997.000,-148341994.000,74170997.000
