,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31
AccountsPayableCurrent,9349000.000,10192000.000,10134000.000,14740000.000,13722000.000,14349000.000
AccountsReceivableNetCurrent,1712000.000,2597000.000,2057000.000,2451000.000,2433000.000,1695000.000
AccruedLiabilitiesAndOtherLiabilities,,,,,2720000.000,1606000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,13785000.000,
AdditionalPaidInCapitalCommonStock,189925000.000,190296000.000,192018000.000,193213000.000,193574000.000,193827000.000
AdvancesOnInventoryPurchases,3543000.000,,1254000.000,1074000.000,512000.000,
AllowanceForDoubtfulAccountsReceivable,,,,,122000.000,
Assets,49519000.000,48626000.000,40896000.000,37059000.000,36543000.000,29337000.000
AssetsCurrent,45214000.000,42736000.000,33963000.000,29946000.000,30284000.000,23594000.000
CapitalizedSoftwareDevelopmentCostsForSoftwareSoldToCustomers,,,,,13031000.000,
CashAndCashEquivalentsAtCarryingValue,4125000.000,4413000.000,2520000.000,1254000.000,1283000.000,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,476190.000,,
ClassOfWarrantOrRightOutstanding,,,,,1157377.000,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
CommonStockSharesIssued,28619296.000,28629296.000,28915010.000,28937331.000,28937331.000,28937331.000
CommonStockSharesOutstanding,28280898.000,28290898.000,28576612.000,28598933.000,28598933.000,28937311.000
CommonStockValue,283000.000,283000.000,286000.000,286000.000,286000.000,286000.000
ContractualObligation,,,,2113000.000,,
ContractualObligationDueInFourthYear,,,,150000.000,,
ContractualObligationDueInNextTwelveMonths,,,,503000.000,,
ContractualObligationDueInSecondYear,,,,972000.000,,
ContractualObligationDueInThirdYear,,,,488000.000,,
DebtInstrumentFaceAmount,,,,3000000.000,,
DebtInstrumentUnamortizedDiscount,,,,743000.000,,
DeferredFinanceCostsNet,,,,,,47000.000
DeferredIncomeTaxLiabilities,,,,,906000.000,
DeferredRentCreditNoncurrent,295000.000,373000.000,385000.000,405000.000,413000.000,420000.000
DeferredRevenueCurrent,3215000.000,4235000.000,3830000.000,4401000.000,4381000.000,2850000.000
DeferredTaxAssetsDeferredIncome,,,,,1665000.000,
DeferredTaxAssetsGross,,,,,61089000.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,56463000.000,
DeferredTaxAssetsOther,,,,,2000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,148000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,241000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsDeferredRent,,,,,157000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsReturnsAndAllowances,,,,,791000.000,
DeferredTaxAssetsValuationAllowance,,,,,60183000.000,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,906000.000,
DerivativeLiabilitiesCurrent,,,,373000.000,379000.000,250000.000
DueToRelatedPartiesCurrent,,,,2312000.000,2599000.000,2861000.000
EmbeddedDerivativeFairValueOfEmbeddedDerivativeNet,,,,274000.000,,
EmployeeRelatedLiabilitiesCurrent,,,,,511000.000,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,21000.000,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,,,,2703000.000,2274000.000,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,168000.000,611000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,3000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,,,,60000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,85000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,86000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,87000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,122000.000,,
FiniteLivedIntangibleAssetsGross,,,,611000.000,611000.000,
FiniteLivedIntangibleAssetsNet,,,466000.000,443000.000,,
FixturesAndEquipmentGross,,,,,308000.000,
IntangibleAssetsNetExcludingGoodwill,,,,443000.000,,
InterestPayableCurrent,,,,55000.000,,
InventoryNet,34977000.000,32083000.000,27459000.000,23443000.000,20521000.000,16203000.000
InventoryValuationReserves,,,,,1141000.000,
LeaseholdImprovementsGross,,,,,1191000.000,
Liabilities,17442000.000,22370000.000,20819000.000,27127000.000,31606000.000,28587000.000
LiabilitiesAndStockholdersEquity,49519000.000,48626000.000,40896000.000,37059000.000,36543000.000,29337000.000
LiabilitiesCurrent,17147000.000,21997000.000,20434000.000,26722000.000,31193000.000,28167000.000
LiabilitiesFairValueDisclosure,,,,,379000.000,
LineOfCreditFacilityAmountOutstanding,,,,,,4551000.000
LineOfCreditFacilityCurrentBorrowingCapacity,,,,,,5000000.000
LineOfCreditFacilityMaximumBorrowingCapacity,,,,,10000000.000,
LineOfCreditFacilityRemainingBorrowingCapacity,,,,,6899000.000,400000.000
MinorityInterest,-2000.000,-14000.000,-48000.000,-162000.000,,
NotesPayableRelatedPartiesClassifiedCurrent,,,,2257000.000,,
OperatingLeasesFutureMinimumPaymentsDue,,,,,5014000.000,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,554000.000,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,636000.000,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,614000.000,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,593000.000,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,573000.000,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,2044000.000,
OperatingLossCarryforwards,,,,,148478000.000,
OtherAccruedLiabilitiesCurrent,,,,,61000.000,
OtherAssetsCurrent,578000.000,,552000.000,1617000.000,813000.000,
OtherAssetsNoncurrent,183000.000,185000.000,208000.000,181000.000,545000.000,508000.000
PreferredStockParOrStatedValuePerShare,,,,,0.010,0.010
PreferredStockSharesAuthorized,,,,,1000000.000,1000000.000
PreferredStockSharesIssued,,,,,,0.000
PreferredStockSharesOutstanding,,,,,,0.000
PrepaidExpenseAndOtherAssetsCurrent,,3643000.000,,,1412000.000,1061000.000
PrepaidExpenseCurrent,279000.000,,121000.000,107000.000,87000.000,
PropertyPlantAndEquipmentGross,,,,,19499000.000,
PropertyPlantAndEquipmentNet,4122000.000,5705000.000,6259000.000,6489000.000,5714000.000,5235000.000
RestrictedCashAndCashEquivalents,,,,,4635000.000,4635000.000
RestrictedCashAndCashEquivalentsAtCarryingValue,,,,,4635000.000,4635000.000
RetainedEarningsAccumulatedDeficit,-156305000.000,-162485000.000,-170355000.000,-181581000.000,-187099000.000,-191539000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,,,,,185967.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,,,,76000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,3807536.000,4205881.000,3238745.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,2.480,2.110,1.740
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue,,,,,,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber,,,,1840629.000,1956156.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageExercisePrice,,,,3.010,2.730,
StockholdersEquity,32079000.000,26270000.000,20125000.000,10094000.000,4937000.000,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,32077000.000,26256000.000,20077000.000,9932000.000,4937000.000,750000.000
TreasuryStockValue,1824000.000,1824000.000,1824000.000,1824000.000,1824000.000,1824000.000
UnamortizedDebtIssuanceExpense,,,,,468000.000,
