,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdjustmentForAmortization,,,62244.000,128192.000,,
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,,155750.000,43091.000,,
AmortizationOfFinancingCosts,,28365.000,62244.000,128192.000,,
BusinessCombinationConsiderationTransferred1,,,566447.000,566447.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,41979.000,-89455.000,634675.000,441005.000,,
CashPeriodIncreaseDecrease,,,,,-745127.000,20717.000
ComprehensiveIncomeNetOfTax,,,-1681570.000,4569269.000,-1249463.000,
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,-1445869.000,-4369528.000,,
ConversionOfStockSharesConverted1,,,,200000.000,,
DebtConversionConvertedInstrumentAmount1,,190504.000,21172.000,4000.000,,
DebtInstrumentDecreaseForgiveness,,,49000.000,,,
DebtInstrumentIncreaseAccruedInterest,,,,800.000,,
DebtIssuanceCostsIncurredDuringNoncashOrPartialNoncashTransaction,0.000,86300.000,132500.000,,,
DeconsolidationGainOrLossAmount,,,,,6780.000,
Depreciation,146.000,312.000,321.000,2317.000,,
EarningsPerShareBasic,,,,,,-0.113
EarningsPerShareBasicAndDiluted,0.000,-0.010,-0.030,-0.050,-0.010,
EarningsPerShareDiluted,,,,,,-0.113
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350,0.350,0.350,,
GainsLossesOnExtinguishmentOfDebt,,,,,-60182.000,
GeneralAndAdministrativeExpense,,276448.000,1483140.000,4139929.000,-1106194.000,822887.000
GoodwillAcquiredDuringPeriod,,,630880.000,,,
GoodwillImpairmentLoss,,,630880.000,,,
IncomeLossFromContinuingOperations,,,,,-1179097.000,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,-1681230.000,-4565330.000,0.000,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,,-0.010,
IncomeLossFromEquityMethodInvestments,,,,-3736.000,,
IncomeTaxesPaid,0.000,,,,,
IncreaseDecreaseInAccountsPayable,,,,64252.000,-272166.000,
IncreaseDecreaseInAccountsReceivable,,,,,30270.000,
