,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,90535.000,64449.000,93328.000,116098.000,102785.000,116570.000,129181.000,126023.000,132607.000,149903.000,159016.000,173894.000,184480.000,218343.000,215943.000
AccountsReceivableNet,,,500.000,9525.000,27953.000,22626.000,17788.000,11288.000,9388.000,0.000,0.000,0.000,0.000,0.000,0.000,513.000,0.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,52815.000,-54442.000,-57143.000,-58031.000,-58531.000,-59031.000,-59531.000,-59531.000,-59781.000,-60031.000,-60281.000,-60531.000,-60781.000,-61031.000,-64031.000
AdditionalPaidInCapital,,,,318678.000,332195.000,332195.000,332195.000,332195.000,332195.000,332195.000,332195.000,332195.000,332195.000,332195.000,332195.000,332195.000,332195.000
AdditionalPaidInCapitalCommonStock,,,322961.000,,,,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,1805.000,1805.000,,1805.000,2305.000,2305.000,2305.000,11693.000,11693.000,11693.000,11693.000,11693.000,11693.000,11693.000,11693.000
Assets,,,93723.000,107078.000,160626.000,138215.000,135246.000,155654.000,174096.000,188561.000,187032.000,191756.000,218754.000,212441.000,193218.000,248242.000,286055.000
AssetsCurrent,,,84912.000,99894.000,156143.000,134620.000,132151.000,153059.000,172001.000,186466.000,182932.000,187906.000,114929.000,107366.000,88393.000,79787.000,119500.000
Cash,,,,,,,,,,,,127906.000,39929.000,32366.000,13393.000,4274.000,44500.000
CashAndCashEquivalentsAtCarryingValue,29756.000,27429.000,79701.000,86957.000,127317.000,110777.000,113263.000,140671.000,161513.000,186466.000,182932.000,127906.000,39929.000,32366.000,13393.000,4274.000,44500.000
CommonStockParOrStatedValuePerShare,,,0.001,0.001,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,,,100000000.000,100000000.000,,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,,,30065000.000,1002167.000,,1002204.000,1002204.000,1002204.000,1002204.000,1002204.000,1002204.000,1002204.000,1002204.000,1002204.000,1002204.000,1002204.000,1002204.000
CommonStockSharesOutstanding,,,30065000.000,1002167.000,,1002204.000,1002204.000,1002204.000,1002204.000,1002204.000,1002204.000,1002204.000,1002204.000,1002204.000,1002204.000,1002204.000,1002204.000
CommonStockValue,,,30065.000,1002.000,1002.000,1002.000,1002.000,1002.000,1002.000,1002.000,1002.000,1002.000,1002.000,1002.000,1002.000,1002.000,1002.000
