,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,2631291.000,,,,,,,,,,,,,,,,
AccountsPayableCurrent,805165.000,822690.000,869734.000,945650.000,792366.000,810560.000,524156.000,481747.000,473404.000,761456.000,771179.000,505602.000,238006.000,187047.000,179707.000,326700.000,287888.000,280002.000,406142.000,526417.000,674826.000
AccountsPayableCurrentAndNoncurrent,,,,,328692.000,,,,,,,,,,,,,,,,
AccountsReceivableNetCurrent,,,,,,,,,,,,51256.000,0.000,0.000,0.000,0.000,,197753.000,39222.000,4355.000,4257.000
AccountsReceivableRelatedPartiesCurrent,,,,,,,,,,,,,,,37683.000,,,,,,
AccruedLiabilitiesAndOtherLiabilities,,,,,185030.000,210230.000,245814.000,262383.000,286463.000,394054.000,414820.000,,0.000,0.000,0.000,,,,,,
AccruedLiabilitiesCurrent,215868.000,220643.000,229419.000,238193.000,78127.000,78127.000,2372.000,6220.000,9287.000,375548.000,564351.000,526238.000,245784.000,88284.000,113442.000,138677.000,164488.000,168567.000,186914.000,270714.000,473882.000
AccruedLiabilitiesCurrentAndNoncurrent,,,,,138302.000,,,,,,,,,,,,,,,,
AccruedPayrollTaxesCurrent,,,,,,,,,,,,,,,,,,,,,15297.000
AccruedPayrollTaxesCurrentAndNoncurrent,,,,,276200.000,277800.000,280255.000,282755.000,285055.000,316465.000,318865.000,,319335.000,294709.000,297434.000,,211905.000,199905.000,186405.000,,217133.000
AccruedProfessionalFeesCurrent,,,,,,,,224168.000,193190.000,,,,,,,,,,,,31719.000
AccruedRoyaltiesCurrent,,,,,,,,,,11666.000,11666.000,11666.000,11366.000,11366.000,11366.000,11366.000,11346.000,11346.000,11346.000,11346.000,11346.000
