,2013-02-28,2014-02-28,2015-02-28,2016-02-29,2017-02-28
AdjustmentsToAdditionalPaidInCapitalOther,98350.000,13200.000,,,
AllocatedShareBasedCompensationExpense,20000.000,298500.000,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,0.000,0.000,
BusinessAcquisitionsProFormaNetIncomeLoss,-268330.000,,,,
CapitalizedComputerSoftwareAdditions,30000.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,73623.000,-87259.000,,,
CashPeriodIncreaseDecrease,,,0.000,2658.000,686.000
CurrentFederalTaxExpenseBenefit,,,0.000,0.000,0.000
CurrentIncomeTaxExpenseBenefit,800.000,818.000,,,
CurrentStateAndLocalTaxExpenseBenefit,800.000,818.000,1287.000,800.000,800.000
DebtInstrumentConvertibleEffectiveInterestRate,0.010,,,,
EarningsPerShareBasic,-0.000,-0.010,,,
EarningsPerShareBasicAndDiluted,,,-0.100,-0.010,-0.010
EffectiveIncomeTaxRateContinuingOperations,0.000,0.000,0.000,0.010,0.010
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,-0.340,-0.340,-0.340,-0.340,-0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,0.220,0.140,0.400,0.400,0.400
EffectiveIncomeTaxRateReconciliationDeductions,,,0.000,0.000,0.000
EffectiveIncomeTaxRateReconciliationNondeductibleExpense,,,0.000,0.000,0.000
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseOther,,0.260,,,
EffectiveIncomeTaxRateReconciliationOtherAdjustments,0.000,0.000,0.000,0.010,0.010
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,-0.060,-0.060,-0.060,-0.060,-0.060
EquityIssuancePerShareAmount,0.100,,,,
FinancialServicesCosts,,,0.000,,
GeneralAndAdministrativeExpense,200197.000,302257.000,218944.000,56169.000,43999.000
ImpairmentOfIntangibleAssetsFinitelived,61279.000,,0.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-261994.000,-1019051.000,-218944.000,-56169.000,-43999.000
IncomeTaxExpenseBenefit,800.000,818.000,1287.000,800.000,800.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,88000.000,28000.000,17000.000
IncomeTaxReconciliationNondeductibleExpense,,,,,673000.000
IncomeTaxesPaid,,818.000,1287.000,800.000,0.000
IncreaseDecreaseInAccountsPayableTrade,19667.000,52595.000,-49482.000,1233.000,-16515.000
IncreaseDecreaseInAccruedLiabilities,5050.000,15500.000,38000.000,-58650.000,0.000
IncreaseDecreaseInDepositOtherAssets,,,0.000,,
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,,,-122963.000,,
IncreaseDecreaseInPrepaidExpense,,,,,2500.000
InterestExpenseRelatedParty,518.000,,,,
InterestPaid,,10000.000,0.000,0.000,0.000
LeaseAndRentalExpense,225.000,,,,
MarketingExpense,,40000.000,0.000,,
NetCashProvidedByUsedInFinancingActivities,162371.000,198500.000,134963.000,117044.000,64500.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,162371.000,198500.000,134963.000,117044.000,64500.000
NetCashProvidedByUsedInInvestingActivities,-30300.000,125.000,0.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-30300.000,125.000,0.000,,
NetCashProvidedByUsedInOperatingActivities,-58448.000,-285884.000,-134963.000,-114386.000,-63814.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-58448.000,-285884.000,-134963.000,-114386.000,-63814.000
NetIncomeLoss,-262794.000,-1019869.000,-220231.000,-56969.000,-44799.000
OperatingExpenses,,,0.000,,
OperatingIncomeLoss,-261476.000,-844861.000,-218944.000,,
OtherExpenses,,174190.000,,,
OtherNoncashIncome,,,0.000,,
PaymentsForSoftware,30000.000,,,,
PaymentsToFundLongtermLoansToRelatedParties,,1500.000,,,
ProceedsFromContributedCapital,136775.000,147500.000,0.000,60008.000,64500.000
ProceedsFromIssuanceOfCommonStock,,,122963.000,57036.000,0.000
ProceedsFromIssuanceOrSaleOfEquity,,,180000.000,,
ProceedsFromRelatedPartyDebt,25596.000,51000.000,12000.000,0.000,
ResearchAndDevelopmentExpense,,,0.000,,
Revenues,,,0.000,0.000,0.000
SalesRevenueNet,,,0.000,0.000,0.000
ShareBasedCompensation,20000.000,,,,
StockIssuedDuringPeriodSharesIssuedForCash,1367750.000,,,,
StockIssuedDuringPeriodValueIssuedForCash,136775.000,,,,
StockIssuedDuringPeriodValueIssuedForServices,20000.000,,96750.000,96750.000,
StockIssuedDuringPeriodValueNewIssues,,70000.000,180000.000,,
StockIssuedDuringPeriodValueOther,,67000.000,,,
ValuationAllowanceDeferredTaxAssetChangeInAmount,58000.000,84000.000,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,2260988.000,13026980.000,13026980.000
WeightedAverageNumberOfSharesOutstandingBasic,88842740.000,97695779.000,,,
