,2011-06-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccountsAndNotesReceivableNet,61582172.000,,,,,,,,
AccountsPayableCurrent,14663333.000,22085545.000,23342894.000,22665985.000,24005147.000,11005423.000,9583307.000,7874890.000,7380644.000
AccountsPayableOtherCurrent,,,,,,4189872.000,,,
AccountsReceivableGrossCurrent,,,,64569157.000,60215574.000,63678523.000,51988981.000,46839617.000,45858484.000
AccountsReceivableNetCurrent,,53196298.000,52515028.000,46986641.000,42342354.000,45543611.000,31949270.000,29239741.000,27228043.000
AccruedIncomeTaxes,,,,,,,,,12068651.000
AccruedIncomeTaxesCurrent,2550152.000,580293.000,9429412.000,9992649.000,10562815.000,11015810.000,11356056.000,11829261.000,12068651.000
AccruedIncomeTaxesNoncurrent,,8849004.000,,,,,,,
AccruedLiabilitiesCurrent,14175197.000,21201533.000,16761760.000,17176057.000,23110078.000,16339129.000,20081465.000,19684117.000,18883588.000
AccruedPayrollTaxesCurrent,,,,,,933488.000,,,
AccruedPayrollTaxesCurrentAndNoncurrent,,,,,,11015810.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,37686999.000,39307389.000,40995764.000,39220321.000,41434395.000,43320812.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,60536528.000,67723161.000,70314945.000,71710497.000,71040779.000,71789958.000,72472289.000,79173277.000,81713019.000
AdditionalPaidInCapital,205149497.000,206591730.000,207262618.000,206653495.000,177308810.000,177974127.000,178497616.000,177978746.000,178447391.000
AdvancesOnInventoryPurchases,,,,14679242.000,9816231.000,10065358.000,10204445.000,5057213.000,9273122.000
AgriculturalRelatedInventory,,,25831222.000,25851659.000,25900652.000,17443475.000,17539278.000,17804002.000,17910513.000
AgriculturalRelatedInventoryGrowingCrops,,,,13369623.000,13376285.000,21796485.000,6716785.000,6818162.000,6858952.000
AllowanceForDoubtfulAccountsReceivable,,,,,,18134912.000,20039711.000,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,16461940.000,17582516.000,17873220.000,-18134912.000,20039711.000,17599876.000,18630441.000
Assets,630826209.000,564981057.000,549867043.000,530457020.000,501161042.000,446308924.000,423728264.000,418804628.000,427624938.000
AssetsCurrent,183707294.000,195910594.000,173089942.000,151307520.000,125326854.000,95448481.000,74786873.000,67704406.000,64777035.000
AssetsNoncurrent,447118915.000,369070463.000,376777101.000,379149500.000,375834188.000,350860443.000,348941391.000,351100222.000,362847903.000
BankLoans,,,602311.000,586753.000,570733.000,554590.000,537242.000,521198.000,5056537.000
BuildingsAndImprovementsGross,,,,,,147080224.000,,,
BusinessAcquisitionPreexistingRelationshipGainLossRecognized,,,,,,600412.000,,,
BusinessCombinationAcquiredReceivablesFairValue,,,,,,16101032.000,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssets,,,,,,11757080.000,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibleAssetsOtherThanGoodwill,,,,,,5521077.000,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,,,,,,-11336638.000,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,,,,,,8254076.000,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedOtherNoncurrentAssets,,,,,,69148.000,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,,,,,,2243409.000,,,
CapitalLeasesFutureMinimumPaymentsExecutoryCosts,,,,111000.000,111000.000,,,111000.000,111000.000
CashAndCashEquivalentsAtCarryingValue,75030526.000,52627928.000,57303447.000,47630035.000,26432161.000,7097098.000,6415616.000,7004814.000,3230995.000
CommonStockIssuedEmployeeTrustDeferred,,,-344583.000,-388858.000,-426358.000,-450561.000,-488061.000,-525561.000,-476297.000
CommonStockParOrStatedValuePerShare,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
CommonStockSharesAuthorized,150000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000
CommonStockSharesIssued,78915514.000,39476274.000,39476274.000,38472938.000,36616588.000,36644288.000,36644288.000,36419706.000,36566765.000
CommonStockSharesOutstanding,78466351.000,39251691.000,38285756.000,38248356.000,36392006.000,36419706.000,36419706.000,36419706.000,36566765.000
CommonStockSharesSubscriptions,157333.000,291333.000,,,,,,,
CommonStockValue,78915.000,78952.000,78952.000,77021.000,73308.000,73336.000,73336.000,72887.000,73181.000
ConstructionInProgressGross,31479655.000,,,,,41778593.000,,,
ContractualObligation,,,,,,16713767.000,16944950.000,,
ContractualObligationDueInNextTwelveMonths,,,,16452627.000,15612562.000,16713767.000,,36585847.000,31827129.000
ContractualObligationDueInSecondAndThirdYear,,,,,6788759.000,,,,
ContractualObligationDueInThirdYear,,,,,,,,6948709.000,6990279.000
ConvertibleLongTermNotesPayable,115000000.000,,,,,,,,
ConvertibleNotesPayable,,,,,,,52330329.000,52536329.000,53559355.000
ConvertibleNotesPayableCurrent,,108500000.000,108500000.000,108500000.000,49161000.000,49161000.000,49161000.000,49161000.000,49161000.000
CustomerAdvancesAndDepositsCurrent,,,,,,1423418.000,,,
DebtInstrumentCarryingAmount,,,,,58892443.000,58892443.000,,,
DebtInstrumentFaceAmount,,,,,59339000.000,59339000.000,,,
DebtInstrumentInterestRateAtPeriodEnd,,,,,,0.025,,,
DebtInstrumentInterestRateEffectivePercentage,,,,0.059,0.059,0.059,0.059,0.059,0.059
DebtInstrumentRepurchaseAmount,,,,,18478888.000,18478888.000,,,
DebtInstrumentUnamortizedDiscount,,,,,-446557.000,-446557.000,,,
DebtInstrumentUnamortizedDiscountPremiumNet,,,,910632.000,312575.000,212724.000,115045.000,16279.000,0.000
