,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,,1879000000.000,1978000000.000,2045000000.000,1976000000.000,1960000000.000,2076000000.000,2044000000.000,2038000000.000,1940000000.000,1969000000.000,1931000000.000,1997000000.000,1758000000.000,1795000000.000,1802000000.000,1790000000.000,1718000000.000,1891000000.000
AccrualForEnvironmentalLossContingencies,,125000000.000,,,,149000000.000,,,,140000000.000,,,,131000000.000,,,,124000000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,3831000000.000,,,,4132000000.000,,,,4214000000.000,,,,4319000000.000,,,,4596000000.000,4724000000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,-1990000000.000,,,,-1560000000.000,,,,-2899000000.000,,,,-3863000000.000,,,,-4448000000.000,
AdditionalPaidInCapital,1.000,,,,,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,11271000000.000,,,,11483000000.000,,,,11605000000.000,,,,11701000000.000,,,,11845000000.000,
AllowanceForDoubtfulAccountsReceivableCurrent,,53000000.000,,,,79000000.000,,,,60000000.000,,,,50000000.000,,,,50000000.000,
Assets,4776348.000,35848000000.000,34977000000.000,35257000000.000,35312000000.000,35491000000.000,35262000000.000,35258000000.000,34239000000.000,33529000000.000,32696000000.000,32579000000.000,32201000000.000,31031000000.000,31583000000.000,31154000000.000,31237000000.000,30419000000.000,30611000000.000
AssetsCurrent,,7844000000.000,8196000000.000,8229000000.000,8766000000.000,8731000000.000,8683000000.000,8838000000.000,8431000000.000,8100000000.000,7940000000.000,7644000000.000,7579000000.000,6616000000.000,7013000000.000,6826000000.000,7087000000.000,6941000000.000,6975000000.000
AvailableForSaleSecuritiesCurrent,,527000000.000,,,,794000000.000,,,,245000000.000,,,,177000000.000,,,,203000000.000,
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,13796000000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAmortizableIntangibleAssets,,4577000000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsPrepaidExpenseAndOtherAssets,,339000000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsReceivables,,963000000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesAccountsPayable,,-519000000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesOtherLiabilities,,-634000000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationNoncurrentAssets,,35000000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationNotesPayableAndLongTermDebt,,-1221000000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationOtherNoncurrentLiabilities,,-1943000000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationPropertyPlantAndEquipment,,940000000.000,,,,,,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedContingentLiability,,149000000.000,,,,,,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,,4688000000.000,,,,,,,,,,,,,,,,,
Cash,,577000000.000,,,,915000000.000,,,,781000000.000,,,,268000000.000,,,,543000000.000,
CashAndCashEquivalentsAtCarryingValue,23273.000,577000000.000,639000000.000,628000000.000,642000000.000,915000000.000,784000000.000,631000000.000,655000000.000,781000000.000,663000000.000,303000000.000,418000000.000,268000000.000,333000000.000,323000000.000,494000000.000,543000000.000,222000000.000
CommonStockParOrStatedValuePerShare,,0.010,,,,0.010,,,,0.010,,,,0.010,,,,0.010,
CommonStockSharesAuthorized,,,,,,750000000.000,,,,750000000.000,,,,750000000.000,,,,750000000.000,
CommonStockSharesOutstanding,,470700000.000,,,,475100000.000,,,,467900000.000,,,,458800000.000,,,,449400000.000,
CommonStockValueOutstanding,1.000,5000000.000,,,,5000000.000,,,,5000000.000,,,,5000000.000,,,,5000000.000,
CumulativeEffectOfNewAccountingPrincipleInPeriodOfAdoption,,,,,,,,,,,,,,,,,,,48000000.000
DebtInstrumentFairValue,,10793000000.000,10647000000.000,9821000000.000,9787000000.000,9665000000.000,9683000000.000,,,9509000000.000,,,,8231000000.000,,,,8477000000.000,
DeferredCompensationEquity,,5000000.000,,,,3000000.000,,,,3000000.000,,,,3000000.000,,,,3000000.000,
DeferredFinanceCostsGross,,69000000.000,,,,69000000.000,,,,,,,,,,,,,
DeferredFinanceCostsNoncurrentNet,,40000000.000,,,,,,,,,,,,,,,,,
DeferredFinanceCostsOwnshareLendingArrangementIssuanceCostsGross,4753075.000,,,,,,,,,,,,,,,,,,
DeferredTaxAssetsNetCurrent,,449000000.000,459000000.000,448000000.000,404000000.000,577000000.000,554000000.000,552000000.000,581000000.000,593000000.000,576000000.000,553000000.000,550000000.000,0.000,,,,,
DeferredTaxAssetsNetNoncurrent,,1254000000.000,1103000000.000,1169000000.000,328000000.000,240000000.000,257000000.000,242000000.000,241000000.000,228000000.000,220000000.000,250000000.000,246000000.000,362000000.000,380000000.000,413000000.000,412000000.000,360000000.000,439000000.000
DeferredTaxAssetsTaxCreditCarryforwardsResearch,,20000000.000,,,,39000000.000,,,,,,,,,,,,,
DeferredTaxLiabilitiesCurrent,,49000000.000,,,,,,,,,,,,,,,,,
DeferredTaxLiabilitiesNoncurrent,,2024000000.000,2007000000.000,2301000000.000,1513000000.000,1313000000.000,1296000000.000,1047000000.000,1035000000.000,901000000.000,881000000.000,876000000.000,820000000.000,390000000.000,395000000.000,365000000.000,366000000.000,321000000.000,319000000.000
DeferredTaxLiabilitiesUndistributedForeignEarnings,,8000000000.000,,,,10500000000.000,,,,12500000000.000,,,,15100000000.000,,,,17300000000.000,
