,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,,,613887.000,,,,1202726.000,,,,1795000.000
AllocatedShareBasedCompensationExpense,668264.000,694366.000,613887.000,844220.000,890418.000,,1202726.000,1510383.000,1545310.000,,1795000.000
AmortizationOfFinancingCostsAndDiscounts,,,37909.000,39640.000,39639.000,7384.000,33890.000,30022.000,30022.000,6066.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,4524685.000,,,,6357398.000,,,,8584526.000
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLossNetOfTax,,,,,,,235994.000,44979.000,-19200.000,-53773.000,
CapitalLeaseObligationsIncurred,,,,,,,8944.000,,,,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-7069664.000,,,,-12321300.000,,,,
ComprehensiveIncomeNetOfTax,,,,,,,-17542985.000,-19171339.000,-29917856.000,-36153820.000,-20765000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,-12902888.000,,,,,,,,
DepreciationDepletionAndAmortization,,,52503.000,,,,57520.000,,,,79000.000
EarningsPerShareBasicAndDiluted,-0.440,-0.590,-0.330,-0.280,-0.240,-0.300,-0.350,-0.370,-0.570,-0.680,-0.360
FairValueAdjustmentOfWarrants,581.000,-11181.000,8413.000,-5348.000,68037.000,-715.000,-41487.000,-28234.000,7044.000,-15323.000,-35000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersIntoLevel3,,,,,,,0.000,0.000,,,0.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersOutOfLevel3,,,,,,,0.000,0.000,,,0.000
GainLossOnSaleOfOtherAssets,,,,2656.000,,,,,-8808.000,,
GeneralAndAdministrativeExpense,2475820.000,2536807.000,3089622.000,3107263.000,2780115.000,3820010.000,3917750.000,3696682.000,4078349.000,4384219.000,4879000.000
ImpairmentOfInvestments,,,,0.000,0.000,,0.000,0.000,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-2351995.000,,,,-2173561.000,,,,-9891000.000
IncreaseDecreaseInDeferredRevenue,,,9375000.000,,,,-1875000.000,,,,0.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,,,594349.000,,,,1142000.000
InterestExpense,,4487.000,70621.000,72341.000,72331.000,119072.000,439165.000,433901.000,433931.000,431003.000,576000.000
InterestPaid,,,,,,,300901.000,,,,304000.000
InvestmentIncomeAmortizationOfPremium,,,,,,,417628.000,,,,182000.000
InvestmentIncomeInterest,3757.000,1809.000,39469.000,53219.000,79407.000,159110.000,193134.000,214376.000,178008.000,157482.000,174000.000
MarketableSecuritiesUnrealizedGainLoss,,,26757.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,178783.000,,,,11834874.000,,,,17107000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,178783.000,,,,11834874.000,,,,17107000.000
NetCashProvidedByUsedInInvestingActivities,,,-1213809.000,,,,-3508936.000,,,,6734000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-1213809.000,,,,-3508936.000,,,,6734000.000
NetCashProvidedByUsedInOperatingActivities,,,-6034638.000,,,,-20647238.000,,,,-29452000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-6034638.000,,,,-20647238.000,,,,-29452000.000
NetIncomeLoss,-11495681.000,-15534872.000,-12929645.000,-11518851.000,-10615483.000,-15464261.000,-17778979.000,-19216318.000,-29898656.000,-36100047.000,
NetIncomeLossAvailableToCommonStockholdersBasic,-11495681.000,-15534872.000,-12929645.000,-11518851.000,-10615483.000,-15464261.000,-17778979.000,-19216318.000,-29898656.000,-36100047.000,-20714000.000
NonoperatingIncomeExpense,11176.000,8503.000,133970.000,-11118.000,-60230.000,30305.000,16858.000,-191291.000,-271775.000,-264792.000,261000.000
OperatingExpenses,11506857.000,15543375.000,13688615.000,13382733.000,12430253.000,17369566.000,19670837.000,20900027.000,29626881.000,35835255.000,20975000.000
OperatingIncomeLoss,-11506857.000,-15543375.000,-13063615.000,-11507733.000,-10555253.000,-15494566.000,-17795837.000,-19025027.000,-29626881.000,-35835255.000,-20975000.000
OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentNetOfTaxPortionAttributableToParent,,,,,,,,,,,-51000.000
OtherComprehensiveIncomeLossNetOfTax,,,26757.000,,,,235994.000,44979.000,-19200.000,-53773.000,-51000.000
OtherComprehensiveIncomeLossTax,,,0.000,,,,,,,,
OtherComprehensiveIncomeLossTaxPortionAttributableToParent1,,,,,,,,,,,0.000
OtherNonoperatingIncome,8000.000,,173535.000,,731.000,,221402.000,,,,628000.000
PaidInKindInterest,,,37909.000,,,,138264.000,,,,274000.000
PaymentsToAcquireMarketableSecurities,,,1124420.000,,,,27277595.000,,,,15108000.000
PaymentsToAcquirePropertyPlantAndEquipment,,,89389.000,,,,175341.000,,,,116000.000
ProceedsFromIssuanceOfCommonStock,,,,,,,11795947.000,,,,6833000.000
ProceedsFromIssuanceOfLongTermDebt,,,,,,,,,,,9921000.000
ProceedsFromSaleAndMaturityOfMarketableSecurities,,,,,,,23944000.000,,,,21958000.000
ProceedsFromStockOptionsExercised,,,179408.000,,,,39874.000,,,,355000.000
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax,,,0.000,,,,,,,,0.000
RepaymentsOfLongTermCapitalLeaseObligations,,,625.000,,,,947.000,,,,2000.000
ResearchAndDevelopmentExpense,9031037.000,13006568.000,10598993.000,10275470.000,9650138.000,13549556.000,15753087.000,17203345.000,25548532.000,31451036.000,16096000.000
Revenues,,,625000.000,1875000.000,1875000.000,1875000.000,1875000.000,1875000.000,,,0.000
SalesRevenueNet,,,625000.000,1875000.000,1875000.000,1875000.000,1875000.000,1875000.000,,,0.000
ShareBasedCompensation,,,613887.000,,,,1202726.000,,,,1795000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,,,,,,,,,,,132842.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,,,,,,,,,,2507694.000
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,,,,,,,,,,1.250
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,,,,,,,,,,,7.260
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,,,,,,,,,4.940
StockIssuedDuringPeriodSharesStockOptionsExercised,,,,,,,,,,,283995.000
StockIssuedDuringPeriodValueNewIssues,,,,,,,11795947.000,,,,6833000.000
StockIssuedDuringPeriodValueStockOptionsExercised,,,179407.000,,,,39874.000,,,,355000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,26327895.000,26366300.000,39251184.000,40809931.000,44214428.000,-80481267.000,51350365.000,52174569.000,52205156.000,-103331569.000,56894672.000
