,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,433000.000,845000.000,988000.000,1542000.000,1311000.000,1476000.000,1353000.000,1270000.000,2299000.000,1794000.000,2635000.000,2609000.000,2262000.000,2078000.000,1971000.000,2112000.000,2689000.000,3255000.000,3531000.000
AdditionalPaidInCapital,204308000.000,204465000.000,505454000.000,505722000.000,505957000.000,506229000.000,544143000.000,544796000.000,760365000.000,760925000.000,761612000.000,762410000.000,762935000.000,763283000.000,763869000.000,764230000.000,764678000.000,765042000.000,765421000.000
Assets,2064860000.000,5160600000.000,5364964000.000,4789918000.000,4477972000.000,3869131000.000,3094877000.000,3398284000.000,4688034000.000,4909277000.000,4666582000.000,4282504000.000,4627597000.000,3414563000.000,3276915000.000,3237986000.000,3389081000.000,3156016000.000,3144374000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,,,,,,20227000.000,11463000.000,13968000.000,8628000.000,16227000.000,24088000.000,30418000.000,22636000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,,,,,,,,,,,,42123000.000,27862000.000,47261000.000,49531000.000,43590000.000,35189000.000,48600000.000,37055000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,,,3215172000.000,2376629000.000,2660570000.000,1972500000.000,1694527000.000,1290077000.000,1596195000.000,1268158000.000,1247707000.000,1111208000.000,572062000.000,495647000.000,1095645000.000,1193539000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,,,,,,,,,,,,21896000.000,16399000.000,33293000.000,40903000.000,27363000.000,11101000.000,18182000.000,14419000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,,3153704000.000,1829871000.000,1549217000.000,647219000.000,378194000.000,679922000.000,999719000.000,728458000.000,814776000.000,754400000.000,326466000.000,232539000.000,806717000.000,944136000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,0.000,,,61468000.000,546758000.000,1111353000.000,1325281000.000,1316333000.000,610155000.000,596476000.000,539700000.000,432931000.000,356808000.000,245596000.000,263108000.000,288928000.000,249403000.000
BankOverdrafts,,,5666000.000,,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,26781000.000,19459000.000,56292000.000,3947000.000,8716000.000,39369000.000,48525000.000,5492000.000,56067000.000,47222000.000,25482000.000,22190000.000,39703000.000,24711000.000,22440000.000,33869000.000,30965000.000,46172000.000,48101000.000
CashCollateralForBorrowedSecurities,8000000.000,24780000.000,54142000.000,39346000.000,134409000.000,,,,,,,,,,,,,,
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights,,,,,,,17.590,,,,,,,,,,,,
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,,,,,,16.700,16.700,16.700,16.700,16.700,16.700
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,,,,1232916.000,,,,,,,1232916.000,1232916.000,1232916.000,1232916.000,1232916.000,1232916.000
