,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-30,2014-03-30,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableCurrent,185500000.000,176500000.000,164100000.000,137800000.000,168600000.000,143600000.000,143600000.000,115400000.000,156200000.000,159600000.000,146600000.000,149300000.000,,177400000.000,171300000.000,121200000.000,155000000.000,159300000.000,161300000.000,159700000.000,191400000.000,184000000.000,184200000.000,171900000.000,204200000.000,192700000.000
AccountsReceivableNetCurrent,331500000.000,353900000.000,333700000.000,296300000.000,314200000.000,314200000.000,318300000.000,301500000.000,348600000.000,347800000.000,363500000.000,346200000.000,,400900000.000,486900000.000,445600000.000,462500000.000,489700000.000,465400000.000,444000000.000,483900000.000,506600000.000,509700000.000,493700000.000,557900000.000,611400000.000
AccruedIncomeTaxesNoncurrent,47800000.000,47000000.000,46600000.000,67000000.000,52100000.000,53300000.000,46100000.000,47700000.000,47900000.000,47500000.000,48500000.000,45300000.000,,47200000.000,47000000.000,48500000.000,49100000.000,47500000.000,47900000.000,16300000.000,,,,2900000.000,,
AccruedLiabilitiesCurrent,,,,,,,,,,,,58700000.000,,52500000.000,55300000.000,58500000.000,55000000.000,58900000.000,61700000.000,61900000.000,61600000.000,61200000.000,64200000.000,69400000.000,75600000.000,73800000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,409100000.000,,,,441400000.000,,,,478200000.000,,,,456700000.000,,,,637000000.000,,,,659200000.000,,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,,,,,,,,,200000.000,,200000.000,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,53300000.000,52500000.000,49700000.000,50600000.000,51400000.000,48000000.000,49700000.000,107200000.000,103500000.000,103900000.000,106900000.000,109000000.000,,107300000.000,99900000.000,244900000.000,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,50200000.000,61900000.000,12300000.000,-16100000.000,-2600000.000,-39500000.000,-18100000.000,-15400000.000,-27300000.000,-44700000.000,-32500000.000,-14400000.000,,-18700000.000,-100100000.000,-158000000.000,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,-130800000.000,-148600000.000,-139400000.000,,,-125800000.000,-200000000.000,-402700000.000,-480500000.000,-456700000.000,-480900000.000,-507900000.000,-474400000.000,-493900000.000,-481500000.000,-577300000.000,-541600000.000,-491900000.000
AcquiredFiniteLivedIntangibleAssetAmount,,,,9000000.000,,,,13300000.000,,,,,,,,,,,,,,,,,,
