,2011-06-30,2011-09-30,2012-03-31
AmortizationOfDebtDiscountPremium,,,498000.000
AmortizationOfDeferredLoanOriginationFeesNet,,,7000.000
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLossNetOfTax,2885000.000,2536000.000,-438000.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,43000.000,43000.000,690000.000
BusinessDevelopment,54000.000,44000.000,38000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-27252000.000
DeferredIncomeTaxExpenseBenefit,,,265000.000
DepreciationAndAmortization,,,319000.000
DividendsPreferredStock,1582000.000,367000.000,330000.000
EarningsPerShareBasicAndDiluted,-0.500,-0.250,-0.020
FeesAndCommissionsDepositorAccounts,224000.000,225000.000,207000.000
FeesAndCommissionsOther,129000.000,166000.000,154000.000
ForeclosedRealEstateExpense,123000.000,156000.000,205000.000
GainLossOnSaleOfSecuritiesNet,,,690000.000
GainsLossesOnSalesOfOtherRealEstate,35000.000,-50000.000,28000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-5603000.000,-3521000.000,251000.000
IncomeTaxExpenseBenefit,,,265000.000
IncreaseDecreaseInAccruedInterestReceivableNet,,,-99000.000
IncreaseDecreaseInDeposits,,,-33162000.000
IncreaseDecreaseInOtherAccruedLiabilities,,,-87000.000
IncreaseDecreaseInOutstandingChecksOperatingActivities,,,-239000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-255000.000
InformationTechnologyAndDataProcessing,327000.000,347000.000,399000.000
InterestAndDividendIncomeOperating,8433000.000,8066000.000,6867000.000
InterestAndDividendIncomeSecuritiesAvailableForSale,1102000.000,950000.000,746000.000
InterestAndFeeIncomeLoansAndLeases,7264000.000,7055000.000,6047000.000
InterestExpense,3194000.000,2907000.000,2376000.000
InterestExpenseDemandDepositAccounts,91000.000,87000.000,50000.000
InterestExpenseFederalHomeLoanBankAndFederalReserveBankAdvancesLongTerm,737000.000,724000.000,717000.000
InterestExpenseMoneyMarketDeposits,442000.000,399000.000,359000.000
InterestExpenseSavingsDeposits,9000.000,9000.000,9000.000
InterestExpenseTimeDeposits,1915000.000,1688000.000,1241000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,-501000.000,3002000.000,4624000.000
InterestIncomeExpenseNet,5239000.000,5159000.000,4491000.000
InterestPaid,,,2568000.000
LaborAndRelatedExpense,2639000.000,2635000.000,2530000.000
MarketingExpense,19000.000,9000.000,15000.000
MortgageLoansOnRealEstateForeclosures,,,1397000.000
NetCashProvidedByUsedInFinancingActivities,,,-33136000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-33136000.000
NetCashProvidedByUsedInInvestingActivities,,,5334000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,5334000.000
NetCashProvidedByUsedInOperatingActivities,,,550000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,550000.000
NetIncomeLoss,-5603000.000,-3521000.000,-14000.000
NetIncomeLossAvailableToCommonStockholdersBasic,-7185000.000,-3888000.000,-344000.000
NoninterestExpense,5670000.000,7202000.000,5800000.000
NoninterestIncome,568000.000,679000.000,1427000.000
NoninterestIncomeOther,172000.000,245000.000,214000.000
OccupancyCosts,1160000.000,1160000.000,1131000.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,-4300000.000,-1352000.000,-452000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,,-438000.000
OtherInterestAndDividendIncome,67000.000,61000.000,74000.000
OtherNoninterestExpense,308000.000,222000.000,306000.000
PaymentsToAcquireAvailableForSaleSecurities,,,66835000.000
PaymentsToAcquireBuildings,,,185000.000
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,,,54981000.000
ProceedsFromRepaymentsOfDebt,,,16901000.000
ProceedsFromSaleOfForeclosedAssets,,,472000.000
ProceedsFromWarrantExercises,,,26000.000
ProfessionalFees,300000.000,224000.000,173000.000
ProvisionForLoanAndLeaseLosses,5740000.000,2157000.000,-133000.000
StockIssuedDuringPeriodValueStockOptionsExercised,,,26000.000
SuppliesExpense,85000.000,59000.000,58000.000
