,2014-09-30,2015-03-31,2015-06-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,-233513.000,
EarningsPerShareBasicAndDiluted,-0.020,-0.080,-0.100
GeneralAndAdministrativeExpense,25812.000,164252.000,220812.000
IncreaseDecreaseInAccountsPayable,,-9983.000,
IncreaseDecreaseInAccruedTaxesPayable,,-39449.000,
IncreaseDecreaseInPrepaidExpense,,-6306.000,
NetCashProvidedByUsedInInvestingActivities,,-1006.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-1006.000,
NetCashProvidedByUsedInOperatingActivities,,-232507.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-232507.000,
NetIncomeLoss,-33303.000,-176769.000,-233317.000
OtherIncome,,1006.000,1018.000
PartnersCapitalAccountUnitsSoldInPublicOffering,,4080100.000,
ProceedsFromPaymentsForInInterestBearingDepositsInBanks,,-1006.000,
Revenues,0.000,,
SalesRevenueNet,0.000,,
TaxesExcludingIncomeAndExciseTaxes,7491.000,13523.000,13523.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,1531413.000,2230025.000,2230025.000
