,2011-06-30,2011-09-30,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-09-30,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdvertisingExpense,,,,,,,,,,,,,0.000,,,,0.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-3112.000,,-5080.000,,,,,,,,,,,,,,-1050.000,,,
EarningsPerShareBasicAndDiluted,,,,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,-0.000,-0.000,-0.010,-0.000,-0.000,-0.010,-0.130
ExchangeFees,,,,,,,,,,,,,,,,,,2370.000,1562.000,
GeneralAndAdministrativeExpense,12.000,936.000,1580.000,2309.000,212.000,4108.000,50.000,51.000,10.000,12306.000,2122.000,124.000,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-612.000,-1955.000,-5080.000,-3059.000,-962.000,-7543.000,,,,,,,,,,,,,-3443.000,
IncomeTaxExpenseBenefit,,,,,,,,,,,,,0.000,,,,0.000,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-2500.000,,,,,,,,19311.000,,,,18727.000,,,,877.000,,,
IncreaseDecreaseInDueToRelatedParties,,,,,,,,,,,,,,,,,3000.000,,,
NetCashProvidedByUsedInOperatingActivities,-3112.000,,-5080.000,,,,,,,,,,,,,,-1050.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-3112.000,,-5080.000,,,,,,,,,,,,,,-1050.000,,,
NetIncomeLoss,-612.000,-1955.000,-5080.000,-3059.000,-962.000,-7543.000,-5838.000,-49935.000,-19311.000,-54909.000,-26120.000,-312730.000,-18727.000,-22161.000,-7488.000,-4807.000,-4927.000,-6314.000,-3443.000,-116621.000
OperatingExpenses,612.000,1955.000,5080.000,3059.000,962.000,7543.000,-5838.000,49935.000,19311.000,54909.000,26120.000,312730.000,18727.000,22161.000,7488.000,4807.000,4927.000,6314.000,3443.000,117028.000
OperatingIncomeLoss,,,,,,,,,,,,,,,,,,,-3443.000,
ProfessionalFees,600.000,1019.000,3500.000,750.000,750.000,3435.000,2500.000,13844.000,3348.000,20085.000,6000.000,-2189.000,3727.000,4553.000,5958.000,177.000,4927.000,3944.000,-379.000,8992.000
StockIssuedDuringPeriodSharesStockSplits,,,,,,,,,,,200000000.000,,,,,,,,,
StockIssuedDuringPeriodValueNewIssues,,12000.000,,,,,,,,,,,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,10200000.000,,100900000.000,100900000.000,100000000.000,100000000.000,212087912.000,-112087912.000,300000000.000,300000000.000,300000000.000,-889999371.000,10000629.000,10000629.000,500032.000,-19560149.000
