,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndOtherAccruedLiabilities,,29533000.000,39322000.000,29147000.000,23736000.000,17354000.000,16999000.000
AccountsReceivableNet,,169590000.000,182137000.000,184585000.000,182082000.000,227560000.000,200358000.000
AccruedEmployeeBenefitsCurrentAndNoncurrent,,81221000.000,68488000.000,78960000.000,123311000.000,140076000.000,39274000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,2832000.000,3929000.000,5129000.000,6495000.000,7876000.000,9316000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,-48000.000,88000.000,524000.000,258000.000,61000.000,62000.000
AdditionalPaidInCapitalCommonStock,,,,97825000.000,20992000.000,9145000.000,
AllowanceForDoubtfulAccountsReceivable,,862000.000,837000.000,2173000.000,3300000.000,4374000.000,2020000.000
AllowanceForDoubtfulAccountsReceivableNoncurrent,,0.000,0.000,625000.000,563000.000,0.000,0.000
Assets,,467252000.000,491684000.000,515386000.000,559799000.000,590476000.000,510596000.000
CapitalLeaseObligations,,425000.000,400000.000,420000.000,393000.000,365000.000,343000.000
CapitalLeasesBalanceSheetAssetsByMajorClassNet,,400000.000,400000.000,400000.000,400000.000,400000.000,300000.000
CapitalLeasesFutureMinimumPaymentsDue,,449000.000,421000.000,441000.000,412000.000,381000.000,358000.000
CapitalLeasesFutureMinimumPaymentsDueCurrent,,95000.000,70000.000,52000.000,25000.000,100000.000,75000.000
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,69000.000,69000.000,79000.000,78000.000,4000.000,4000.000
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,95000.000,94000.000,102000.000,102000.000,77000.000,77000.000
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,95000.000,94000.000,102000.000,102000.000,100000.000,101000.000
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,95000.000,94000.000,102000.000,102000.000,100000.000,101000.000
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,4000.000,3000.000,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,24000.000,21000.000,21000.000,19000.000,16000.000,15000.000
Cash,1.000,,,,,,
CashAndCashEquivalentsAtCarryingValue,,82322000.000,85983000.000,103200000.000,156899000.000,152431000.000,73465000.000
DeferredIncomeTaxAssetsNet,,68688000.000,72943000.000,74043000.000,75440000.000,70957000.000,73305000.000
DeferredIncomeTaxLiabilities,,7412000.000,,,,8080000.000,
DeferredRentCredit,,12414000.000,15197000.000,17042000.000,16729000.000,16353000.000,16179000.000
DeferredRevenue,,477000.000,337000.000,5159000.000,5155000.000,786000.000,1419000.000
DeferredTaxAssetsGross,,78322000.000,,,,84384000.000,
DeferredTaxAssetsLiabilitiesNet,,68688000.000,,,,70957000.000,
DeferredTaxAssetsLiabilitiesNetCurrent,,57000000.000,,,,,
DeferredTaxAssetsNet,,76100000.000,,,,79037000.000,
DeferredTaxAssetsOperatingLossCarryforwards,,2919000.000,,,,4879000.000,
DeferredTaxAssetsOther,,3184000.000,,,,973000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,15173000.000,,,,22570000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsDeferredRent,,,,,,3506000.000,
DeferredTaxAssetsValuationAllowance,,2222000.000,,,,5347000.000,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,5008000.000,,,,3164000.000,
DeferredTaxLiabilitiesOther,,2404000.000,,,,2508000.000,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,2408000.000,
FinancingReceivableRecordedInvestment90DaysPastDueAndStillAccruing,,2200000.000,1800000.000,2700000.000,2900000.000,2700000.000,2100000.000
FiniteLivedCustomerRelationshipsGross,,26476000.000,26476000.000,26476000.000,26476000.000,26476000.000,26476000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,17613000.000,20417000.000,23134000.000,25733000.000,18739000.000,18130000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,9000000.000,,,,2400000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,,,9000000.000,9000000.000,9000000.000,,2400000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,2300000.000,2300000.000,2300000.000,2300000.000,2300000.000,2300000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,2300000.000,2300000.000,2300000.000,2300000.000,2300000.000,2300000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,2300000.000,2300000.000,2300000.000,2300000.000,2300000.000,2300000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,2300000.000,2300000.000,2300000.000,2300000.000,2300000.000,2300000.000
FiniteLivedIntangibleAssetsGross,,,,,,33452000.000,32176000.000
FiniteLivedIntangibleAssetsNet,,23646000.000,20820000.000,18014000.000,15387000.000,14713000.000,14046000.000
FiniteLivedTradeNamesGross,,5700000.000,5700000.000,5700000.000,5700000.000,5700000.000,5700000.000
Goodwill,,75769000.000,72286000.000,72286000.000,72286000.000,72286000.000,72286000.000
IncomeTaxExaminationInterestAccrued,,0.000,,,,0.000,
Investments,,,,,,,24937000.000
Liabilities,,125317000.000,125774000.000,131186000.000,170110000.000,177060000.000,78070000.000
LiabilitiesAndStockholdersEquity,,467252000.000,491684000.000,515386000.000,559799000.000,590476000.000,510596000.000
OperatingLeasesFutureMinimumPaymentsDue,,234382000.000,229569000.000,223546000.000,216109000.000,207400000.000,202275000.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,18154000.000,15368000.000,11465000.000,5713000.000,22768000.000,16992000.000
OperatingLeasesFutureMinimumPaymentsDueFutureMinimumSubleaseRentals,,13725000.000,13132000.000,18385000.000,20196000.000,18588000.000,17749000.000
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,19663000.000,19510000.000,19387000.000,19257000.000,19528000.000,19581000.000
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,20556000.000,20403000.000,20361000.000,20204000.000,19033000.000,19086000.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,21030000.000,20876000.000,20919000.000,20789000.000,19980000.000,20033000.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,23260000.000,23112000.000,23083000.000,23018000.000,20564000.000,20617000.000
OperatingLeasesFutureMinimumPaymentsDueThereafter,,131719000.000,130300000.000,128331000.000,127128000.000,105527000.000,105966000.000
OtherAssets,,14920000.000,20229000.000,26211000.000,18172000.000,14374000.000,15062000.000
PropertyPlantAndEquipmentGross,,,,,,46031000.000,46453000.000
PropertyPlantAndEquipmentNet,,31490000.000,36484000.000,37047000.000,39533000.000,38155000.000,37137000.000
RedeemableNoncontrollingInterestEquityCarryingAmount,,452785000.000,386279000.000,298785000.000,392018000.000,421976000.000,494563000.000
RestrictedCashAndCashEquivalents,,827000.000,802000.000,,,,
RetainedEarningsAccumulatedDeficit,,-110982000.000,-20637000.000,-13114000.000,-23759000.000,-17946000.000,-62284000.000
StockholdersEquity,1.000,-110850000.000,-20369000.000,85415000.000,-2329000.000,-8560000.000,-62037000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,341935000.000,365910000.000,384200000.000,389689000.000,413416000.000,432526000.000
TaxesPayableCurrentAndNoncurrent,,1672000.000,2430000.000,878000.000,1179000.000,1527000.000,2288000.000
USGovernmentSecuritiesAtCarryingValue,,,,,,50000000.000,25900000.000
UnrecognizedTaxBenefits,,,0.000,0.000,0.000,,0.000
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAccrued,,0.000,,,,0.000,
UnrecognizedTaxBenefitsInterestOnIncomeTaxesAccrued,,0.000,,,,0.000,
