,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
CashAndCashEquivalentsPeriodIncreaseDecrease,-40.000,,,,-1830.000,,,,37.000,,,,50.000,,,,-22.000,
Depreciation,477.000,74.000,,,0.000,,,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,-0.000,0.000,-0.000,0.000,0.000,-0.000,0.000,-0.000,0.000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000
EffectiveIncomeTaxRateContinuingOperations,,,,,,,,,,,,,0.500,,,,0.500,
GeneralAndAdministrativeExpense,140.000,51.000,18.000,74.000,,2998.000,4400.000,,36.000,,,,847.000,,46.000,,,825.000
GrossProfit,,0.000,,,0.000,,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayable,,,,,,,,,95.000,,,,822.000,,,,-822.000,
LeaseAndRentalExpense,800.000,,,,100.000,,,,300.000,300.000,300.000,300.000,300.000,300.000,300.000,300.000,300.000,300.000
NetCashProvidedByUsedInFinancingActivities,100.000,,,,170.000,,,,3395.000,,,,2700.000,,,,3400.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,100.000,,,,170.000,,,,3395.000,,,,2700.000,,,,3400.000,
NetCashProvidedByUsedInOperatingActivities,-140.000,,,,-2000.000,,,,-3358.000,,,,-2650.000,,,,-3422.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-140.000,,,,-2000.000,,,,-3358.000,,,,-2650.000,,,,-3422.000,
NetIncomeLoss,-1217.000,-5104.000,682.000,-128.000,-2300.000,-4437.000,-8406.000,-5349.000,-3753.000,1326.000,-1340.000,-2223.000,-3772.000,-1350.000,-1396.000,-2172.000,-2900.000,-3225.000
OperatingExpenses,1217.000,5104.000,2568.000,128.000,2300.000,4437.000,8406.000,5349.000,3753.000,1300.000,1340.000,2222.000,3772.000,1350.000,1396.000,2172.000,2900.000,3225.000
OperatingIncomeLoss,,,-2568.000,,-2300.000,-4437.000,-8406.000,-5349.000,-3753.000,-1300.000,-1340.000,-2222.000,-3772.000,-1350.000,-1396.000,-2172.000,-2900.000,-3225.000
OtherOperatingIncome,,,3250.000,,,,,,,2626.000,,,,,,,,
PaymentsForRent,-600.000,-500.000,-300.000,-300.000,-300.000,-300.000,-300.000,-400.000,,,,,,,,,,
ProceedsFromRelatedPartyDebt,,,,,170.000,,,,3395.000,,,,,,,,,
ProceedsFromRepaymentsOfRelatedPartyDebt,,,,,,,,,,,,,2700.000,,,,3400.000,
ProfessionalFees,,4479.000,2250.000,,2000.000,1139.000,3706.000,1975.000,3417.000,1000.000,1040.000,1778.000,2625.000,1050.000,1050.000,1050.000,2600.000,2100.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,16485000.000,16845000.000,16485000.000,-33330000.000,16485000.000,16485000.000,16485000.000,-32970000.000,16485000.000,16485000.000,16485000.000,-32970000.000,16485000.000,16485000.000,16485000.000,-32970000.000,16485000.000,16485000.000
