,2012-10-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30
AllocatedShareBasedCompensationExpense,1880000.000,3094000.000,2249000.000,2668000.000,2197000.000,2938000.000,2985000.000,2683000.000,2762000.000,3056000.000,3078000.000,1655000.000,2005000.000,2281000.000
AmortizationOfIntangibleAssets,4000000.000,600000.000,800000.000,700000.000,700000.000,700000.000,700000.000,800000.000,800000.000,100000.000,600000.000,11600000.000,10200000.000,6900000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,300000.000,100000.000,,,,100000.000,0.000,,
CapitalExpendituresIncurredButNotYetPaid,,1205000.000,,,,3887000.000,,,,1220000.000,,,,721000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,5581000.000,,,,-44484000.000,,,,-22025000.000,,,,4780000.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,0.000,,,,,,,,,,,,-1279000.000
ComprehensiveIncomeNetOfTax,9295000.000,-1338000.000,-15389000.000,19951000.000,17043000.000,,,,,,,,,
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,200000.000,0.000,0.000,0.000,0.000,,,,,,,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,9495000.000,-1338000.000,-15389000.000,19951000.000,17043000.000,-18470000.000,-15451000.000,3904000.000,15368000.000,-23537000.000,167058000.000,-21550000.000,3087000.000,-22537000.000
CostOfGoodsSold,36367000.000,27634000.000,28751000.000,23551000.000,36323000.000,14805000.000,11003000.000,13729000.000,16035000.000,12953000.000,12715000.000,2823000.000,7889000.000,3592000.000
CostOfServices,81804000.000,63330000.000,74733000.000,72337000.000,75817000.000,65659000.000,64857000.000,62895000.000,59659000.000,30804000.000,27249000.000,52298000.000,47178000.000,39402000.000
CostsAndExpenses,183888000.000,147975000.000,158326000.000,145712000.000,162789000.000,132884000.000,122067000.000,125211000.000,112979000.000,75318000.000,72123000.000,99411000.000,92431000.000,94335000.000
DeferredIncomeTaxExpenseBenefit,,,,,,1150000.000,,,,-6039000.000,,,,-4895000.000
Depreciation,,,,,,4044000.000,4122000.000,4533000.000,4676000.000,,,,,
DepreciationDepletionAndAmortization,7838000.000,4569000.000,4746000.000,4753000.000,2232000.000,4739000.000,,,,4927000.000,,,,10347000.000
DerivativeGainLossOnDerivativeNet,,,,,,,0.000,0.000,,0.000,0.000,,,
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,,,,,,,,,,-107000.000,261000.000,,,
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,1120000.000,789000.000,-26000.000,-53000.000,,251000.000,209000.000,-1159000.000,,322000.000,437000.000,,,
DerivativeInstrumentsGainReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortion,287000.000,-607000.000,-421000.000,-157000.000,,128000.000,99000.000,397000.000,,,,,,
EarningsPerShareBasic,,,,1.040,,,,0.040,,,,,,
EarningsPerShareBasicAndDiluted,0.510,-0.140,-0.770,,,-0.720,-0.750,,,-1.220,7.400,-0.720,0.200,-1.070
EarningsPerShareDiluted,,,,1.030,,,,0.040,,,,,,
EffectOfExchangeRateOnCashAndCashEquivalents,,-687000.000,,,,-465000.000,,,,1372000.000,,,,2940000.000
EffectiveIncomeTaxRateContinuingOperations,,2.850,2.330,-0.958,-3.892,-0.368,-0.647,0.815,-0.668,-0.136,0.172,-0.246,0.539,0.258
FairValueInputsDiscountRate,,,,,,0.125,,,,,,,,
FairValueInputsLongTermRevenueGrowthRate,,,,,,0.020,,,,,,,,
ForeignCurrencyTransactionGainLossRealized,,-5916000.000,888000.000,-2733000.000,-2529000.000,2019000.000,-2949000.000,7257000.000,-1668000.000,-5573000.000,-4202000.000,3995000.000,5531000.000,-4105000.000
GoodwillImpairmentLoss,5605000.000,,,0.000,,,,,,,,,,
GoodwillTranslationAdjustments,,-210000.000,,,,277000.000,,,,67000.000,,,,-1386000.000
GoodwillWrittenOffRelatedToSaleOfBusinessUnit,,,,,,,,,,83699000.000,,,,
ImpairmentOfIntangibleAssetsFinitelived,,0.000,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
IncomeLossFromContinuingOperations,-10575000.000,-3140000.000,-17087000.000,23136000.000,15777000.000,-16131000.000,-16866000.000,950000.000,9908000.000,-39980000.000,-12163000.000,-22259000.000,,-25528000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,1199000.000,1697000.000,12848000.000,11816000.000,1514000.000,-11793000.000,-10240000.000,5138000.000,5040000.000,-35193000.000,-14697000.000,-17867000.000,-8827000.000,-34411000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-10575000.000,-3140000.000,-17087000.000,23136000.000,15777000.000,-16131000.000,-16866000.000,950000.000,9908000.000,,,,,-25528000.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.480,-0.140,-0.770,,,,,,,-1.830,-0.550,-0.900,1.090,-1.020
IncomeLossFromContinuingOperationsPerBasicShare,,,,1.040,,,,,,,,,,
IncomeLossFromContinuingOperationsPerDilutedShare,,,,1.030,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,21831000.000,0.000,0.000,0.000,0.000,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,21674000.000,0.000,0.000,0.000,0.000,,,,,13319000.000,175060000.000,4387000.000,-8643000.000,-1279000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,0.990,0.000,0.000,,,,,,,0.610,7.950,0.180,-0.890,-0.050
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,,0.000,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,,0.000,,,,,,,,,,
IncomeTaxExpenseBenefit,11774000.000,4837000.000,29935000.000,-11320000.000,-14263000.000,4338000.000,6626000.000,4188000.000,-4868000.000,4787000.000,-2534000.000,4392000.000,-31879000.000,-8883000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,,-9755000.000,,,,13280000.000,,,,19077000.000
IncreaseDecreaseInAccountsReceivable,,,,,,17720000.000,,,,296000.000,,,,-5017000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,,,,-267000.000,,,,2122000.000,,,,-3167000.000
IncreaseDecreaseInDeferredCharges,,,,,,-5822000.000,,,,-2554000.000,,,,1161000.000
IncreaseDecreaseInDeferredRevenue,,,,,,3404000.000,,,,2757000.000,,,,2426000.000
IncreaseDecreaseInInventories,,,,,,2652000.000,,,,475000.000,,,,1889000.000
IncreaseDecreaseInOtherOperatingCapitalNet,,,,,,-374000.000,,,,4641000.000,,,,3547000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,,11173000.000,,,,8603000.000,,,,6571000.000
IncreaseDecreaseInRestrictedCash,,25000000.000,,,,4774000.000,,,,710000.000,,,,-11927000.000
InterestExpense,218000.000,188000.000,166000.000,211000.000,282000.000,123000.000,231000.000,122000.000,165000.000,193000.000,167000.000,4366000.000,3928000.000,3590000.000
InterestExpenseRelatedParty,205000.000,0.000,0.000,0.000,0.000,,,,,,,,,
InventoryWriteDown,3600000.000,0.000,,,,868000.000,,,,625000.000,,,,79000.000
InvestmentIncomeInterest,163000.000,172000.000,143000.000,121000.000,178000.000,115000.000,100000.000,126000.000,139000.000,84000.000,89000.000,76000.000,78000.000,204000.000
NetCashProvidedByUsedInFinancingActivities,,24396000.000,,,,-346000.000,,,,-81000.000,,,,-2779000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,24396000.000,,,,-346000.000,,,,-81000.000,,,,-2779000.000
NetCashProvidedByUsedInInvestingActivities,,-27991000.000,,,,-8074000.000,,,,-5612000.000,,,,10502000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-27991000.000,,,,-8074000.000,,,,-5612000.000,,,,10502000.000
NetCashProvidedByUsedInOperatingActivities,,9863000.000,,,,-35599000.000,,,,-17704000.000,,,,-5883000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,9863000.000,,,,-35599000.000,,,,-17704000.000,,,,-4604000.000
NetIncomeLoss,11099000.000,-3140000.000,-17087000.000,23136000.000,15777000.000,,,,,-26661000.000,162897000.000,-17872000.000,14409000.000,
NetIncomeLossAttributableToNoncontrollingInterest,157000.000,0.000,0.000,0.000,0.000,,,,,,,,,
NoncashOrPartNoncashAcquisitionDebtAssumed1,,,,,,,,1300000.000,,,,,,
OperatingIncomeLoss,1312000.000,7843000.000,11427000.000,14704000.000,3725000.000,-13752000.000,-6747000.000,-2092000.000,6755000.000,-29613000.000,-10494000.000,-17536000.000,-10726000.000,-26807000.000
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesBeforeTaxPeriodIncreaseDecrease,1407000.000,,,,,,,,,,,,,
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesBeforeTaxPortionAttributableToNoncontrollingInterest,43000.000,0.000,0.000,0.000,0.000,,,,,,,,,
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,1407000.000,,,,,,,,,,,,,
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPortionAttributableToParent,1494000.000,182000.000,,,,,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,-3168000.000,,,,,,,,,,,,,
OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax,,,,,,-2211000.000,,,,3017000.000,,,,
