,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,38113000.000,40657000.000,54601000.000,52134000.000,36684000.000,39852000.000,113763000.000,68977000.000,15780000.000,23543000.000,16345000.000,18821000.000,17768000.000,19582000.000,19585000.000,32263000.000,21742000.000,24893000.000,23583000.000,32858000.000,20717000.000,25397000.000,27260000.000,28023000.000,25281000.000
AccruedIncomeTaxesCurrent,13757000.000,,,,10331000.000,,,,19711000.000,,,,31065000.000,,3441000.000,,25153000.000,,,,3873000.000,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,96036000.000,,,,102124000.000,,,,111108000.000,,,,92925000.000,,,,99979000.000,,,,106035000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-15892000.000,-17960000.000,-28070000.000,-48107000.000,-42173000.000,-44217000.000,-41002000.000,-46797000.000,-43173000.000,-45984000.000,-40535000.000,-15859000.000,-16211000.000,-13756000.000,-18403000.000,-50443000.000,-47690000.000,-51731000.000,-52164000.000,-61505000.000,-60352000.000,-57508000.000,-58019000.000,-53329000.000,-48944000.000
AdditionalPaidInCapitalCommonStock,212598000.000,204578000.000,216699000.000,216426000.000,227977000.000,212410000.000,225758000.000,230021000.000,243806000.000,235329000.000,251284000.000,267406000.000,283695000.000,299063000.000,313086000.000,318636000.000,331467000.000,317513000.000,330834000.000,331611000.000,344302000.000,279206000.000,293134000.000,291908000.000,274146000.000
Assets,1020184000.000,1044888000.000,1050738000.000,1082196000.000,1159226000.000,1143413000.000,1202443000.000,1152843000.000,1212622000.000,1191621000.000,1232110000.000,1336965000.000,1348401000.000,1437007000.000,1399029000.000,1511866000.000,1477388000.000,1461970000.000,1442789000.000,1555719000.000,1444713000.000,1406238000.000,1398617000.000,1406272000.000,1388028000.000
AssetsCurrent,642882000.000,665472000.000,672169000.000,699611000.000,774987000.000,757533000.000,854888000.000,804893000.000,874169000.000,849499000.000,884485000.000,1006325000.000,1004483000.000,1083492000.000,1056027000.000,1172633000.000,1140657000.000,1130560000.000,1116619000.000,1217745000.000,1114827000.000,1083762000.000,1077677000.000,1091839000.000,1083567000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,15175000.000,15150000.000,,,,,,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,,,,,,,18007000.000,18010000.000,,,,,,,,,,,,,,,,,
AssetsUnderManagementCarryingAmount,,,,,,,,,,,,,,,,,,,,,,,,,81100000000.000
AvailableForSaleSecurities,,,,,,,,,,,101556000.000,107290000.000,131066000.000,126218000.000,160283000.000,161270000.000,189757000.000,206525000.000,42902000.000,41377000.000,73398000.000,85815000.000,125364000.000,123376000.000,120756000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,-3547000.000,4237000.000,-7065000.000,4925000.000,735000.000,759000.000,1380000.000,2296000.000,1011000.000,1133000.000,
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,-2043000.000,5392000.000,-6397000.000,9239000.000,6376000.000,6682000.000,7227000.000,6259000.000,5317000.000,7449000.000,
AvailableForSaleSecuritiesAmortizedCost,,85216000.000,97079000.000,99907000.000,96201000.000,105470000.000,95446000.000,103860000.000,99438000.000,100845000.000,94640000.000,102286000.000,126764000.000,119741000.000,158779000.000,162425000.000,189089000.000,210839000.000,48543000.000,47300000.000,79245000.000,89778000.000,129670000.000,129692000.000,
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,,,,,,,,,27000.000,,,,,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,,,,,,,,,,,,,,,2043000.000,,,,,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,21304000.000,62635000.000,56315000.000,26587000.000,56448000.000,39591000.000,30079000.000,8977000.000,54035000.000,6021000.000,29811000.000,58181000.000,1187000.000,98313000.000,68045000.000,,,,37095000.000,,43118000.000,,105233000.000,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,,,,,,,,,,,,,,,2016000.000,,,,,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,18590000.000,59802000.000,53570000.000,26376000.000,39181000.000,21535000.000,24475000.000,5800000.000,53824000.000,5809000.000,29598000.000,57964000.000,,97124000.000,66858000.000,,,,3476000.000,,9259000.000,,71051000.000,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,2714000.000,2833000.000,2745000.000,211000.000,17267000.000,18056000.000,5604000.000,3177000.000,211000.000,212000.000,213000.000,217000.000,1187000.000,1189000.000,1187000.000,,,,33619000.000,,33859000.000,,34182000.000,
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,,,,,,,,,9000.000,9000.000,8000.000,8000.000,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,,,,,,,,10000.000,10000.000,9000.000,9000.000,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,,,,,,,,11379000.000,3018000.000,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,,,,,,,,11547000.000,3055000.000,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost,,,,1001000.000,1001000.000,992000.000,,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,,,,989000.000,1011000.000,1001000.000,,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,,,,48451000.000,48125000.000,47731000.000,32004000.000,30417000.000,30199000.000,23220000.000,14665000.000,14576000.000,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,,,,14680000.000,19466000.000,21436000.000,15617000.000,15488000.000,18811000.000,20193000.000,14657000.000,14568000.000,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,,,14619000.000,19640000.000,21651000.000,15685000.000,15529000.000,18850000.000,20316000.000,14774000.000,14629000.000,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtSecurities,,,,48521000.000,48596000.000,48195000.000,32319000.000,30663000.000,30407000.000,23381000.000,14783000.000,14638000.000,,,,,,,,,,,,,
AvailableForSaleSecuritiesFairValueDisclosure,,89944000.000,91309000.000,97336000.000,98907000.000,105240000.000,97617000.000,106765000.000,105130000.000,103117000.000,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,558000.000,7876000.000,5481000.000,1043000.000,2709000.000,1015000.000,1093000.000,50000.000,829000.000,,,,,,,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses1,,-171000.000,56000.000,-30000.000,-15000.000,-1525000.000,,,,,,,,,,,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses2,,,,,,,-670000.000,621000.000,49000.000,17000.000,,,,,,,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses1,,-558000.000,7876000.000,-5481000.000,-1043000.000,-2709000.000,,,,,,,,,,,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses2,,,,,,,-1015000.000,1093000.000,50000.000,829000.000,,,,,,,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses1,,-387000.000,7820000.000,-5451000.000,-1028000.000,-1184000.000,,,,,,,,,,,,,,,,,,,
