,2011-08-31,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-11-30
AccountsPayable,,,,,209820.000,,,,
AccountsPayableAndAccruedLiabilities,,,1358302.000,,,,976934.000,,
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,1824933.000
AccountsReceivableNetCurrent,,,346885.000,,,,189149.000,,646520.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,213318.000
AdditionalPaidInCapital,,,15986080.000,,,,16478980.000,,52953180.000
Assets,,,681667.000,,,,1056383.000,,1372837.000
AssetsCurrent,,,,,,,1031350.000,,1353791.000
AssetsHeldForSalePropertyPlantAndEquipment,,,166204.000,,,,25033.000,,
AssetsNet,,,515463.000,,,,,,
CashAndCashEquivalentsAtCarryingValue,,,117892.000,,,,176538.000,,62471.000
CommonStockParOrStatedValuePerShare,,,,,,,,,0.010
CommonStockSharesAuthorized,,,200000000.000,,,,200000000.000,,200000000.000
CommonStockSharesIssued,,,71192397.000,,,,94507801.000,,100340026.000
CommonStockSharesSubscriptions,,,557238.000,,,,299904.000,,299904.000
CommonStockValue,,,34232125.000,,,,37033209.000,,1003400.000
CumulativeEarningsDeficit,,,,,,,,,-2003427.000
Liabilities,,,1371189.000,,,,987801.000,,1824933.000
LiabilitiesAndStockholdersEquity,,,681667.000,,,,1056383.000,,1372837.000
LoansPayable,,,12887.000,,,,10867.000,,0.000
PreferredStockParOrStatedValuePerShare,,,,,,,,,0.010
PreferredStockSharesAuthorized,,,20000000.000,,,,20000000.000,,20000000.000
PreferredStockValue,,,,,,,,,0.000
PrepaidExpense,,,50686.000,,,,25663.000,,
PrepaidExpenseCurrent,,,,,,,,,4800.000
PropertyPlantAndEquipmentNet,,,,,,,,,19046.000
RealEstateHeldforsale,,,,,,,,,640000.000
RetainedEarningsAccumulatedDeficit,,,,,,,,,-52918471.000
SharesIssued,,,-689522.000,,,,68582.000,,
StockholdersEquity,,,-689522.000,,,,68582.000,,-452096.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,-689522.000,,,,68582.000,,-452096.000
