,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-06-02,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndNotesReceivableNet,,,,4300000.000,,,,,,,,,,,,,,,,,,,
AccountsAndOtherReceivablesNetCurrent,,,,,,,,,35397000.000,27821000.000,,28932000.000,33083000.000,25612000.000,31345000.000,20779000.000,31740000.000,35908000.000,41771000.000,37909000.000,34873000.000,34183000.000,24987000.000
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,,11261000.000,9280000.000,10535000.000,9533000.000,10534000.000,6013000.000,5930000.000,,,,,,,,,,,,,
AccountsPayableCurrent,,,,,,,,,,,,,,,,,,,,74608000.000,90268000.000,121562000.000,113518000.000
AccountsPayableTradeCurrent,,,,,,,,,,,,36393000.000,33164000.000,47036000.000,46090000.000,32763000.000,46707000.000,47610000.000,,,,,
AccountsPayableTradeCurrentAndNoncurrent,16693000.000,30815000.000,26719000.000,25076000.000,24650000.000,53522000.000,31331000.000,23575000.000,31042000.000,43313000.000,,,,,,,,,,,,,
AccountsReceivableNet,151699000.000,171665000.000,174599000.000,189666000.000,194344000.000,221917000.000,192254000.000,197168000.000,160008000.000,214123000.000,,178506000.000,205852000.000,247040000.000,218458000.000,188407000.000,259089000.000,258553000.000,234628000.000,258829000.000,292486000.000,297460000.000,266029000.000
AccruedIncomeTaxesCurrent,,,,,,,,,,,,,,,,,,,,,5562000.000,1093000.000,1761000.000
AccruedLiabilitiesCurrent,,,,,,,,,,,,5930000.000,10192000.000,9020000.000,5302000.000,5185000.000,6590000.000,5244000.000,7109000.000,7481000.000,7548000.000,6969000.000,7450000.000
AccruedLiabilitiesCurrentAndNoncurrent,40559000.000,42909000.000,40822000.000,39800000.000,34833000.000,22247000.000,20264000.000,19618000.000,13692000.000,17897000.000,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,14051000.000,,,,,,,,15528000.000,,,,17133000.000,,,,19807000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,337000.000,402000.000,465000.000,415000.000,506000.000,480000.000,410000.000,316000.000,373000.000,289000.000,,302000.000,142000.000,-11000.000,-239000.000,-196000.000,-373000.000,-512000.000,-471000.000,-688000.000,-566000.000,-711000.000,-583000.000
AdditionalPaidInCapital,91390000.000,93077000.000,93545000.000,94447000.000,96056000.000,98595000.000,99641000.000,101517000.000,103684000.000,104525000.000,,107858000.000,108995000.000,110086000.000,111072000.000,113375000.000,114934000.000,116441000.000,117511000.000,118969000.000,120414000.000,122031000.000,123536000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,1000000.000,1000000.000,,,,,,,,,,,,,
Assets,378062000.000,414417000.000,433688000.000,446830000.000,440794000.000,499873000.000,437872000.000,494492000.000,465301000.000,506777000.000,,530486000.000,564446000.000,591365000.000,571546000.000,580385000.000,590487000.000,630434000.000,616680000.000,639099000.000,680894000.000,736678000.000,741720000.000
AssetsCurrent,,,,,,,,,,,,387876000.000,420390000.000,446155000.000,444277000.000,448030000.000,454160000.000,473833000.000,477976000.000,506619000.000,545999000.000,588794000.000,597324000.000
BusinessAcquisitionContingentConsiderationAtFairValue,1683000.000,1500000.000,1500000.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsReceivable,,,,,,,64614000.000,,,,,,,,66415000.000,,,,66303000.000,,,,57872000.000
CapitalLeasesFutureMinimumPaymentsReceivableCurrent,,,,,,,30877000.000,,,,,,,,36546000.000,,,,34566000.000,,,,30590000.000
CapitalLeasesFutureMinimumPaymentsReceivableInFourYears,,,,,,,2781000.000,,,,,,,,1484000.000,,,,1582000.000,,,,2364000.000
CapitalLeasesFutureMinimumPaymentsReceivableInThreeYears,,,,,,,10905000.000,,,,,,,,7421000.000,,,,10673000.000,,,,7228000.000
CapitalLeasesFutureMinimumPaymentsReceivableInTwoYears,,,,,,,19653000.000,,,,,,,,20041000.000,,,,19247000.000,,,,17172000.000
