,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,-516317.000,-774638.000,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,67931.000,90162.000,90163.000,90163.000,90163.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,4609.000,1291.000,1796.000,3513.000,4169.000,10199.000
AmortizationOfMortgageServicingRightsMSRs,276014.000,342296.000,170523.000,127647.000,127800.000,120980.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,104035.000,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,,,,,222327.000,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses,,,,,365801.000,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses,,,,,143474.000,
AvailableForSaleSecuritiesGrossRealizedGainLossNet,281810.000,1158535.000,897901.000,408753.000,320585.000,399599.000
AvailableForSaleSecuritiesGrossRealizedGains,,1158693.000,907908.000,429105.000,352983.000,402981.000
AvailableForSaleSecuritiesGrossRealizedLosses,,158.000,10007.000,20352.000,32398.000,3382.000
BankOwnedLifeInsuranceIncome,156112.000,202465.000,194841.000,185986.000,175428.000,172504.000
BankingFeesAndCommissions,,,,,,1223860.000
BrokerageCommissionsRevenue,1332247.000,972082.000,1056380.000,1201869.000,1414840.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,2444547.000,-4094236.000,-1194841.000,3512768.000,-5508206.000,8806492.000
CommonStockDividendsPerShareCashPaid,,,0.310,0.320,1.320,0.400
CommonStockDividendsPerShareDeclared,0.300,0.400,,,,
ComprehensiveIncomeNetOfTax,6108975.000,3791127.000,-1069912.000,5071201.000,3104981.000,1081274.000
CurrentFederalTaxExpenseBenefit,,1037608.000,813409.000,798160.000,883916.000,916248.000
CurrentStateAndLocalTaxExpenseBenefit,,466765.000,406770.000,,320593.000,314017.000
DeferredIncomeTaxExpenseBenefit,-246539.000,-166886.000,-31880.000,135886.000,-137484.000,-142607.000
DepreciationAndAmortization,321730.000,337710.000,382299.000,385385.000,386063.000,394935.000
DividendsCommonStock,563059.000,748986.000,565526.000,570843.000,2356870.000,685450.000
EarningsPerShareBasic,1.740,1.890,1.730,1.660,1.710,1.720
EarningsPerShareDiluted,1.740,1.890,1.730,1.650,1.700,1.700
EffectiveIncomeTaxRateContinuingOperations,,,0.270,0.239,0.261,0.263
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340,0.340,0.340,0.340,0.340
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,27356.000,36309.000,34622.000,35267.000,35267.000
EmployeeStockOwnershipPlanESOPCompensationExpense,,58564.000,70448.000,80978.000,90649.000,108421.000
FederalDepositInsuranceCorporationPremiumExpense,228925.000,157491.000,156125.000,153137.000,149366.000,122246.000
