,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31
AntidilutiveSecuritiesExcludedFromComputationOfNetIncomePerOutstandingUnitAmount,,0.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,93626.000,-48128.000,-53613.000,-25490.000,4187.000
DebtConversionConvertedInstrumentAmount1,,,,,7885.000
Depreciation,630.000,,,,
EarningsPerShareBasicAndDiluted,-0.030,-0.030,-0.030,-0.020,-0.030
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350,0.350,0.350,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-58246.000,-53908.000,-56239.000,-43960.000,-67990.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,10207.000,10648.000,8323.000,13344.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,-8085.000,-8436.000,-6594.000,-10570.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,-2122.000,-2212.000,-1729.000,-2774.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,-2200.000,-7630.000
IncreaseDecreaseInAccruedLiabilities,-1223.000,4017.000,3050.000,1037.000,11065.000
IncreaseDecreaseInNotesPayableRelatedParties,,,,25000.000,60000.000
IncreaseDecreaseInPrepaidExpense,55.000,-1763.000,424.000,7117.000,-8742.000
InterestExpense,,,,936.000,11066.000
InvestmentIncomeInterest,12.000,1.000,,,
NetCashProvidedByUsedInFinancingActivities,,,,,60000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,60000.000
NetCashProvidedByUsedInInvestingActivities,152410.000,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,152410.000,,,,
NetCashProvidedByUsedInOperatingActivities,-58784.000,-48128.000,-53613.000,-50490.000,-55813.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-58784.000,-48128.000,-53613.000,-50490.000,-55813.000
NetIncomeLoss,-58246.000,-53908.000,-56239.000,-43960.000,-67990.000
OperatingExpenses,58258.000,53909.000,56239.000,43024.000,56924.000
OperatingIncomeLoss,-58258.000,-53909.000,-56239.000,-43024.000,-56924.000
PaymentsToAcquireNotesReceivable,-145000.000,,,,
ProceedsFromPaymentsForInInterestBearingDepositsInBanks,7410.000,,,,
ProceedsFromSaleAndCollectionOfNotesReceivable,,,145000.000,,
SellingGeneralAndAdministrativeExpense,58258.000,53909.000,56239.000,43024.000,56924.000
StockGrantedDuringPeriodValueSharebasedCompensation,,,,1750.000,
StockIssuedDuringPeriodValueOther,,,,1750.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,1808150.000,1808150.000,1896369.000,1983150.000
