,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30
AccruedLiabilitiesCurrent,1400.000,7500.000,4000.000,4000.000,4000.000
AdditionalPaidInCapital,,62930.000,71426.000,71426.000,71426.000
AdditionalPaidInCapitalCommonStock,58932.000,,,,
Assets,1.000,1.000,1.000,1.000,1.000
AssetsCurrent,1.000,1.000,1.000,1.000,1.000
CashAndCashEquivalentsAtCarryingValue,1.000,1.000,1.000,1.000,1.000
CommonStockParOrStatedValuePerShare,0.001,0.000,0.001,0.001,0.001
CommonStockSharesAuthorized,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,675000.000,695000.000,737500.000,737500.000,737500.000
CommonStockSharesOutstanding,,,,737500.000,737500.000
CommonStockValue,68.000,70.000,74.000,74.000,74.000
DeferredTaxAssetsNet,,,,,0.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,29031.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,63278.000,72697.000,75697.000,79147.000,82947.000
DueToRelatedPartiesCurrent,2879.000,2198.000,198.000,3648.000,7448.000
Liabilities,4279.000,9698.000,4198.000,7648.000,11448.000
LiabilitiesAndStockholdersEquity,1.000,1.000,1.000,1.000,1.000
OperatingLossCarryforwards,,,,,82947.000
OperatingLossCarryforwardsValuationAllowance,,,,,29031.000
PreferredStockParOrStatedValuePerShare,,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,,,,0.000,0.000
StockholdersEquity,,-9697.000,-4197.000,-7647.000,-11447.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-4278.000,-9697.000,-4197.000,-7647.000,-11447.000
