,2013-09-28,2013-12-28,2014-03-29,2014-06-28,2014-09-27,2014-12-27,2015-03-28,2015-06-27,2015-09-26,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01
AccountsPayableCurrent,,306700000.000,325300000.000,364300000.000,309000000.000,302700000.000,323200000.000,747500000.000,541200000.000,559900000.000,514100000.000,507900000.000,471700000.000,476300000.000
AccountsReceivableNetCurrent,,769800000.000,793100000.000,935100000.000,869400000.000,924700000.000,881700000.000,1282100000.000,1232200000.000,1184200000.000,1199100000.000,1129200000.000,1176000000.000,1050200000.000
AccruedIncomeTaxesCurrent,,4600000.000,10200000.000,17400000.000,31700000.000,29400000.000,4000000.000,52600000.000,82300000.000,179400000.000,72500000.000,76200000.000,32400000.000,57700000.000
AccruedLiabilitiesCurrent,,140600000.000,152500000.000,179400000.000,179900000.000,230100000.000,230200000.000,246400000.000,308800000.000,307500000.000,295700000.000,258700000.000,263300000.000,281600000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,648200000.000,666600000.000,687900000.000,,,,738600000.000,,,,,789800000.000,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,,,9200000.000,,,,,9500000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-16510386.000,114600000.000,130300000.000,139600000.000,74300000.000,7400000.000,-19000000.000,102400000.000,65200000.000,136700000.000,31300000.000,71500000.000,-81800000.000,-26300000.000
AdvanceRoyaltiesCurrent,,,,,,,,,,,,,2350000000.000,
AllowanceForDoubtfulAccountsReceivable,,,,2700000.000,2600000.000,3300000.000,1800000.000,2400000.000,2100000.000,3400000.000,4000000.000,4400000.000,6300000.000,6000000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,2700000.000,2800000.000,,,,,,,,,,,
Assets,13134086.000,13712800000.000,13742700000.000,13880200000.000,13781000000.000,16460700000.000,16182800000.000,19720600000.000,19703100000.000,19726200000.000,19533600000.000,17467600000.000,13870100000.000,13979400000.000
AssetsCurrent,4728074.000,2286000000.000,2304400000.000,2550900000.000,2634000000.000,5364200000.000,5130000000.000,3182900000.000,2880800000.000,2974500000.000,3032800000.000,2627100000.000,2805300000.000,5113400000.000
AssetsFairValueDisclosure,,,,43100000.000,40800000.000,39600000.000,43300000.000,42400000.000,37800000.000,,,,,
AssetsNoncurrent,,,,11329300000.000,11147000000.000,11096500000.000,11052800000.000,16537700000.000,16822300000.000,16751700000.000,16500800000.000,14840500000.000,11064800000.000,8866000000.000
AvailableForSaleEquitySecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,3800000.000,4900000.000,3400000.000,4900000.000,5700000.000,10600000.000,19200000.000,19800000.000,32900000.000,21700000.000,
AvailableForSaleEquitySecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,200000.000,400000.000,500000.000,200000.000,10100000.000,11200000.000,2500000.000,0.000,0.000,0.000,
AvailableForSaleEquitySecuritiesAmortizedCostBasis,,90300000.000,,17100000.000,17100000.000,,17100000.000,17100000.000,17100000.000,21900000.000,20200000.000,20100000.000,16500000.000,
AvailableForSaleSecurities,,95200000.000,,,,,,,,,,,,
AvailableForSaleSecuritiesAmortizedCost,,,8900000.000,,,,,,,,,,,
AvailableForSaleSecuritiesCurrent,,85500000.000,7700000.000,5900000.000,21600000.000,20000000.000,21800000.000,12700000.000,16500000.000,,,,,
AvailableForSaleSecuritiesEquitySecurities,,,,20700000.000,21600000.000,20000000.000,21800000.000,12700000.000,16500000.000,,,,,
AvailableForSaleSecuritiesNoncurrent,,9700000.000,,,,,,,,,,,,
BuildingsAndImprovementsGross,,,,430300000.000,,,,528300000.000,,,,,520200000.000,
BusinessAcquisitionPercentageOfVotingInterestsAcquired,,,,,,,,1.000,,,,,,
BusinessCombinationContingentConsiderationLiability,,,,17400000.000,12400000.000,12400000.000,12400000.000,,,,,,,
CashAndCashEquivalentsAtCarryingValue,135.000,521100000.000,609400000.000,799500000.000,891500000.000,3596100000.000,3430400000.000,785600000.000,506500000.000,588900000.000,641800000.000,362700000.000,622300000.000,3077800000.000
CashAndCashEquivalentsAtCarryingValueIncludingDiscontinuedOperations,,,,799500000.000,,,,,,,,,,
CommitmentsAndContingencies,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
CommonStockSharesAuthorized,2000000000.000,10000000000.000,10000000000.000,10000000000.000,10000000000.000,10000000000.000,10000000000.000,10000000000.000,10000000000.000,10000000000.000,10000000000.000,10000000000.000,10000000000.000,10000000000.000
CommonStockSharesIssued,2000.000,133700000.000,133800000.000,133800000.000,133900000.000,140800000.000,140800000.000,146300000.000,146400000.000,143200000.000,143200000.000,143400000.000,143400000.000,143400000.000
CommonStockSharesOutstanding,2000.000,133700000.000,133800000.000,,133900000.000,140800000.000,0.000,,146400000.000,143200000.000,143200000.000,143300000.000,,
CommonStockValue,131.000,6662600000.000,6670500000.000,6678200000.000,6685200000.000,7695200000.000,7704700000.000,8621900000.000,8632800000.000,8160800000.000,8144000000.000,8151400000.000,8135000000.000,8118100000.000
DebtInstrumentFairValue,,,,2400000000.000,,,,,890900000.000,,,,,
DebtInstrumentFeeAmount,,,,27400000.000,26200000.000,43900000.000,42400000.000,40500000.000,39000000.000,37100000.000,35400000.000,34600000.000,33100000.000,32000000.000
DebtInstrumentUnamortizedDiscountPremiumNet,,,,,,,,-87500000.000,-80400000.000,-58000000.000,-49500000.000,-43300000.000,-33000000.000,-27100000.000
DebtLongtermAndShorttermCombinedAmount,,3300300000.000,3267200000.000,3234200000.000,3192300000.000,4801700000.000,4726800000.000,5311400000.000,5375000000.000,6521900000.000,6410600000.000,5903000000.000,5797300000.000,5794300000.000
DeferredFinanceCostsNet,,,,,,,,40500000.000,,,,,,
DeferredFinanceCostsNoncurrentNet,8406012.000,,,,,,,,,,,,,
DeferredFinanceCostsOwnshareLendingArrangementIssuanceCostsGross,4707901.000,,,,,,,,,,,,,
DeferredIncomeTaxAssetsNet,,,,,,,,,,,,,,76400000.000
DeferredIncomeTaxLiabilitiesNet,,,,,,,,,,,,,,349400000.000
DeferredTaxAssetsGross,,,,-444200000.000,,,,-1144600000.000,,,,,177800000.000,
DeferredTaxAssetsInProcessResearchAndDevelopment,,,,3700000.000,,,,62800000.000,,,,,61700000.000,
DeferredTaxAssetsInventory,,,,43900000.000,,,,30200000.000,,,,,27400000.000,
DeferredTaxAssetsLiabilitiesNet,,,,-642600000.000,,,,-1663800000.000,,,,,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,23600000.000,28500000.000,29400000.000,27700000.000,39600000.000,27800000.000,78000000.000,100600000.000,129300000.000,72100000.000,
DeferredTaxAssetsNet,,,,86400000.000,,,,161900000.000,,,,,,
DeferredTaxAssetsNetCurrent,,61600000.000,66100000.000,62800000.000,64600000.000,66600000.000,69900000.000,122300000.000,69000000.000,,,,0.000,
DeferredTaxAssetsNetNoncurrent,,21300000.000,23800000.000,,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,300400000.000,,,,502400000.000,,,,,292400000.000,
DeferredTaxAssetsOther,,,,59600000.000,,,,29700000.000,,,,,3000000.000,
DeferredTaxAssetsTaxCreditCarryforwardsForeign,,,,10600000.000,,,,10600000.000,,,,,10600000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,14300000.000,,,,14300000.000,,,,,18100000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,84300000.000,,,,67200000.000,,,,,68500000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,900000.000,,,,900000.000,,,,,1700000.000,
DeferredTaxAssetsValuationAllowance,,,,198400000.000,,,,519200000.000,,,,,495600000.000,
DeferredTaxLiabilities,,,,729000000.000,,,,1825700000.000,,,,,317800000.000,
DeferredTaxLiabilitiesCurrent,,0.000,100000.000,1100000.000,4300000.000,4500000.000,0.000,80600000.000,104500000.000,,,,0.000,
DeferredTaxLiabilitiesNoncurrent,,846200000.000,830400000.000,727900000.000,708700000.000,690000000.000,644600000.000,1745100000.000,1705100000.000,1487000000.000,1473700000.000,1169300000.000,389900000.000,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,982600000.000,,,,1889000000.000,,,,,765200000.000,
DefinedBenefitPlanAccumulatedBenefitObligation,,,,89000000.000,,,,136600000.000,,,,,136300000.000,
DefinedBenefitPlanAssetsForPlanBenefitsCurrentAndNoncurrent,,,,,,,,12800000.000,,,,,,
DefinedBenefitPlanBenefitObligation,,,,89000000.000,,,,140300000.000,,,,,158900000.000,
DefinedBenefitPlanExpectedFutureBenefitPaymentsFiveFiscalYearsThereafter,,,,4500000.000,,,,13400000.000,,,,,17100000.000,
DefinedBenefitPlanExpectedFutureBenefitPaymentsNextTwelveMonths,,,,0.000,,,,800000.000,,,,,1300000.000,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearFive,,,,300000.000,,,,1900000.000,,,,,2000000.000,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearFour,,,,100000.000,,,,1500000.000,,,,,2300000.000,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearThree,,,,100000.000,,,,1200000.000,,,,,2300000.000,
DefinedBenefitPlanExpectedFutureBenefitPaymentsYearTwo,,,,100000.000,,,,1100000.000,,,,,1500000.000,
DefinedBenefitPlanFairValueOfPlanAssets,,,,99600000.000,,,,133300000.000,,,,,138200000.000,
DefinedBenefitPlanFundedStatusOfPlan,,22700000.000,22700000.000,10600000.000,,,,-7000000.000,,,,,-20700000.000,
DueFromRelatedPartiesNoncurrent,,,,0.000,0.000,,,,,,,,,
DueToRelatedPartiesCurrentAndNoncurrent,13324625.000,,,0.000,0.000,,,,,,,,,
EmployeeRelatedLiabilitiesCurrent,,158700000.000,103500000.000,112300000.000,77000000.000,85700000.000,85300000.000,133900000.000,112200000.000,92200000.000,98400000.000,106800000.000,115800000.000,146000000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,23400000.000,,,,35300000.000,,,,,31000000.000,
EquityMethodInvestments,,69000000.000,60600000.000,0.000,0.000,,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetValue,,,,,,,,,,,,,,184500000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,393900000.000,502000000.000,607100000.000,703400000.000,801700000.000,905400000.000,1055000000.000,1195600000.000,1485800000.000,1633700000.000,1797500000.000,1020400000.000,1118000000.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,4645000000.000,,,,5291100000.000,,,,,1929500000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,214600000.000,109000000.000,427000000.000,,,,589100000.000,,,,,339500000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,437200000.000,441000000.000,416000000.000,,,,521600000.000,,,,,237500000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,444200000.000,449000000.000,427000000.000,,,,551800000.000,,,,,266000000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,448000000.000,452000000.000,434000000.000,,,,569300000.000,,,,,299700000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,437800000.000,442000000.000,438000000.000,,,,582700000.000,,,,,324600000.000,
FiniteLivedIntangibleAssetsGross,,7617200000.000,7683400000.000,7394100000.000,7375200000.000,7438900000.000,7433200000.000,9160600000.000,9485800000.000,10004900000.000,10313000000.000,10138400000.000,4417200000.000,4459400000.000
FiniteLivedIntangibleAssetsNet,,7223300000.000,7181400000.000,6787000000.000,6671800000.000,6637200000.000,6527800000.000,8105600000.000,8290200000.000,8519100000.000,8679300000.000,8340900000.000,3396800000.000,3341400000.000
ForeignCurrencyCashFlowHedgeGainLossToBeReclassifiedDuringNext12Months,,,,5100000.000,,1500000.000,5600000.000,1200000.000,1800000.000,,-1000000.000,,-1000000.000,
ForeignCurrencyCashFlowHedgeLiabilityAtFairValue,,,,800000.000,6500000.000,45300000.000,8100000.000,4600000.000,5900000.000,,,,,
ForeignCurrencyContractAssetFairValueDisclosure,,,,3100000.000,1100000.000,2400000.000,4900000.000,12400000.000,4800000.000,,,,,
Goodwill,,3187300000.000,3207400000.000,3474100000.000,3436900000.000,3416600000.000,3403900000.000,4971900000.000,4987100000.000,5281200000.000,5271800000.000,4490600000.000,4049400000.000,4076100000.000
IncomeTaxReceivable,,79200000.000,74400000.000,,,,,,,,,,,
