,2011-09-20,2011-12-13,2012-03-06,2012-05-29,2012-09-18,2012-12-11,2013-03-05,2013-05-28,2013-09-17,2013-12-10,2014-03-04,2014-06-03,2014-09-23,2014-12-16,2015-03-10,2015-06-02
AccountsPayableCurrent,11602693.000,10034889.000,11132894.000,6293007.000,7480669.000,7975393.000,7423701.000,5878810.000,8844000.000,8621000.000,7955000.000,6812000.000,7451000.000,8801000.000,7009000.000,6248000.000
AccountsPayableTradeCurrent,,,,,,,,,4616000.000,5291000.000,4728000.000,4159000.000,4199000.000,4016000.000,3503000.000,3778000.000
AccountsReceivableNetCurrent,1465285.000,1431569.000,2099160.000,1683123.000,1403931.000,1564618.000,1512408.000,1297036.000,1397000.000,1384000.000,1460000.000,1900000.000,1528000.000,1923000.000,1886000.000,2218000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,1764000.000,1720653.000,1498997.000,1769000.000,1808000.000,1742000.000,1470000.000,1881000.000,1833000.000,1733000.000,1465000.000,1917000.000
AccruedBonusesCurrent,,,,,,,,934000.000,,,,1748000.000,,,,
AccruedIncomeTaxesCurrent,53086.000,50400.000,39903.000,128490.000,0.000,0.000,0.000,0.000,,,,,,,,
AccruedLiabilitiesCurrent,9664891.000,10253937.000,9797820.000,7341718.000,7548187.000,7966116.000,7567751.000,8025273.000,7413000.000,7971000.000,7555000.000,9319000.000,8894000.000,9375000.000,9671000.000,11536000.000
AccruedLiabilitiesForUnredeeemedGiftCards,,,,,,,,,585000.000,865000.000,950000.000,717000.000,223000.000,1237000.000,988000.000,805000.000
AccruedSalariesCurrent,,,,,,,,,,,,,4649000.000,4896000.000,4594000.000,4771000.000
AccruedUtilitiesCurrent,,,,,,,,,700000.000,768000.000,578000.000,681000.000,789000.000,787000.000,650000.000,642000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,145765437.000,147215557.000,148405092.000,112825024.000,115595034.000,117449194.000,118629223.000,119950217.000,122106000.000,123528000.000,125563000.000,127069000.000,127511000.000,129176000.000,130306000.000,131286000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-5518232.000,-5361990.000,-5205749.000,-9006202.000,-8659961.000,-8400280.000,-8140599.000,-4323674.000,-4153000.000,-4024000.000,-3896000.000,-174000.000,-164000.000,-157000.000,-150000.000,-103000.000
AdditionalPaidInCapital,65763106.000,65672630.000,65813360.000,65909780.000,69268780.000,69171845.000,69260255.000,69408436.000,69526000.000,69347000.000,69436000.000,69513000.000,69727000.000,69598000.000,69672000.000,69743000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,30000.000,,,30000.000,,,,31000.000,,,,31000.000
Assets,189923616.000,190428679.000,192637850.000,179968781.000,131318271.000,131944446.000,131659221.000,128712285.000,130140000.000,129488000.000,131086000.000,129262000.000,130300000.000,128314000.000,129128000.000,129011000.000
AssetsCurrent,12642658.000,14446349.000,18205959.000,59927580.000,12875348.000,13647826.000,13394170.000,14421403.000,14552000.000,11325000.000,12298000.000,13622000.000,15153000.000,13762000.000,16386000.000,16819000.000
AssetsNoncurrent,14168461.000,14482064.000,15248457.000,,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,3055000.000,,,2844000.000,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,190120.000,137100.000,115236.000,0.000,0.000,,,,,,,,
BuildingsAndImprovementsGross,100390745.000,100534717.000,101496595.000,72218910.000,74019054.000,73496717.000,73895399.000,74172526.000,74616000.000,76962000.000,76302000.000,76713000.000,,,,
CapitalLeaseObligationsCurrent,248954.000,217602.000,185683.000,162683.000,169383.000,171204.000,222212.000,235874.000,239000.000,241000.000,244000.000,,,,,
CapitalLeaseObligationsNoncurrent,1632465.000,1595657.000,1561106.000,1526244.000,1659706.000,1619379.000,2120845.000,2050477.000,1993000.000,1935000.000,1877000.000,1919000.000,,,,1656000.000
CapitalLeasedAssetsGross,2554870.000,2554870.000,2554870.000,2311565.000,2501334.000,2501334.000,2602971.000,2602971.000,2603000.000,2603000.000,2603000.000,2727000.000,,,,
CapitalLeasesBalanceSheetAssetsByMajorClassNet,,,,,1770000.000,,,2206000.000,,,,2070000.000,,,,1793000.000
CapitalLeasesFutureMinimumPaymentsDue,,,,,2582000.000,,,3083000.000,,,,2849000.000,,,,2459000.000
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,276000.000,,,367000.000,,,,390000.000,,,,390000.000
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,212000.000,,,215000.000,,,,214000.000,,,,1179000.000
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,276000.000,,,342000.000,,,,237000.000,,,,214000.000
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,276000.000,,,367000.000,,,,365000.000,,,,237000.000
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,276000.000,,,367000.000,,,,390000.000,,,,365000.000
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,,1266000.000,,,1425000.000,,,,1253000.000,,,,74000.000
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,753000.000,,,797000.000,,,,664000.000,,,,525000.000
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,,1829000.000,,,2286000.000,,,,2185000.000,,,,1934000.000
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,,,731000.000,,,-397000.000,,,,657000.000,,,,934000.000
CashAndCashEquivalentsAtCarryingValue,1459025.000,1744147.000,5182844.000,45962546.000,1173735.000,3747300.000,3010528.000,4255996.000,4001000.000,1144000.000,1796000.000,2038000.000,3386000.000,1138000.000,4621000.000,4959000.000
CommonStockIncludingAdditionalPaidInCapital,73349870.000,73259394.000,73400124.000,73496544.000,76855544.000,76758609.000,76847019.000,76995200.000,77113000.000,,,,,,,
CommonStockNoParValue,,,,,,,,0.000,,,,0.000,,,,
CommonStockParOrStatedValuePerShare,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,,,,1.000,1.000,1.000,1.000,1.000
CommonStockSharesAuthorized,12000000.000,12000000.000,12000000.000,12000000.000,12000000.000,12000000.000,12000000.000,12000000.000,,,,12000000.000,12000000.000,12000000.000,12000000.000,12000000.000
CommonStockSharesIssued,7586764.000,7586764.000,7586764.000,7586764.000,7586764.000,7586764.000,7586764.000,7586764.000,,,,7586764.000,7586764.000,7586764.000,7586764.000,7586764.000
CommonStockValue,7586764.000,7586764.000,7586764.000,7586764.000,7586764.000,7586764.000,7586764.000,7586764.000,7587000.000,7587000.000,7587000.000,7587000.000,7587000.000,7587000.000,7587000.000,7587000.000
CommonStocksIncludingAdditionalPaidInCapital,,,,,,,,,,76934000.000,77023000.000,77100000.000,77314000.000,77185000.000,77259000.000,77330000.000
ConstructionInProgressGross,6433728.000,2495346.000,1449228.000,1414514.000,575843.000,1463836.000,106660.000,416811.000,2452000.000,271000.000,234000.000,162000.000,,,,
DeferredCompensationArrangementWithIndividualCommonStockReservedForFutureIssuance,,,,,,,,,,,,,,,,28072.000
DeferredCompensationLiabilityClassifiedNoncurrent,,,,,,,,,,,,4997000.000,3788000.000,3786000.000,3879000.000,4040000.000
DeferredIncomeTaxLiabilities,,,,,,,,6393000.000,,,,6148000.000,,,,6401000.000
