,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilities,14044.000,14617.000,5583.000,,,,,,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,,,2382.000,1591.000,10775.000,8739.000,331857.000,236788.000,394419.000,593067.000,775789.000,1757393.000,1896557.000,1817314.000,1720633.000,1597598.000,1872981.000,2470913.000
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,45000.000,4895.000
AccountsReceivableBilledForLongTermContractsOrPrograms,,,,,,,,-182126.000,-780500.000,-740500.000,-1355236.000,-2129838.000,-4053398.000,-4524817.000,-3496732.000,-4088125.000,-4584731.000,-6344596.000,-7461880.000
AccountsReceivableNet,,,,,,,,,,,,,,,353648.000,353648.000,353648.000,,
AccountsReceivableNetCurrent,,,,,,,,78433.000,164433.000,,,85042.000,463450.000,151168.000,367215.000,187202.000,14704.000,354159.000,445719.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,16012.000,23045.000,30399.000,,,,6029.000,7043.000,8057.000,9071.000,10085.000,
AdditionalPaidInCapital,60270.000,60270.000,60270.000,60270.000,60270.000,60270.000,60270.000,6711008.000,7251003.000,7301003.000,7321886.000,7394202.000,7500722.000,7773184.000,9362353.000,10160838.000,10504962.000,10404451.000,10437001.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,0.000,0.000,0.000,,,,0.000,0.000,0.000,,0.000,0.000
Assets,2311.000,58.000,683.000,17.000,52.000,85.000,0.000,2200368.000,1460863.000,780196.000,1043206.000,623727.000,1281167.000,399306.000,697284.000,477440.000,581739.000,705896.000,1011180.000
AssetsCurrent,2311.000,58.000,683.000,17.000,52.000,85.000,0.000,2083009.000,1332990.000,657587.000,927823.000,515569.000,1180234.000,382967.000,681959.000,463129.000,568442.000,693613.000,999911.000
BankOverdrafts,,,,,,,,,,,,,,,1767.000,3518.000,,,677.000
BillingsInExcessOfCostCurrent,,,,,,,,,,20500.000,393689.000,40709.000,23922.000,,13149.000,82322.000,58375.000,374916.000,662648.000
Cash,2311.000,58.000,683.000,17.000,52.000,85.000,0.000,1699917.000,1016317.000,523492.000,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,,,,,,,1699917.000,1016317.000,523492.000,475295.000,261298.000,370394.000,61400.000,,,108388.000,15388.000,
CashEquivalentsAtCarryingValue,,,,,,,,,,,,,,,-1767.000,-3518.000,,,
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,,,,,,,1.100,1.100,1.100,,
ClassOfWarrantOrRightOutstanding,,,,,,,,,,,,,,,57645.000,17045.000,,,
CommonStockParOrStatedValuePerShare,660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,,,,,,,,,,,,,,4500.000,4500.000,4500.000,,
CommonStockSharesAuthorized,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000
CommonStockSharesIssued,66033000.000,66033000.000,66033000.000,,,,,12955275.000,13495275.000,13545275.000,13555275.000,13570275.000,13660275.000,13915331.000,15506940.000,16281571.000,16886653.000,17074470.000,17141583.000
CommonStockSharesOutstanding,66033000.000,66033000.000,66033000.000,66033000.000,66033000.000,66033000.000,66033000.000,12955275.000,13495275.000,13545275.000,13555275.000,13570275.000,13660275.000,13915331.000,15506940.000,16281571.000,16886653.000,17074470.000,17141583.000
CommonStockSharesSubscriptions,,,,,,,,-4500.000,-4500.000,-4500.000,-4500.000,-4500.000,-4500.000,-4500.000,,,,-4500.000,4500.000
CommonStockValue,,,660.000,,,,,,,,136.000,136.000,137.000,138.000,155.000,163.000,168.000,171.000,171.000
CommonStockValueOutstanding,,,,660.000,660.000,660.000,660.000,130.000,135.000,135.000,,,,,,,,,
