,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
AccruedLiabilitiesFairValueDisclosure,,,,1654000.000,1556000.000,1492000.000,1311000.000,1166000.000,1071000.000,759000.000,579000.000,572000.000,560000.000,581000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,3765000.000,,,,4012000.000,,,,4242000.000,,,,4371000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,-101000.000,,,,-7000.000,,,,-54000.000,,,,-68000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,370000.000,,,,508000.000,,,,513000.000,,,,416000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-608000.000,-471000.000,-411000.000,-319000.000,-322000.000,-515000.000,-425000.000,-574000.000,-518000.000,-567000.000,-501000.000,-475000.000,-389000.000,-484000.000
AdvancesFromFederalHomeLoanBanks,,0.000,,,,0.000,,,,,,,,
Assets,210371000.000,200852000.000,200811000.000,204130000.000,198092000.000,201823000.000,195224000.000,193670000.000,192290000.000,183795000.000,179620000.000,180999000.000,180920000.000,179497000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,37688000.000,36906000.000,31174000.000,27102000.000,20683000.000,16977000.000,14095000.000,8465000.000,8157000.000,8841000.000,8341000.000
AvailableForSaleSecurities,37296000.000,34630000.000,34101000.000,37766000.000,36979000.000,31164000.000,27227000.000,20584000.000,16962000.000,14013000.000,8484000.000,8215000.000,9029000.000,8237000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,70000.000,200000.000,
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,12000.000,12000.000,
AvailableForSaleSecuritiesAmortizedCost,37296000.000,34783000.000,34162000.000,37688000.000,36906000.000,31174000.000,27102000.000,20683000.000,16977000.000,14095000.000,8465000.000,8157000.000,8841000.000,8341000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,,,,,,12000.000,12000.000,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,,,,,,,,,,,,12000.000,12000.000,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,22257000.000,22777000.000,20560000.000,18289000.000,19964000.000,14314000.000,4810000.000,11902000.000,8308000.000,9484000.000,2322000.000,1268000.000,1190000.000,7219000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,,,,,,,,,,,,0.000,0.000,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,22257000.000,22777000.000,20560000.000,5851000.000,9744000.000,5651000.000,539000.000,7770000.000,6220000.000,8096000.000,995000.000,0.000,315000.000,6391000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,0.000,0.000,0.000,12438000.000,10220000.000,8663000.000,4271000.000,4132000.000,2088000.000,1388000.000,1327000.000,1268000.000,875000.000,828000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,6814000.000,7415000.000,3350000.000,4296000.000,4236000.000,3302000.000,3831000.000,3219000.000,2546000.000,1245000.000,1243000.000,1241000.000,1239000.000,653000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,6676000.000,7347000.000,3373000.000,4339000.000,4296000.000,3330000.000,3857000.000,3195000.000,2540000.000,1256000.000,1267000.000,1276000.000,1275000.000,644000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,12549000.000,13922000.000,17924000.000,21057000.000,21039000.000,17035000.000,13025000.000,10558000.000,7926000.000,6868000.000,2542000.000,2537000.000,2532000.000,3111000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,12731000.000,14077000.000,17999000.000,21167000.000,21131000.000,16999000.000,13059000.000,10544000.000,7929000.000,6832000.000,2550000.000,2552000.000,2543000.000,3089000.000
