,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,5676362.000,5822878.000,7109583.000,14226766.000,17415851.000,17531682.000,17292178.000,19319461.000,2879569.000,3431236.000,3280868.000,3577891.000,5649368.000,6379146.000,6771917.000
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,,4911877.000,4177805.000,5089664.000,5676362.000,5822878.000,7109583.000,1738241.000,1552575.000,1551574.000,1555724.000,2805560.000,989771.000,1114903.000,1276933.000,1415585.000,926304.000,1124228.000,1275277.000
AccountsPayableCurrent,9767193.000,12660100.000,9631362.000,8622034.000,9507049.000,8574981.000,9155631.000,6346296.000,7409609.000,6683860.000,6778423.000,6626668.000,8345420.000,7384756.000,614534.000,161434.000,299698.000,224389.000,44030.000,392640.000,362438.000
AccountsPayableOtherCurrent,,,,,,,,,100000.000,322295.000,319403.000,328086.000,328504.000,326688.000,0.000,0.000,0.000,0.000,,,
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,2306184.000,2290186.000,2198923.000,2294927.000,2368285.000,0.000,0.000,0.000,0.000,,,
AccountsReceivableNet,,,,2298909.000,2471249.000,,9670657.000,7364488.000,,,,,,,,,,,,,
AccountsReceivableNetCurrent,35435963.000,,40103024.000,34674589.000,37744097.000,32250817.000,24331350.000,24028734.000,18633221.000,12167565.000,2054887.000,15099549.000,15946417.000,16052184.000,782472.000,516971.000,755097.000,673186.000,786991.000,970306.000,542589.000
AccountsReceivableNetNoncurrent,,47055517.000,,,,,,,,,,,,,,,,,,,
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,162329.000,13408.000,25184.000,53114.000,36444.000,16965.000,21400.000,23479.000,36213.000,891.000,14744.000,7799.000,1606.000,1683.000,1293.000,1367.000
AccrualForTaxesOtherThanIncomeTaxesCurrentAndNoncurrent,,,,9315.000,6872.000,,,,,,,,,,,,,,,,
AccruedIncomeTaxes,,,,,,505643.000,0.000,0.000,0.000,516.000,0.000,,,,,,,,,,
AccruedIncomeTaxesCurrent,26357.000,1178712.000,23644.000,9315.000,29656.000,769167.000,16873.000,91305.000,120800.000,197078.000,16965.000,0.000,0.000,0.000,35927.000,33999.000,29009.000,26934.000,26934.000,19796.000,16780.000
AccruedLiabilitiesCurrent,,,,547158.000,848237.000,691697.000,863074.000,940496.000,895201.000,1382051.000,1720138.000,1666270.000,1412398.000,2051945.000,1515711.000,1668778.000,1735591.000,1827236.000,2091536.000,2944666.000,3110159.000
AccruedRentCurrent,,,,,,,,,,,600000.000,910000.000,1060000.000,1230000.000,,,,,1920000.000,2780000.000,2760000.000
AccruedSalariesCurrent,,,,,,,,,,,510000.000,410000.000,130000.000,360000.000,104690.000,104690.000,75796.000,69123.000,170000.000,160000.000,350000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,3423554.000,3745121.000,4101545.000,4437030.000,4808989.000,5159316.000,5459525.000,5719754.000,5946576.000,5570638.000,5661537.000,1036561.000,1082825.000,1079588.000,1095714.000,1109518.000,1086598.000,1084057.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,9969280.000,11119887.000,11389924.000,10495262.000,10178008.000,11273497.000,11462014.000,12823644.000,13309564.000,8991269.000,8428963.000,8385003.000,8348727.000,8549568.000,12756037.000,12829076.000,12522767.000,12495370.000,15179334.000,15099035.000,15071470.000
AdditionalPaidInCapitalCommonStock,102523424.000,102985737.000,103004904.000,103023657.000,103023657.000,103607559.000,103607559.000,103607559.000,103817158.000,81901266.000,81901266.000,81733320.000,87265460.000,87500456.000,103924009.000,103924009.000,103924009.000,98435254.000,85924857.000,85924857.000,85924857.000
AdvancesOnInventoryPurchases,21791588.000,17603984.000,14013756.000,7736041.000,8815029.000,3279007.000,2850471.000,4941818.000,6549923.000,6584833.000,3718489.000,5018613.000,7127768.000,2417949.000,19702.000,47395.000,38297.000,6070.000,4907.000,3814.000,0.000
AllowanceForDoubtfulAccountsPremiumsAndOtherReceivables,,,,351720.000,353344.000,1276145.000,4984033.000,7200202.000,7231074.000,9908180.000,11004938.000,11396825.000,12908223.000,11671189.000,67032.000,187909.000,180546.000,43603.000,43821.000,42698.000,730443.000
AllowanceForDoubtfulAccountsReceivable,,,,16410000.000,16910000.000,28200000.000,29340000.000,35200000.000,44700000.000,48250000.000,55330000.000,41290000.000,39370000.000,39260000.000,2420000.000,2420000.000,2330000.000,1410000.000,1050000.000,1010000.000,1300000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,,,,,,,,1430000.000,1570000.000,1460000.000,,,,
