,2014-12-28
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,14564000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,280000.000
AllocatedShareBasedCompensationExpense,14548000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,540852.000
CapitalExpendituresIncurredButNotYetPaid,288000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-47797000.000
ComprehensiveIncomeNetOfTax,14947000.000
CostOfGoodsSold,875633000.000
CurrentFederalTaxExpenseBenefit,546000.000
CurrentForeignTaxExpenseBenefit,0.000
CurrentIncomeTaxExpenseBenefit,546000.000
CurrentStateAndLocalTaxExpenseBenefit,0.000
DecreaseInRestrictedCash,0.000
DeferredFederalIncomeTaxExpenseBenefit,537000.000
DeferredForeignIncomeTaxExpenseBenefit,0.000
DeferredIncomeTaxExpenseBenefit,563000.000
DeferredIncomeTaxesAndTaxCredits,843000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,26000.000
DefinedContributionPlanCostRecognized,600000.000
DepreciationDepletionAndAmortization,13449000.000
DepreciationNonproduction,13100000.000
EarningsPerShareBasic,0.120
EarningsPerShareDiluted,0.110
EffectOfExchangeRateOnCashAndCashEquivalents,-59000.000
EffectiveIncomeTaxRateContinuingOperations,0.070
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,-0.251
EffectiveIncomeTaxRateReconciliationNondeductibleExpense,0.003
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost,0.020
EffectiveIncomeTaxRateReconciliationOtherAdjustments,0.002
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.000
EffectiveIncomeTaxRateReconciliationTaxCreditsResearch,0.054
EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount,16000.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,280000.000
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,280000.000
GainLossOnDispositionOfAssets1,-338000.000
GrossProfit,324446000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,16001000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,16001000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,0.000
IncomeTaxExpenseBenefit,1109000.000
IncreaseDecreaseInAccountsPayable,54235000.000
IncreaseDecreaseInAccountsReceivable,3174000.000
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,22901000.000
IncreaseDecreaseInDeferredRevenue,21012000.000
IncreaseDecreaseInInventories,4418000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,4332000.000
IncreaseInRestrictedCash,0.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,7615037.000
InterestIncomeExpenseNet,317000.000
LeaseAndRentalExpense,8300000.000
MarketingExpense,100730000.000
NetCashProvidedByUsedInFinancingActivities,3453000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,3453000.000
NetCashProvidedByUsedInInvestingActivities,-181205000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-181205000.000
NetCashProvidedByUsedInOperatingActivities,130014000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,130014000.000
NetIncomeLoss,14892000.000
NetIncomeLossAvailableToCommonStockholdersBasic,14892000.000
OperatingExpenses,308716000.000
OperatingIncomeLoss,15730000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,1000.000
OtherComprehensiveIncomeLossNetOfTax,55000.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,55000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,54000.000
OtherNonoperatingIncomeExpense,-46000.000
PaymentsForRepurchaseOfPreferredStockAndPreferenceStock,0.000
PaymentsOfDebtIssuanceCosts,408000.000
PaymentsOfStockIssuanceCosts,385000.000
PaymentsToAcquireProductiveAssets,67757000.000
PaymentsToAcquireShortTermInvestments,191448000.000
PreferredStockAccretionOfRedemptionDiscount,0.000
PreferredStockDividendsIncomeStatementImpact,0.000
ProceedsFromIssuanceInitialPublicOffering,0.000
ProceedsFromIssuanceOfCommonStock,0.000
ProceedsFromIssuanceOfRedeemableConvertiblePreferredStock,0.000
ProceedsFromSaleMaturityAndCollectionsOfInvestments,78000000.000
ProceedsFromStockOptionsExercised,3966000.000
SalesRevenueGoodsNet,1200079000.000
SellingGeneralAndAdministrativeExpense,207986000.000
ShareBasedCompensation,14548000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriod,479154.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,681840.000
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,1.920
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExpirationsInPeriodWeightedAverageExercisePrice,14.880
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,40.870
StockIssuedDuringPeriodSharesStockOptionsExercised,2062226.000
StockIssuedDuringPeriodValueStockOptionsExercised,3969000.000
UndistributedEarningsLossAllocatedToParticipatingSecuritiesBasic,0.000
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions,369000.000
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions,40000.000
ValuationAllowanceDeferredTaxAssetChangeInAmount,-3900000.000
WeightedAverageNumberOfDilutedSharesOutstanding,132317357.000
WeightedAverageNumberOfSharesOutstandingBasic,124679716.000
