,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,22194000.000,18214000.000,17151000.000,17935000.000,22443000.000,21350000.000,19013000.000,16910000.000,18600000.000,20562000.000,19987000.000,21402000.000,20363000.000,18155000.000,18653000.000,18315000.000,18241000.000,15853000.000,17050000.000,15368000.000,17442000.000,18379000.000,18225000.000,19432000.000
AccountsReceivableNetCurrent,46011000.000,38725000.000,41165000.000,40160000.000,38512000.000,35716000.000,30754000.000,28718000.000,25700000.000,26494000.000,24613000.000,25404000.000,21580000.000,17679000.000,15257000.000,15510000.000,21922000.000,20534000.000,22511000.000,23527000.000,24617000.000,25287000.000,22162000.000,26833000.000
AccruedRoyaltiesCurrent,,,,,25122000.000,22562000.000,19435000.000,18165000.000,17697000.000,16648000.000,16467000.000,5066000.000,5033000.000,4537000.000,4868000.000,4341000.000,4038000.000,3672000.000,3094000.000,2592000.000,2401000.000,2515000.000,2629000.000,2967000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,131193000.000,132321000.000,92825000.000,95672000.000,94975000.000,93287000.000,91492000.000,92020000.000,92342000.000,73105000.000,67031000.000,68452000.000,70212000.000,68392000.000,61442000.000,60610000.000,61886000.000,62353000.000,61024000.000,56983000.000,56887000.000,54339000.000,44294000.000,43181000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,-54438000.000,-53932000.000,-53225000.000,-54463000.000,-54851000.000,-53616000.000,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-30018000.000,-21952000.000,-24884000.000,-16774000.000,-30687000.000,-24774000.000,-26540000.000,-25141000.000,-27151000.000,-26959000.000,-47695000.000,-51295000.000,-51117000.000,-53778000.000,-55252000.000,-57931000.000,-57534000.000,-59274000.000,-59480000.000,-58629000.000,-59258000.000,-58758000.000,-61645000.000,-61047000.000
AdditionalPaidInCapital,705344000.000,571622000.000,575515000.000,578506000.000,579917000.000,584210000.000,603770000.000,605402000.000,607140000.000,608595000.000,610167000.000,611723000.000,613617000.000,616260000.000,617756000.000,621007000.000,623701000.000,625576000.000,627316000.000,629716000.000,630848000.000,631824000.000,633928000.000,635963000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,2113000.000,,,,,,,,,,,,,,,,,,,,,
Assets,546619000.000,395606000.000,377790000.000,369898000.000,445561000.000,433204000.000,433897000.000,416732000.000,394220000.000,376243000.000,342781000.000,321584000.000,299939000.000,273534000.000,250299000.000,221619000.000,197387000.000,175664000.000,161343000.000,147698000.000,139937000.000,141031000.000,130437000.000,123945000.000
AssetsCurrent,409137000.000,253855000.000,249563000.000,233495000.000,341092000.000,331275000.000,322864000.000,306628000.000,276228000.000,262616000.000,261799000.000,247300000.000,227826000.000,205401000.000,187297000.000,159141000.000,142980000.000,139694000.000,129240000.000,116370000.000,109011000.000,112054000.000,104884000.000,98493000.000
