,2011-02-28,2011-05-31,2011-08-31,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-07-29,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,114078000.000,123678000.000,139060000.000,155768000.000,154202000.000,141593000.000,,190868000.000,179468000.000,185910000.000,211552000.000,229272000.000,237733000.000,176965000.000,212828000.000,229059000.000,284802000.000,251401000.000,273568000.000,270763000.000,376957000.000,303668000.000
AccountsPayableCurrent,16285000.000,16357000.000,16142000.000,22405000.000,6881000.000,,,,27096000.000,,,,18326000.000,,,,31017000.000,,,,63268000.000,,,,76197000.000,
AccountsPayableTradeCurrent,22541000.000,,,,23765000.000,,,,38595000.000,,,,40998000.000,,,,40400000.000,,,,45785000.000,,,,43781000.000,
AccountsReceivableNetCurrent,184741000.000,154939000.000,175703000.000,206449000.000,255180000.000,195831000.000,215433000.000,254787000.000,302942000.000,227747000.000,,309753000.000,360594000.000,265663000.000,283952000.000,354870000.000,468021000.000,284582000.000,302098000.000,396545000.000,509715000.000,326334000.000,359893000.000,427436000.000,634821000.000,429908000.000
AccruedEmployeeBenefitsCurrent,59400000.000,,,,72380000.000,,,,72912000.000,,,,100474000.000,,,,126378000.000,,,,137738000.000,,,,,
AccruedIncomeTaxesNoncurrent,,,,,,,,,32530000.000,,,,45645000.000,,,,57083000.000,,,,73403000.000,,,,76718000.000,
AccruedLiabilitiesCurrent,90229000.000,85052000.000,88736000.000,101107000.000,114078000.000,,,,154202000.000,,,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,139753000.000,148512000.000,153973000.000,159288000.000,163892000.000,164166000.000,172924000.000,180142000.000,189985000.000,197112000.000,,218565000.000,209295000.000,220916000.000,221922000.000,223157000.000,190114000.000,179878000.000,190580000.000,196270000.000,194819000.000,208451000.000,221364000.000,228542000.000,231533000.000,247389000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,,,,,,,326000.000,364000.000,367000.000,550000.000,808000.000,365000.000,11000.000,-1457000.000,-1276000.000,-673000.000,112000.000,609000.000,-1157000.000,-568000.000,-626000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,,,,,,,,,,,,,,,,-67859000.000,-70331000.000,-87961000.000,-87784000.000,-65114000.000
