,2011-06-30,2011-09-30,2011-12-31,2012-06-30,2012-09-30
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,1710000.000,638000.000,716000.000,2205000.000,3163000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,-70000.000,-98000.000,-2924000.000,-4088000.000
AdditionalPaidInCapital,-1586000.000,19339000.000,86643000.000,797557000.000,1537766000.000
Assets,26000.000,19488000.000,89997000.000,924643000.000,1653387000.000
AvailableForSaleSecurities,,,,,8089000.000
Cash,,6336000.000,,,
CashAndCashEquivalentsAtCarryingValue,,,16183000.000,391741000.000,691674000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.000,0.010,0.010
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,,,,4320000.000
CommonStockSharesAuthorized,300000000.000,300000000.000,0.000,300000000.000,300000000.000
CommonStockSharesIssued,26000.000,2649738.000,0.000,91660811.000,175350883.000
CommonStockSharesOutstanding,26000.000,2649738.000,0.000,91660811.000,175350883.000
CommonStockValue,,26000.000,104000.000,917000.000,1753000.000
CommonStockValueOutstanding,,,,916300000.000,1800000000.000
DeferredCostsCurrentAndNoncurrent,,,639000.000,7115000.000,11644000.000
DeferredFinanceCostsNet,,150000.000,,,
DeferredRentCredit,,79000.000,,,
DeferredRevenueLeasesGross,,,163000.000,1006000.000,1998000.000
DerivativeLiabilities,,70000.000,98000.000,2924000.000,4122000.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,98000.000,,,,
DividendsPayableCurrentAndNoncurrent,,18000.000,504000.000,4520000.000,9251000.000
FiniteLivedIntangibleAssetAcquiredInPlaceLeases,,1416000.000,10733000.000,62657000.000,115268000.000
Liabilities,,805000.000,6541000.000,155115000.000,175264000.000
LiabilitiesAndStockholdersEquity,26000.000,19488000.000,89997000.000,924643000.000,1653387000.000
MinorityInterest,,,,,3000000.000
OperatingLeasesFutureMinimumPaymentsReceivable,,,,523897000.000,952107000.000
OperatingLeasesFutureMinimumPaymentsReceivableInFiveYears,,,,40668000.000,74039000.000
OperatingLeasesFutureMinimumPaymentsReceivableInFourYears,,,,40476000.000,73626000.000
OperatingLeasesFutureMinimumPaymentsReceivableInThreeYears,,,,40293000.000,73169000.000
OperatingLeasesFutureMinimumPaymentsReceivableInTwoYears,,,,40217000.000,72837000.000
OperatingLeasesFutureMinimumPaymentsReceivableThereafter,,,,342162000.000,640261000.000
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.000,0.010,0.010
PreferredStockSharesAuthorized,50000000.000,50000000.000,0.000,50000000.000,50000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,,0.000,0.000,0.000
PrepaidExpenseAndOtherAssets,26000.000,919000.000,1221000.000,14372000.000,7822000.000
RealEstateAndAccumulatedDepreciationInitialCostOfBuildingsAndImprovements,,9673000.000,54585000.000,370961000.000,686724000.000
RealEstateAndAccumulatedDepreciationInitialCostOfLand,,994000.000,7135000.000,84061000.000,143346000.000
RealEstateInvestmentPropertyAccumulatedDepreciation,,,499000.000,7811000.000,16712000.000
RealEstateInvestmentPropertyAtCost,,12083000.000,72453000.000,517679000.000,945338000.000
RealEstateInvestmentPropertyNet,,,71954000.000,509868000.000,928626000.000
RestrictedCashAndCashEquivalents,,,,1547000.000,1212000.000
RetainedEarningsAccumulatedDeficit,,-612000.000,-3193000.000,-26022000.000,-60308000.000
SecuredDebt,,,5060000.000,144460000.000,156730000.000
StockholdersEquity,-1684000.000,18683000.000,83456000.000,769528000.000,1475123000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,18683000.000,83456000.000,769528000.000,1478123000.000
