,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccountsAndOtherReceivablesNetCurrent,,,16105.000,13311.000,9005.000,5612.000,6052.000,10212.000,4674.000,8310.000
AccountsPayableAndAccruedLiabilitiesCurrent,114415.000,45039.000,26015.000,28808.000,20296.000,14860.000,15899.000,16276.000,17682.000,14015.000
AdditionalPaidInCapital,2621697.000,2641697.000,2641697.000,2641697.000,2641697.000,2641697.000,2641697.000,2641697.000,2874197.000,2874197.000
Assets,,,67285.000,,,,,,,
AssetsCurrent,101837.000,87372.000,,61680.000,55491.000,43237.000,46966.000,56104.000,199514.000,46872.000
CashAndCashEquivalentsAtCarryingValue,71941.000,61148.000,45120.000,42309.000,40426.000,31565.000,34854.000,4932.000,151926.000,3662.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,600000000.000,600000000.000,600000000.000,600000000.000,600000000.000,600000000.000,600000000.000,600000000.000,600000000.000,600000000.000
CommonStockSharesIssued,3837136.000,3837136.000,3837688.000,,3837688.000,3837688.000,3837688.000,3837688.000,3837688.000,3837688.000
CommonStockSharesOutstanding,3837136.000,3837136.000,3837688.000,3837136.000,3837688.000,3837688.000,3837688.000,3837688.000,3837688.000,3837688.000
CommonStockValue,384.000,384.000,384.000,384.000,384.000,384.000,384.000,384.000,384.000,384.000
DeferredRevenueCurrent,,,,,,,,,,80000.000
DeferredTaxAssetsLiabilitiesNet,,,,,,,0.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,590000.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,590000.000,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,2637819.000,,,,,,,,,
DueToRelatedPartiesCurrent,3160.000,,,,,0.000,,0.000,,
GuarantyLiabilities,,,,,,,,27130.000,28457.000,27474.000
LiabilitiesAndStockholdersEquity,101837.000,87372.000,67285.000,61680.000,55491.000,43237.000,46966.000,56104.000,199514.000,46872.000
LiabilitiesCurrent,117575.000,45039.000,26015.000,28808.000,20296.000,14860.000,15899.000,47004.000,46139.000,121489.000
OperatingLossCarryforwards,,,,,,,1727000.000,,,
OtherAccruedLiabilitiesCurrent,,,,,,,,30728.000,28457.000,27474.000
OtherAssetsCurrent,5307.000,5162.000,,,,,,,,
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,,,6060.000,6060.000,6060.000,6060.000,6060.000,6060.000,8014.000,
RealEstateInvestmentPropertyNet,,,,,,,,34900.000,34900.000,34900.000
RetainedEarningsAccumulatedDeficit,,-2599748.000,-2600811.000,-2609209.000,-2606886.000,-2613704.000,-2611014.000,-2632981.000,-2721206.000,-2949198.000
StockholdersEquity,-15738.000,42333.000,41270.000,32872.000,35195.000,28377.000,31067.000,9100.000,153375.000,-74617.000
