,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableCurrent,407065000.000,372866000.000,395287000.000,414070000.000,399949000.000,371664000.000,264897000.000,306235000.000,311882000.000,309898000.000,262425000.000,318643000.000,334974000.000,306693000.000,257011000.000,266944000.000,286619000.000,305403000.000,297665000.000,314493000.000,296735000.000,292224000.000,258129000.000,280103000.000,273623000.000
AccountsReceivableNetCurrent,372678000.000,362322000.000,327992000.000,358135000.000,372422000.000,345525000.000,266138000.000,329014000.000,332387000.000,331898000.000,255674000.000,320831000.000,332337000.000,329284000.000,230377000.000,288491000.000,274501000.000,293367000.000,250933000.000,288641000.000,256684000.000,242338000.000,178251000.000,250092000.000,253139000.000
AccruedLiabilitiesCurrent,131828000.000,124464000.000,126416000.000,136139000.000,126708000.000,132313000.000,134664000.000,135258000.000,116548000.000,120962000.000,129167000.000,157085000.000,134417000.000,129137000.000,105772000.000,121599000.000,98831000.000,111221000.000,107911000.000,127507000.000,103009000.000,110918000.000,114079000.000,121801000.000,125648000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,592254000.000,,,,677222000.000,,,,652406000.000,,,,665873000.000,,,,658844000.000,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,23000.000,33000.000,-48000.000,-184000.000,140000.000,60000.000,117000.000,0.000,0.000,0.000,0.000,,,,,,,,,-4074000.000,-4613000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,-98159000.000,-97330000.000,30350000.000,-30350000.000,-30350000.000,-30350000.000,12833000.000,-12833000.000,-12833000.000,-12833000.000,39690000.000,-39690000.000,-39690000.000,-39690000.000,40002000.000,-40002000.000,-40002000.000,-40002000.000,,-38972000.000,-38972000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,9185000.000,14149000.000,17914000.000,10222000.000,10058000.000,21813000.000,24963000.000,23993000.000,23649000.000,-637000.000,-7224000.000,-17453000.000,-16364000.000,-27876000.000,-40490000.000,-32107000.000,-33853000.000,-33924000.000,-44411000.000,-38581000.000,-31174000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-8050000.000,-38156000.000,-82002000.000,-71299000.000,-88951000.000,-83148000.000,-12484000.000,-20312000.000,-20152000.000,-8477000.000,12247000.000,11160000.000,10816000.000,-13470000.000,-46914000.000,-57143000.000,-56054000.000,-67566000.000,-80492000.000,-72109000.000,-73855000.000,-73926000.000,-83383000.000,-81627000.000,-74759000.000
AdditionalPaidInCapital,303760000.000,307553000.000,,,,,,,,,,,,,,,,,,,,339477000.000,340623000.000,342060000.000,342773000.000
AdditionalPaidInCapitalCommonStock,,,311427000.000,315771000.000,318776000.000,319904000.000,321032000.000,322217000.000,324951000.000,326759000.000,327998000.000,329860000.000,332580000.000,334172000.000,335338000.000,336212000.000,336781000.000,337312000.000,337864000.000,338393000.000,338923000.000,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,3935000.000,4606000.000,3612000.000,3763000.000,4385000.000,4265000.000,4105000.000,2869000.000,2158000.000,2294000.000,2071000.000,1913000.000,1967000.000,1763000.000,1181000.000,1661000.000,1404000.000,1323000.000,1287000.000,973000.000,887000.000,797000.000,961000.000,1150000.000,1298000.000
AssetRetirementObligation,,,,,,,13793000.000,,,,16177000.000,,,,17136000.000,,,,16800000.000,,,,17384000.000,,
Assets,1473929000.000,1385079000.000,1397378000.000,1479794000.000,1454696000.000,1460510000.000,1238122000.000,1265591000.000,1299226000.000,1239118000.000,1182993000.000,1315711000.000,1320198000.000,1244217000.000,1182916000.000,1167014000.000,1185143000.000,1202961000.000,1215497000.000,1223552000.000,1223038000.000,1246734000.000,1162523000.000,1245708000.000,1246541000.000
AssetsCurrent,683051000.000,641521000.000,621258000.000,683840000.000,672810000.000,657513000.000,568213000.000,614106000.000,669493000.000,605107000.000,525377000.000,661316000.000,655999000.000,609292000.000,638894000.000,672705000.000,684414000.000,684235000.000,535693000.000,518010000.000,574502000.000,605527000.000,518024000.000,587501000.000,561651000.000
