,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndNotesReceivableNet,,,,,,,,69390.000,,,,,,,,,,,,
AccountsPayableCurrent,1034237.000,,,,1026095.000,,738.538,624781.000,731662.000,1054279.000,863476.000,835810.000,842954.000,926733.000,755879.000,330007.000,451310.000,1132435.000,645225.000,573668.000
AccountsReceivableNet,26178.000,,,,,,,,168271.000,223472.000,256619.000,405744.000,,,,,,,,
AccountsReceivableNetCurrent,,,,,19600.000,,83117.000,,,,,,451484.000,390188.000,980972.000,151462.000,237602.000,1412904.000,943073.000,524167.000
AccruedLiabilities,,,,,,,,70626.000,,,,,,,,,,,,
AccruedLiabilitiesCurrent,444979.000,,,,252495.000,,52.470,,,,158853.000,41018.000,102480.000,43557.000,124966.000,61009.000,42685.000,107021.000,119582.000,56530.000
AccruedLiabilitiesForCommissionsExpenseAndTaxes,,,,,,,,,117942.000,133498.000,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,,,,,,,455772.000,470410.000,485106.000,501079.000,517209.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-17540517.000,,,,-16495550.000,,-18530706.000,,,,,,,,,,,,,
AdditionalPaidInCapital,14694710.000,,,,14694710.000,,16452001.000,16551920.000,16551920.000,16820786.000,17356271.000,17441129.000,17441129.000,17641260.000,17791640.000,18061640.000,18061640.000,18100382.000,18221122.000,18221122.000
AdvancePaymentsByBorrowersForTaxesAndInsurance,,,,,,,,,,,230138.000,150016.000,,256749.000,0.000,,,,,
Assets,3953898.000,,,,3619877.000,,3464063.000,3435159.000,3341237.000,3516527.000,3984964.000,4522919.000,4604171.000,4546770.000,4707834.000,4289637.000,4305980.000,5875855.000,10684956.000,10576845.000
