,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsNotesAndLoansReceivableNetCurrent,,,,12485000000.000,11117000000.000,13015000000.000,10395000000.000,12559000000.000,11119000000.000,11067000000.000,8535000000.000,11734000000.000,11480000000.000,10892000000.000,9078000000.000,11569000000.000,10604000000.000,10486000000.000,8337000000.000,8988000000.000,10461000000.000,10737000000.000,9638000000.000,10898000000.000,9796000000.000
AccountsPayableCurrent,,,,27576000000.000,26425000000.000,26313000000.000,25166000000.000,27117000000.000,26820000000.000,27242000000.000,23621000000.000,27715000000.000,26992000000.000,24773000000.000,22529000000.000,25187000000.000,24247000000.000,25188000000.000,24062000000.000,26766000000.000,26959000000.000,28628000000.000,26961000000.000,28725000000.000,23404000000.000
AccrualForEnvironmentalLossContingencies,,,169000000.000,171000000.000,168000000.000,167000000.000,166000000.000,159000000.000,156000000.000,155000000.000,154000000.000,151000000.000,143000000.000,141000000.000,133000000.000,,,,124000000.000,,,,,,
AccruedLiabilitiesCurrent,,,,23651000000.000,25134000000.000,25032000000.000,23308000000.000,22450000000.000,23240000000.000,23882000000.000,24633000000.000,26658000000.000,29552000000.000,29170000000.000,28184000000.000,27804000000.000,30878000000.000,30549000000.000,27842000000.000,26633000000.000,27854000000.000,28533000000.000,29192000000.000,28478000000.000,26601000000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,-4000000.000,,,,41000000.000,28000000.000,23000000.000,234000000.000,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossBeforeTax1,,,,,,,,,,-7463000000.000,354000000.000,316000000.000,398000000.000,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,2000000.000,,,,0.000,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,6074000000.000,,,,8194000000.000,8011000000.000,-7932000000.000,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,215000000.000,,,,101000000.000,372000000.000,-131000000.000,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,1571000000.000,1412000000.000,-5861000000.000,-5768000000.000,-5995000000.000,-6724000000.000,-8052000000.000,-7611000000.000,-8040000000.000,-7981000000.000,-3113000000.000,-3138000000.000,-3133000000.000,-2930000000.000,-8073000000.000,-7331000000.000,-7543000000.000,-8034000000.000,-8036000000.000,-8054000000.000,-7905000000.000,-7953000000.000,-9330000000.000,-9250000000.000,-9369000000.000
AdditionalPaidInCapital,24412000000.000,26330000000.000,26391000000.000,26334000000.000,26399000000.000,26443000000.000,23834000000.000,23776000000.000,23818000000.000,23878000000.000,28780000000.000,28778000000.000,28840000000.000,28832000000.000,28937000000.000,28819000000.000,28161000000.000,27744000000.000,27607000000.000,27463000000.000,27734000000.000,27241000000.000,26983000000.000,27012000000.000,26328000000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,390000000.000,,304000000.000,311000000.000,312000000.000,305000000.000,325000000.000,344000000.000,344000000.000,358000000.000,358000000.000,,,,,,,,,,,
AssetRetirementObligation,,,99000000.000,,,,116000000.000,,,,159000000.000,,,,146000000.000,,,,,,,,,,
Assets,150415000000.000,148497000000.000,144603000000.000,150194000000.000,151987000000.000,155456000000.000,149422000000.000,153775000000.000,163110000000.000,168539000000.000,166344000000.000,173606000000.000,179098000000.000,176908000000.000,177677000000.000,179918000000.000,185812000000.000,189000000000.000,194520000000.000,203618000000.000,210449000000.000,217576000000.000,221690000000.000,230793000000.000,240300000000.000
AssetsCurrent,,,,69216000000.000,70233000000.000,72107000000.000,69996000000.000,72570000000.000,77745000000.000,81164000000.000,81501000000.000,86825000000.000,91643000000.000,86640000000.000,83670000000.000,83231000000.000,84554000000.000,82341000000.000,78007000000.000,71034000000.000,74630000000.000,76496000000.000,76203000000.000,79598000000.000,85081000000.000
AssetsFairValueDisclosureNonrecurring,,,,0.000,,,,,,,,,,,,,,,,,,,,,
