,2012-06-30,2012-09-30,2012-12-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsReceivableNet,,,,,,,,,,,,,,3789000.000,3452000.000,3107000.000,4979000.000,4692000.000,7014000.000
AccruedFeesAndOtherRevenueReceivable,18752000.000,15683000.000,15173000.000,19313000.000,17227000.000,19012000.000,22622000.000,23489000.000,22243000.000,19970000.000,734000.000,1115000.000,1388000.000,,,,,,
AccruedInvestmentIncomeReceivable,2652000.000,2999000.000,2263000.000,635000.000,708000.000,614000.000,1096000.000,980000.000,884000.000,141000.000,805000.000,703000.000,856000.000,594000.000,506000.000,496000.000,535000.000,790000.000,728000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,15848000.000,15894000.000,16160000.000,16399000.000,17290000.000,12099000.000,12261000.000,12399000.000,12537000.000,12667000.000,12632000.000,9613000.000,10603000.000,11752000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,-7227000.000,-7227000.000,,,,0.000,,,,1243000.000,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,13047000.000,13752000.000,14762000.000,16862000.000,11222000.000,9601000.000,10973000.000,10366000.000,8300000.000,8670000.000,8755000.000,11271000.000,9090000.000,9300000.000,9143000.000,9500000.000,9195000.000,-208000.000,-879000.000
AdditionalPaidInCapital,15504000.000,15631000.000,15757000.000,15824000.000,15955000.000,324803000.000,325427000.000,325631000.000,340595000.000,340844000.000,341045000.000,341249000.000,341443000.000,341646000.000,341847000.000,342864000.000,343106000.000,353882000.000,354127000.000
AdvancesToAffiliate,,,,,,,,,1000000.000,,,0.000,,,,,,,
AllowanceForDoubtfulAccountsPremiumsAndOtherReceivables,,,,,,,,245000.000,247000.000,247000.000,247000.000,247000.000,269000.000,,,,,,
AllowanceForDoubtfulAccountsReceivable,806000.000,806000.000,1002000.000,1002000.000,1002000.000,1062000.000,1061000.000,1061000.000,1061000.000,806000.000,806000.000,806000.000,806000.000,806000.000,806000.000,806000.000,806000.000,806000.000,806000.000
AllowanceForDoubtfulAccountsReceivableNoncurrent,,,,,,,,,,,,,,276000.000,283000.000,288000.000,295000.000,274000.000,279000.000
Assets,349909000.000,341509000.000,372800000.000,353076000.000,345366000.000,,300625000.000,297069000.000,306380000.000,301722000.000,310532000.000,275110000.000,268868000.000,241022000.000,241544000.000,241137000.000,438802000.000,501021000.000,497707000.000
AssetsHeldByInsuranceRegulators,,,,14400000.000,14300000.000,,13400000.000,12000000.000,11900000.000,,,,,,,,,,
AssetsHeldForSaleAtCarryingValue,,8737000.000,8737000.000,7291000.000,7291000.000,6347000.000,6347000.000,5167000.000,5167000.000,0.000,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,,,54200000.000,,,,,,,,
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,182000.000,463000.000,630000.000,449000.000,133000.000,139000.000
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,229000.000,40000.000,24000.000,57000.000,505000.000,435000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,,,,,,,58432000.000,58403000.000,59366000.000,55606000.000,61589000.000,62397000.000,60934000.000,62136000.000,58936000.000
AvailableForSaleEquitySecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,3366000.000,4082000.000,3141000.000,,,,,,
AvailableForSaleEquitySecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,699000.000,982000.000,2511000.000,,,,,,
AvailableForSaleEquitySecuritiesAmortizedCostBasis,2689000.000,2303000.000,2305000.000,,,,,12356000.000,12344000.000,16579000.000,21968000.000,21346000.000,24666000.000,26428000.000,26185000.000,21121000.000,21145000.000,18139000.000,17430000.000
AvailableForSaleSecurities,,,,72256000.000,65275000.000,54151000.000,51456000.000,51784000.000,48648000.000,56195000.000,58812000.000,58733000.000,59764000.000,83118000.000,88315000.000,84511000.000,82844000.000,84994000.000,79685000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,679000.000,413000.000,423000.000,3698000.000,3892000.000,3636000.000,3557000.000,4748000.000,4259000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,299000.000,83000.000,25000.000,2614000.000,3351000.000,2643000.000,2792000.000,989000.000,940000.000
AvailableForSaleSecuritiesAmortizedCost,,,,71254000.000,64362000.000,53455000.000,50778000.000,51196000.000,48355000.000,56000000.000,58432000.000,58403000.000,59366000.000,82034000.000,87774000.000,83518000.000,82079000.000,81235000.000,76366000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,,,,,,,,0.000,,,,171000.000,
