,2013-09-27,2014-09-26,2015-09-25,2016-09-30
AdjustmentsToAdditionalPaidInCapitalIncomeTaxDeficiencyFromShareBasedCompensation,,,,-1700000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,6500000.000,67700000.000,117000000.000,42900000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,8900000.000,34100000.000,
AdvertisingExpense,7500000.000,7400000.000,,
AllocatedShareBasedCompensationExpense,16200000.000,67700000.000,116100000.000,41400000.000
AmortizationOfIntangibleAssets,35400000.000,162300000.000,550300000.000,700100000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,500000.000,5700000.000,100000.000,1700000.000
AssetImpairmentCharges,,381200000.000,0.000,16900000.000
AssetRetirementObligationAccretionExpense,2900000.000,3200000.000,1800000.000,
AssetRetirementObligationCashPaidToSettle,200000.000,0.000,0.000,
AssetRetirementObligationForeignCurrencyTranslation,1100000.000,-1400000.000,-3100000.000,
AssetRetirementObligationLiabilitiesIncurred,400000.000,,,
AssetRetirementObligationPeriodIncreaseDecrease,,-11600000.000,-1000000.000,
BusinessAcquisitionProFormaEarningsPerShareBasic,,,3.110,4.520
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,3.070,4.480
BusinessAcquisitionsProFormaNetIncomeLoss,,,359900000.000,499400000.000
BusinessAcquisitionsProFormaRevenue,,,3755800000.000,3380800000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,275500000.000,432300000.000,-341900000.000,-85400000.000
ComprehensiveIncomeNetOfTax,87200000.000,-362100000.000,259900000.000,557200000.000
CostOfGoodsSold,1179600000.000,1337300000.000,1493300000.000,1525800000.000
CurrentFederalTaxExpenseBenefit,45700000.000,49800000.000,300000.000,300000.000
CurrentForeignTaxExpenseBenefit,22700000.000,11400000.000,95100000.000,120500000.000
CurrentIncomeTaxExpenseBenefit,77600000.000,62700000.000,95400000.000,120800000.000
CurrentStateAndLocalTaxExpenseBenefit,9200000.000,1500000.000,0.000,0.000
DeferredFederalIncomeTaxExpenseBenefit,-11700000.000,-68300000.000,-800000.000,700000.000
DeferredForeignIncomeTaxExpenseBenefit,3900000.000,-22200000.000,-187500000.000,-377100000.000
DeferredIncomeTaxExpenseBenefit,-9000000.000,-107500000.000,-188300000.000,-376400000.000
DeferredIncomeTaxesAndTaxCredits,,,-191600000.000,-432900000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,-1200000.000,-17000000.000,,
