,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableCurrent,202288000.000,216460000.000,213201000.000,173855000.000,200872000.000,277042000.000,311610000.000,283029000.000,344730000.000,414508000.000,,,,,,,,,,,,,,,,
AccountsPayableOtherCurrent,,,,,,,,,,,335063000.000,261288000.000,366054000.000,442637000.000,425310000.000,361382000.000,452885000.000,519834000.000,549735000.000,485557000.000,633369000.000,689724000.000,653539000.000,577012000.000,686559000.000,801026000.000
AccountsReceivableNetCurrent,434045000.000,469488000.000,431064000.000,339427000.000,414555000.000,512856000.000,566339000.000,461531000.000,627792000.000,684875000.000,695137000.000,614735000.000,818818000.000,927909000.000,887436000.000,778334000.000,985024000.000,1123555000.000,1242303000.000,1082406000.000,1363321000.000,1454518000.000,1383774000.000,1343247000.000,1579657000.000,1809618000.000
AccruedIncomeTaxesCurrent,,,,,,,,,,,,61874000.000,45571000.000,21023000.000,31037000.000,59661000.000,18278000.000,89492000.000,131411000.000,68019000.000,53023000.000,34163000.000,61224000.000,49739000.000,78930000.000,18144000.000
AccruedLiabilitiesCurrent,279168000.000,356852000.000,421697000.000,333237000.000,304952000.000,360510000.000,398194000.000,590505000.000,573063000.000,450715000.000,482014000.000,536895000.000,510243000.000,597668000.000,669531000.000,753625000.000,674691000.000,740650000.000,940198000.000,1469725000.000,989614000.000,1065251000.000,1037055000.000,1090826000.000,1035271000.000,1161233000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,552241000.000,,,,655301000.000,,,,781477000.000,,,,1011085000.000,,,,1201744000.000,,,,1575879000.000,,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,,,,,,,,,,,,,140000.000,172000.000,-127000.000,347000.000,373000.000,220000.000,27000.000,31000.000,24000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,,,,,,,,,,,,-256832000.000,-284418000.000,-284767000.000,-287715000.000,-299939000.000,-307332000.000,-280426000.000,-251444000.000,-188364000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,15638000.000,22608000.000,-13819000.000,-17350000.000,-3008000.000,-26761000.000,-12584000.000,22000.000,-18782000.000,-16614000.000,9189000.000,18197000.000,28292000.000,25805000.000,-31035000.000,-138774000.000,-239480000.000,-256692000.000,-284246000.000,-284894000.000,-287368000.000,-299566000.000,-307112000.000,-280399000.000,-251413000.000,-188340000.000
AdditionalPaidInCapital,6118687000.000,6149609000.000,6153688000.000,5474653000.000,5510732000.000,5714512000.000,5727728000.000,5675075000.000,5784597000.000,5796205000.000,5788786000.000,5802140000.000,5777911000.000,5788685000.000,5818942000.000,5892862000.000,5946043000.000,5989725000.000,6102152000.000,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,,,,,,,,,8696508000.000,8787676000.000,8877699000.000,8614478000.000,8794298000.000,8895825000.000,9024459000.000
AllowanceForDoubtfulAccountsReceivableCurrent,13537000.000,15378000.000,15192000.000,7959000.000,9050000.000,9428000.000,10095000.000,10771000.000,12121000.000,12570000.000,16862000.000,11555000.000,11064000.000,11785000.000,13430000.000,13760000.000,13689000.000,17253000.000,25033000.000,27035000.000,29457000.000,28837000.000,24791000.000,25278000.000,27677000.000,27657000.000
Assets,7457588000.000,8045277000.000,7676683000.000,6505258000.000,6818183000.000,7505096000.000,7507565000.000,7085195000.000,8432420000.000,8744096000.000,8201610000.000,7739481000.000,8888377000.000,9234829000.000,9424988000.000,9020538000.000,10135088000.000,11831926000.000,12403273000.000,15503812000.000,16390044000.000,16728542000.000,16131766000.000,15777546000.000,17668906000.000,18623248000.000
AssetsCurrent,2427450000.000,2954000000.000,2598173000.000,2274429000.000,2584642000.000,3086511000.000,3091410000.000,2614502000.000,2980871000.000,3263710000.000,2705806000.000,2219287000.000,3314954000.000,3640965000.000,3836818000.000,2924489000.000,3485928000.000,4990392000.000,3173472000.000,2978761000.000,3796132000.000,4163977000.000,3620294000.000,3450251000.000,5328413000.000,6026561000.000
AssetsFairValueDisclosureRecurring,,,,,,,1828973000.000,1547472000.000,1511481000.000,1592414000.000,,,,,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,456426000.000,14330000.000,14330000.000,15873000.000,13624000.000,,,,,,,,,,,,,,,,,,
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000
AvailableForSaleSecuritiesCurrent,,63000000.000,69000000.000,57000000.000,75000000.000,121000000.000,126000000.000,119000000.000,132000000.000,99000000.000,85000000.000,67000000.000,40000000.000,27000000.000,27000000.000,43000000.000,35000000.000,36000000.000,35000000.000,34000000.000,29000000.000,16000000.000,26000000.000,48000000.000,46000000.000,49000000.000
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesNoncurrent,,231000000.000,220000000.000,212000000.000,186000000.000,133000000.000,114000000.000,126000000.000,108000000.000,132000000.000,127000000.000,133000000.000,120000000.000,123000000.000,116000000.000,100000000.000,91000000.000,82000000.000,76000000.000,65000000.000,62000000.000,60000000.000,44000000.000,16000000.000,12000000.000,7000000.000
AvailableforsaleSecuritiesGrossUnrealizedGain,,2000000.000,2000000.000,2000000.000,3000000.000,2000000.000,3000000.000,2000000.000,2000000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityCashPaid,,,,,,,,,553834000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAmortizableIntangibleAssets,,,,21567000.000,,110284000.000,110284000.000,111864000.000,136697000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,,,,43499000.000,,212012000.000,211143000.000,212107000.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationDeferredIncomeTaxesAssetLiabilityNet,,,,,,,,,-111508000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,,,22522000.000,,127990000.000,127029000.000,129156000.000,637135000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationIntangibleAssetsNotAmortizable,,,,,,,,,220416000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationLiabilitiesAssumed,,,,,,,,28913000.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationNetTangibleAssets,,,,,,,,,15078000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationNoncontrollingInterest,,,,,,,,,343984000.000,,,,,,,,,,,,,,,,,
CapitalizedComputerSoftwareGross,,,,473916000.000,,,,648477000.000,,,,787526000.000,,,,1041924000.000,,,,,,,,,,
CapitalizedComputerSoftwareNet,,,,184000000.000,,,,257000000.000,,,,325000000.000,,,,366000000.000,,,,484000000.000,,,,639000000.000,,
CashAndCashEquivalentsAtCarryingValue,953169000.000,1409008000.000,1453508000.000,689134000.000,1272508000.000,1343346000.000,1314728000.000,1293161000.000,1082798000.000,1311817000.000,1394498000.000,1021033000.000,1484066000.000,1433820000.000,2252748000.000,1402700000.000,1735283000.000,3187129000.000,1455339000.000,1676299000.000,2063329000.000,2296524000.000,1844475000.000,1796811000.000,2503230000.000,2874823000.000
ClassOfWarrantOrRightOutstanding,,,,8000000.000,30000000.000,,,,,,,,,,,,,,,,,,,,,
ConstructionInProgressGross,,,,57022000.000,,,,42473000.000,,,,45394000.000,,,,30807000.000,,,,163839000.000,,,,252835000.000,,
CostMethodInvestments,,,,,,,,,,,,,,,,,,,,299000000.000,,,,323000000.000,,323000000.000
