,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions,,,2176000.000,,,,2933000.000,,,,,,,,
AllocatedShareBasedCompensationExpense,,2000000.000,2200000.000,2500000.000,2800000.000,2700000.000,,,,,,,,,
AmortizationOfIntangibleAssets,,,,,2000000.000,,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,889000.000,,,,,,,,,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,7642000.000,,,,,,,,,,,
BusinessAcquisitionsProFormaRevenue,,,,78084000.000,,,,,,,,,,,
BusinessCombinationStepAcquisitionEquityInterestInAcquireeRemeasurementGain,,,,9388000.000,,,,0.000,0.000,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,9000.000,,,,1274000.000,,,,-675000.000
ComprehensiveIncomeNetOfTax,-11727000.000,7006000.000,12900000.000,16867000.000,,,,,,,,,,,
CostOfGoodsAndServicesSold,31501000.000,31465000.000,50446000.000,41172000.000,49096000.000,50940000.000,19593000.000,17180000.000,18186000.000,20326000.000,13568000.000,15958000.000,18590000.000,23804000.000,12370000.000
CostsAndExpenses,54532000.000,55885000.000,71903000.000,68758000.000,78373000.000,99109000.000,88957000.000,76615000.000,85249000.000,87461000.000,84415000.000,87035000.000,87527000.000,89775000.000,80620000.000
DepreciationAndAmortization,7436000.000,7342000.000,6514000.000,8768000.000,10071000.000,21695000.000,20605000.000,20355000.000,20802000.000,21714000.000,21692000.000,21576000.000,20831000.000,20797000.000,21403000.000
DepreciationDepletionAndAmortization,,,6843000.000,,,,21557000.000,,,,22870000.000,,,,23575000.000
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,,,-351000.000,,,,,,,,-8946000.000,18953000.000,-4419000.000,-6879000.000,1885000.000
DistributionMadeToLimitedPartnerDistributionsDeclaredPerUnit,0.142,,,,,,,,,,,,,,
DistributionMadeToLimitedPartnerDistributionsPaidPerUnit,,,0.325,0.380,0.410,,0.520,,,,,,,,
EquityMethodInvestmentDividendsOrDistributions,,,,,,,,,,,,,,,20740000.000
GainLossOnDispositionOfAssets1,,,,,,,-4483000.000,0.000,0.000,-312000.000,0.000,-1849000.000,0.000,0.000,1448000.000
GainsLossesOnExtinguishmentOfDebt,-17526000.000,,,0.000,0.000,,,,,,,,,,
GasGatheringTransportationMarketingAndProcessingCosts,,,,,,,10715000.000,13492000.000,14862000.000,14528000.000,16156000.000,14240000.000,13528000.000,14417000.000,13503000.000
GasGatheringTransportationMarketingAndProcessingRevenue,25324000.000,23785000.000,27051000.000,30569000.000,30745000.000,38368000.000,32148000.000,29041000.000,29431000.000,29275000.000,29280000.000,28682000.000,31444000.000,30556000.000,31685000.000
GeneralAndAdministrativeExpense,5039000.000,6071000.000,6201000.000,7124000.000,7448000.000,12387000.000,12689000.000,13451000.000,11807000.000,12248000.000,13016000.000,13909000.000,13147000.000,13561000.000,13663000.000
GoodwillAcquiredDuringPeriod,,,,8573000.000,0.000,,,,,,,,,,
IncomeLossAttributableToParent,,,,,,,,44899000.000,42679000.000,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-11727000.000,7006000.000,,,,,22990000.000,53231000.000,49550000.000,59043000.000,,,,,
IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,,,,,,0.560,0.500,,,,,,
IncomeLossFromEquityMethodInvestments,,,444000.000,273000.000,0.000,0.000,0.000,0.000,0.000,0.000,,23321000.000,12066000.000,,20738000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-9865000.000,,,,6546000.000,,,,-2196000.000,,,,-5691000.000
IncreaseDecreaseInAccountsReceivable,,,-2461000.000,,,,5678000.000,,,,-5800000.000,,,,-2450000.000
