,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
AccountsPayableAndAccruedLiabilitiesCurrent,5050.000,5800.000,19788.000,37099.000,95259.000,42866.000,116559.000,106089.000,103110.000,118768.000,111065.000,146314.000,172106.000,114521.000,121486.000,137132.000,156947.000,163645.000,192039.000
AccountsReceivableNetCurrent,,,,,,,,,,,,,,,,,41574.000,30891.000,17634.000
AccruedLiabilitiesCurrent,,,,,,,,,684.000,2734.000,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,-6600.000,,-6600.000,-6600.000,-6600.000,,,,,,,,,,,,6000.000
AdditionalPaidInCapital,,,1462180.000,1468180.000,1542030.000,1615425.000,1615425.000,1784791.000,1784791.000,1784791.000,1798305.000,1910847.000,1910805.000,2281275.000,2281275.000,2281275.000,2690865.000,2838526.000,2838526.000
AdditionalPaidInCapitalCommonStock,1275170.000,1281170.000,,,,,,,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,0.000,0.000
Assets,38893.000,20065.000,25167.000,32555.000,5790392.000,36011.000,30016.000,38974.000,29963.000,24.000,130.000,219.000,80063.000,209.000,7039.000,133.000,399976.000,741432.000,676770.000
AssetsCurrent,28573.000,5705.000,10807.000,2662.000,10391.000,6118.000,123.000,9081.000,70.000,24.000,130.000,219.000,63.000,209.000,7039.000,133.000,42684.000,36015.000,22728.000
AssetsHeldInTrustNoncurrent,,,,,,,,,,,,,80000.000,,,,,,
BusinessAcquisitionSharePrice,,,,,,,,,,,,,,,,,,2.190,
Cash,,,,,,,,,,,,,,,,,,5124.000,5094.000
CashAndCashEquivalentsAtCarryingValue,28356.000,5456.000,558.000,2413.000,3142.000,5869.000,123.000,81.000,70.000,24.000,130.000,219.000,63.000,209.000,7039.000,133.000,1110.000,5124.000,5094.000
CommonStockParOrStatedValuePerShare,1.000,1.000,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,225000.000,225000.000,225000000.000,225000000.000,225000000.000,225000000.000,225000000.000,225000000.000,225000000.000,225000000.000,225000000.000,220000000.000,220000000.000,225000000.000,225000000.000,225000000.000,225000000.000,225000000.000,225000000.000
CommonStockSharesIssued,169171.000,169171.000,169179.000,169179.000,193929.000,298929.000,298929.000,12959200.000,12959200.000,12959200.000,2594840.000,3394861.000,3436840.000,3436840.000,3436840.000,3436840.000,3846840.000,5759722.000,5759722.000
CommonStockSharesOutstanding,169171.000,169171.000,169179.000,169179.000,193929.000,298929.000,298929.000,12959200.000,12959200.000,12959200.000,2594840.000,3394861.000,3436840.000,3436840.000,3436840.000,3436840.000,3846840.000,5759722.000,5759722.000
