,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30
AccountsPayableCurrent,372480.000,397395.000,506323.000,509627.000,570222.000,572946.000
AccruedLiabilitiesCurrent,259078.000,292636.000,404744.000,506207.000,548191.000,627851.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,18310.000,18761.000,19228.000,19627.000,20043.000,27151.000
Assets,253073.000,246131.000,205300.000,219065.000,299534.000,266820.000
AssetsCurrent,55841.000,47971.000,2344.000,15025.000,4425.000,11547.000
CapitalLeaseObligations,,,,,,125892.000
CashAndCashEquivalentsAtCarryingValue,5830.000,2960.000,1073.000,13754.000,720.000,1406.000
CommitmentsAndContingencies,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,150000000.000,700000000.000,700000000.000,700000000.000,150000000.000,700000000.000
CommonStockSharesIssued,116357418.000,130314363.000,130314363.000,175863963.000,176363963.000,176363963.000
CommonStockSharesOutstanding,115965843.000,129922788.000,129922786.000,175472388.000,175972388.000,175972388.000
CommonStockValue,8427864.000,8782590.000,8080960.000,8659336.000,8761836.000,8761836.000
ConvertibleDebt,,,,,295000.000,295000.000
ConvertibleNotesPayableCurrent,39451.000,,,,192622.000,
DebtInstrumentConvertibleConversionPrice1,,,,,,0.010
DebtInstrumentUnamortizedDiscount,10549.000,0.000,0.000,,57378.000,
DeferredCosts,11967.000,9574.000,750.000,,,
DeferredCostsCurrent,13740.000,8740.000,,,,
DerivativeFairValueOfDerivativeLiability,,,,,0.000,
DerivativeLiabilities,,,,,29472.000,9472000000.000
DerivativeLiabilitiesNoncurrent,3589323.000,2811631.000,32731.000,29822.000,29472.000,9472.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,12886076.000,12515803.000,9322413.000,9991349.000,10312199.000,10653822.000
DueToRelatedPartiesCurrent,232015.000,238765.000,263815.000,265690.000,269065.000,268119.000
EmbeddedDerivativeFairValueOfEmbeddedDerivativeLiability,35138.000,,,,,
EquityMethodInvestmentOwnershipPercentage,,,,,,0.037
FairValueMeasurementWithUnobservableInputsReconciliationsRecurringBasisLiabilityValue,,,,,29472.000,9472.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,337666.000,341949.000,357013.000,362468.000,370738.000,378199.000
IntangibleAssetsNetExcludingGoodwill,174267.000,178038.000,192126.000,196516.000,288001.000,255273.000
Liabilities,4712518.000,3920577.000,1387986.000,1492311.000,1791130.000,2100038.000
LiabilitiesAndStockholdersEquity,253073.000,246131.000,205300.000,219065.000,299534.000,266820.000
LiabilitiesCurrent,1034863.000,1068482.000,1355255.000,1462489.000,1761658.000,1695566.000
LongTermNotesPayable,51346.000,40464.000,,,,395000.000
OtherLiabilitiesCurrent,,,,,,44500.000
OtherReceivables,35000.000,35000.000,,,,
OtherSignificantNoncashTransactionValueOfConsiderationGiven,,60000.000,,,,
PreferredStockParOrStatedValuePerShare,,,,,600.000,600.000
PreferredStockRedemptionPricePerShare,,,,,600.000,600.000
PrepaidExpenseCurrent,1271.000,1271.000,1271.000,1271.000,3705.000,10141.000
PropertyPlantAndEquipmentNet,10998.000,10548.000,10080.000,7524.000,7108.000,
SaleOfStockPricePerShare,,,,,0.010,0.010
ShortTermBorrowings,131839.000,139686.000,180373.000,180965.000,181558.000,182150.000
StockholdersEquity,-4459445.000,-3674446.000,-1182686.000,-1273246.000,-1491596.000,-1833219.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-4459445.000,-3674446.000,-1182686.000,-1273246.000,-1491596.000,-1833218.000
TreasuryStockShares,391575.000,391575.000,391575.000,391575.000,391575.000,391575.000
TreasuryStockValue,1233.000,1233.000,1233.000,1233.000,1233.000,1233.000
