,2011-07-03,2011-10-02,2012-01-01,2012-04-01,2012-09-30,2012-12-30,2013-03-31,2013-06-30,2013-12-29,2014-03-30,2014-06-29,2014-09-28,2014-12-28,2015-03-29,2015-06-28,2015-09-27,2016-01-03,2016-04-03,2016-07-03,2016-10-02,2017-01-01,2017-04-02
AccountsPayableCurrent,27183000.000,35840000.000,46352000.000,42337000.000,42501000.000,48766000.000,43282000.000,37582000.000,33231000.000,33710000.000,35600000.000,30234000.000,29425000.000,28189000.000,31716000.000,29046000.000,31045000.000,25453000.000,26687000.000,25630000.000,23078000.000,21401000.000
AccountsReceivableGross,,,,,42203000.000,36506000.000,40133000.000,32465000.000,31091000.000,28901000.000,30778000.000,28674000.000,31354000.000,26328000.000,31614000.000,28186000.000,28797000.000,25942000.000,26150000.000,23387000.000,22284000.000,24161000.000
AccountsReceivableNet,,,,,42015000.000,36301000.000,39998000.000,32330000.000,30821000.000,28631000.000,30508000.000,28344000.000,31024000.000,26060000.000,31351000.000,27917000.000,29885000.000,26751000.000,26499000.000,23665000.000,22624000.000,24371000.000
AccountsReceivableNetCurrent,29424000.000,29519000.000,37904000.000,42466000.000,42015000.000,36301000.000,39998000.000,32330000.000,30821000.000,28631000.000,30508000.000,28344000.000,31024000.000,26060000.000,31351000.000,27917000.000,29885000.000,26751000.000,26499000.000,23665000.000,22624000.000,24371000.000
AccrualForTaxesOtherThanIncomeTaxesCurrentAndNoncurrent,,,,,,45000.000,,,,,,,,,,,,,,,,
AccruedIncomeTaxesCurrent,655000.000,791000.000,367000.000,48000.000,,566000.000,668000.000,528000.000,775000.000,602000.000,424000.000,432000.000,449000.000,409000.000,374000.000,350000.000,502000.000,341000.000,319000.000,328000.000,190000.000,30000.000
AccruedLiabilitiesCurrent,6080000.000,10169000.000,10164000.000,9277000.000,7016000.000,9220000.000,8769000.000,9152000.000,6443000.000,5023000.000,5700000.000,6294000.000,7080000.000,7424000.000,7463000.000,7124000.000,5562000.000,4361000.000,4444000.000,4780000.000,4604000.000,4997000.000
AccruedLiabilitiesCurrentAndNoncurrent,,,,,7016000.000,9220000.000,,,6443000.000,,,,,,,,,,,,,
AccruedProfessionalFeesCurrent,,,,,497000.000,597000.000,,,611000.000,,,,395000.000,298000.000,286000.000,597000.000,367000.000,268000.000,300000.000,273000.000,281000.000,299000.000
AccumulatedAmortizationDeferredFinanceCosts,,,,,743000.000,832000.000,923000.000,1017000.000,1221000.000,1325000.000,1461000.000,1598000.000,1200000.000,1208000.000,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,-49281000.000,50129000.000,51038000.000,51092000.000,31915000.000,33043000.000,34015000.000,34585000.000,35604000.000,36630000.000,31074000.000,32055000.000,33042000.000,33949000.000,34970000.000,35994000.000,34907000.000,35886000.000
AdditionalPaidInCapitalCommonStock,257156000.000,257264000.000,257583000.000,258642000.000,263302000.000,263424000.000,263524000.000,263616000.000,263732000.000,263777000.000,263837000.000,263900000.000,263996000.000,264086000.000,264214000.000,264340000.000,264505000.000,264601000.000,264729000.000,264848000.000,264928000.000,265128000.000
AllowanceForDoubtfulAccountsReceivable,,,,,188000.000,205000.000,135000.000,135000.000,270000.000,270000.000,270000.000,330000.000,330000.000,268000.000,263000.000,269000.000,259000.000,246000.000,237000.000,261000.000,171000.000,171000.000
Assets,84199000.000,104195000.000,114296000.000,122773000.000,124338000.000,121707000.000,131522000.000,110785000.000,93794000.000,90884000.000,96319000.000,90467000.000,88663000.000,86119000.000,91629000.000,82527000.000,81973000.000,73775000.000,74049000.000,72276000.000,69004000.000,68224000.000
AssetsCurrent,66182000.000,85164000.000,94825000.000,102291000.000,102810000.000,98335000.000,108223000.000,87905000.000,74482000.000,72555000.000,76717000.000,71448000.000,70983000.000,68983000.000,74509000.000,65890000.000,65462000.000,57704000.000,58364000.000,57305000.000,54497000.000,54040000.000
BusinessCombinationContingentConsiderationArrangementsRangeOfOutcomesValueHigh,,,,,,,,2400000.000,,,,,,,,,,,,,,
BusinessCombinationContingentConsiderationLiability,,,,,,,,2400000.000,,,,,,,,,,,,,,
CapitalLeaseObligationsCurrent,951000.000,1005000.000,1449000.000,1305000.000,1712000.000,1628000.000,1887000.000,1759000.000,1482000.000,1235000.000,1408000.000,1114000.000,980000.000,833000.000,716000.000,626000.000,538000.000,548000.000,660000.000,526000.000,389000.000,249000.000
