,2011-07-31,2012-04-30,2012-07-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,15242.000,,,,19734.000
EarningsPerShareBasicAndDiluted,-0.010,-0.040,-0.020,-0.020,-0.020,-0.010,-0.020,-0.020
GeneralAndAdministrativeExpense,583.000,2567.000,759.000,457.000,1875.000,472.000,744.000,505.000
IncreaseDecreaseInAccruedLiabilities,,,,15434.000,,,,1602.000
NetCashProvidedByUsedInOperatingActivities,,,,-4758.000,,,,-15266.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,,-4758.000,,,,-15266.000
NetIncomeLoss,-10296.000,-34710.000,-16949.000,-20192.000,-16023.000,-9844.000,-14906.000,-16868.000
NoninterestExpenseDirectorsFees,,0.000,2000.000,,0.000,2000.000,,
OperatingExpenses,10296.000,34710.000,16949.000,20192.000,16023.000,9844.000,14906.000,16868.000
OtherCostOfServices,4098.000,3999.000,8740.000,6210.000,5715.000,2872.000,4417.000,4738.000
OtherGeneralAndAdministrativeExpense,1200.000,1500.000,1650.000,1800.000,900.000,900.000,900.000,900.000
ProceedsFromOtherEquity,,,,20000.000,,,,35000.000
ProfessionalFees,4415.000,26644.000,3800.000,11725.000,7533.000,3600.000,8845.000,10725.000
RelatedPartyTransactionAmountsOfTransaction,,,30000.000,20000.000,25000.000,10000.000,,
RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,,,1650.000,1800.000,900.000,900.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,888180.000,,,888180.000,888180.000,,888180.000
