,2011-03-31,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableCurrent,88132000.000,71949000.000,103139000.000,89992000.000,74227000.000,81463000.000,99177000.000,77435000.000,,76309000.000,109666000.000,62198000.000,88191000.000,102656000.000,110029000.000,102204000.000,88509000.000,120052000.000,100419000.000,82276000.000,70948000.000,76403000.000,86705000.000,67439000.000,78324000.000
AccountsReceivableNetCurrent,94275000.000,107637000.000,87794000.000,78361000.000,89479000.000,119887000.000,87093000.000,89634000.000,94948000.000,110937000.000,90251000.000,81611000.000,92230000.000,105516000.000,87038000.000,89844000.000,94703000.000,110562000.000,98699000.000,72206000.000,75598000.000,92060000.000,87012000.000,82234000.000,86598000.000
AccumulatedDeferredInvestmentTaxCredit,17510000.000,16350000.000,15771000.000,15214000.000,14658000.000,14101000.000,14242000.000,13694000.000,,12598000.000,25855000.000,25314000.000,24773000.000,24232000.000,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,14340000.000,,,,,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,15634000.000,,,,16406000.000,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,-58000.000,,,,-216000.000,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,-82432000.000,,,,-97820000.000,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-67992000.000,-72913000.000,-66856000.000,-60305000.000,-62628000.000,-60858000.000,-81630000.000,-76691000.000,-78594000.000,-72926000.000,-58140000.000,-57349000.000,-55888000.000,-56532000.000,-61755000.000,-59230000.000,-63825000.000,-71300000.000,-71432000.000,-74798000.000,-74706000.000,-73643000.000,-92451000.000,-88458000.000,-85595000.000
AllowanceForDoubtfulAccountsReceivableCurrent,9026000.000,1645000.000,1778000.000,1873000.000,1931000.000,1931000.000,1751000.000,1339000.000,1339000.000,1391000.000,1423000.000,1423000.000,1535000.000,1535000.000,1466000.000,1466000.000,1363000.000,1363000.000,1397000.000,1284000.000,1407000.000,1264000.000,1209000.000,1212000.000,1086000.000
AssetRetirementObligation,,,79233000.000,,,,85893000.000,,,,96135000.000,,,,104170000.000,,,,111895000.000,,,,127519000.000,,
