,2011-09-30,2012-09-30,2013-09-30,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AccretionExpense,0.000,,,,,,
AdjustmentForAmortization,175.000,0.000,0.000,,,,
AllocatedShareBasedCompensationExpense,0.000,0.000,,,,,
AllocatedShareBasedCompensationExpenseNetOfTax,0.000,,,,,,
AmortizationOfAcquisitionCosts,175.000,,,,,,
AmortizationOfDebtDiscountPremium,,0.000,0.000,,,,
AssetImpairmentCharges,0.000,0.000,0.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-18550.000,-8290.000,-2723.000,,-294245.000,-49788.000,-151744.000
CommunicationsAndInformationTechnology,0.000,0.000,0.000,,,,
DebtConversionConvertedInstrumentAmount1,,,,,,,374400.000
DebtConversionConvertedInstrumentSharesIssued1,,,,,,,3744000.000
DebtInstrumentDecreaseForgiveness,,,-32079.000,,0.000,,
DeferredIncomeTaxExpenseBenefit,0.000,0.000,0.000,,,,
DepreciationDepletionAndAmortization,,0.000,0.000,,,,
DistributionFees,,,,,75375.000,,
EarningsPerShareBasicAndDiluted,0.000,0.000,-0.010,,0.000,-0.010,-0.000
EffectOfExchangeRateOnCashAndCashEquivalents,-555.000,-1486.000,0.000,,,,
EffectiveIncomeTaxRateContinuingOperations,,0.350,0.000,,0.000,0.000,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,0.340,,0.340,0.340,0.340
EmployeeBenefitsAndShareBasedCompensation,,,0.000,,,,
ForeignCurrencyTransactionGainLossBeforeTax,0.000,91.000,0.000,,,,
GainLossOnDispositionOfProperty,,0.000,0.000,,,,
GainLossOnSaleOfProperty,,0.000,0.000,,,,
GainLossOnSaleOfStockInSubsidiaryOrEquityMethodInvestee,-126515.000,,,,,,
GainOrLossOnSaleOfStockInSubsidiary,126515.000,0.000,0.000,,,,
GainsLossesOnSalesOfInvestmentRealEstate,,,,,,93114.000,3666.000
GeneralAndAdministrativeExpense,13761.000,8007.000,30000.000,,11537.000,17034.000,13290.000
GoodwillImpairmentLoss,,,,,,96569.000,
ImpairmentOfLongLivedAssetsHeldForUse,0.000,0.000,0.000,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-1763.000,-35818.000,,-51361.000,-175748.000,-50823.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,68857.000,,,,,,
IncomeTaxExpenseBenefit,0.000,0.000,0.000,,0.000,,
IncomeTaxExpenseBenefitContinuingOperations,,-1763.000,,,,,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,617.000,,,,,
IncomeTaxesPaidNet,,0.000,0.000,,0.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,4883.000,-11937.000,-18851.000,,275205.000,-261584.000,-13017.000
IncreaseDecreaseInAccruedInterestReceivableNet,,,,,-188836.000,164877.000,-364784.000
IncreaseDecreaseInDeposits,,,,,-25000.000,,
IncreaseDecreaseInDueToRelatedPartiesCurrent,0.000,0.000,0.000,,,,
IncreaseDecreaseInOtherReceivables,0.000,0.000,0.000,,0.000,,
IncreaseDecreaseInPrepaidExpense,-396.000,-3104.000,3500.000,,,,-325.000
IncreaseDecreaseInRestrictedCash,0.000,,,,,,
InterestExpense,2535.000,,,,,,
InterestExpenseDebt,,0.000,0.000,,274899.000,,
InterestExpenseOther,,,,,,273584.000,-32210.000
InterestIncomeOther,,,,,,-180525.000,-27482.000
InterestPaid,,0.000,0.000,,0.000,,42225.000
InvestmentIncomeInterest,0.000,0.000,0.000,,-189286.000,,
IssuanceOfStockAndWarrantsForServicesOrClaims,0.000,0.000,0.000,,,,
NetCashProvidedByUsedInFinancingActivities,35000.000,10000.000,42823.000,,200000.000,,-1990000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,35000.000,10000.000,42823.000,,200000.000,,-1990000.000
NetCashProvidedByUsedInInvestingActivities,1.000,0.000,0.000,,-424625.000,25799.000,1541303.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,1.000,0.000,0.000,,-424625.000,25799.000,1541303.000
NetCashProvidedByUsedInOperatingActivities,-52996.000,-16804.000,-45546.000,,-69620.000,-75586.000,296953.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-52996.000,-16804.000,-45546.000,,-69620.000,-75586.000,296953.000
NetIncomeLoss,68857.000,-1763.000,-35818.000,,-51361.000,-175748.000,-50823.000
NonoperatingIncomeExpense,,-34122.000,-32079.000,,,189628.000,4728.000
OfficersCompensation,0.000,0.000,0.000,,,,
OperatingExpenses,,35885.000,67897.000,,70376.000,79234.000,49761.000
OperatingIncomeLoss,-57658.000,-35885.000,-67897.000,,34252.000,13880.000,-46095.000
OtherNonoperatingIncomeExpense,,-34122.000,0.000,,85613.000,,
OtherTaxExpenseBenefit,,-617.000,,,,,
PaymentsForDeposits,,,,,,,-1537637.000
PaymentsToAcquireBusinessesNetOfCashAcquired,,0.000,,,,,
PaymentsToAcquireInvestments,,,,,-475000.000,,
PaymentsToAcquireMachineryAndEquipment,0.000,,,,,,
PaymentsToAcquireProductiveAssets,,,0.000,,,,
PaymentsToAcquirePropertyPlantAndEquipment,0.000,0.000,0.000,,,,
ProceedsFromConvertibleDebt,0.000,0.000,0.000,,,,
ProceedsFromDivestitureOfInterestInSubsidiariesAndAffiliates,,0.000,0.000,,,,
ProceedsFromEquityMethodInvestmentDividendsOrDistributionsReturnOfCapital,,,,,,25799.000,3666.000
ProceedsFromIssuanceOfCommonStock,0.000,35000.000,0.000,,,,
ProceedsFromNotesPayable,,,,,200000.000,,
ProceedsFromRelatedPartyDebt,35000.000,,,,,,
ProceedsFromRepaymentsOfRelatedPartyDebt,,-25000.000,42823.000,,0.000,,
ProceedsFromSaleOfEquityMethodInvestments,1.000,,,,,,
ProfessionalFees,31812.000,27787.000,37897.000,,58839.000,62200.000,36471.000
ProfitLoss,68857.000,-1763.000,-35818.000,,,,
RepaymentsOfNotesPayable,,,,,,,1990000.000
ResearchAndDevelopmentExpense,0.000,0.000,0.000,,,,
Revenues,0.000,0.000,0.000,,104628.000,93114.000,3666.000
RoyaltyExpense,9375.000,0.000,0.000,,,,
SalesRevenueNet,0.000,0.000,0.000,,104628.000,93114.000,3666.000
ShareBasedCompensation,0.000,0.000,0.000,,,,
StockIssuedDuringPeriodValueOther,,,,,,,374400.000
StockOptionPlanExpense,,0.000,0.000,,,,
ValuationAllowanceDeferredTaxAssetChangeInAmount,,,,,,17463.000,17280.000
ValuationAllowancesAndReservesPeriodIncreaseDecrease,,,8329.000,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,7070630.000,,11975645.000,11975645.000,15371827.000
WeightedAverageNumberOfSharesOutstandingBasic,34112065.000,,,,,,
