,2011-10-31,2012-01-31,2012-04-30
AccountsPayableAndAccruedLiabilitiesCurrent,1658735.000,1380176.000,1296604.000
AccountsReceivableNet,76109.000,69805.000,112462.000
AccruedLiabilitiesCurrent,6237.000,,
AdditionalPaidInCapital,5207208.000,5708951.000,6123245.000
Assets,86038.000,83599.000,187401.000
AssetsCurrent,83494.000,82271.000,187.288
Cash,,942.000,23.000
CashAndCashEquivalentsAtCarryingValue,,942.000,23.000
CommitmentsAndContingencies,,,0.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000
CommonStockSharesAuthorized,2000000000.000,2000000000.000,2000000000.000
CommonStockSharesIssued,506885209.000,575536907.000,1068943779.000
CommonStockSharesOutstanding,506885209.000,575536907.000,1068943779.000
CommonStockValue,-2394931.000,57554.000,104395.000
CommonStockValueOutstanding,50689.000,,
DebtConversionConvertedInstrumentAmount,180731.000,,
DueToRelatedParties,,10165.000,
InventoryNet,7385.000,11524.000,74803.000
Liabilities,2480970.000,2103401.000,1996065.000
LiabilitiesAndStockholdersEquity,86038.000,83599.000,187401.000
LiabilitiesCurrent,2480970.000,2103401.000,1996065.000
LiabilitiesOtherThanLongtermDebtNoncurrent,,,0.000
NotesPayableCurrent,818998.000,813060.000,678986.000
NotesPayableRelatedPartiesCurrent,,,20475.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000
PreferredStockSharesAuthorized,5000000.000,5000000.000,5000000.000
PreferredStockSharesIssued,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000
PreferredStockValue,,0.000,0.000
PropertyPlantAndEquipmentNet,2544.000,1328.000,113.000
RetainedEarningsAccumulatedDeficit,-7652829.000,-7786307.000,-8036304.000
StockholdersEquity,-2394932.000,-2019802.000,-1808664.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-2394932.000,-2019802.000,-1808664.000
