,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayable,9897.000,4294.000,,,,,,,,,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,,2000.000,6900.000,9995.000,7808.000,9516.000,2051.000,90.000,2000.000,3600.000,100.000,5501.000,2159.000,392.000,4063.000,5900.000,3806.000,904.000,9700.000,66205.000
AccountsPayableRelatedPartiesCurrent,,,,,,,,2000.000,26016.000,,,,,,,,,,,,
AdditionalPaidInCapital,20230.000,56391.000,56391.000,56391.000,56391.000,56391.000,56591.000,58326.000,58326.000,86012.000,89010.000,95559.000,101016.000,113932.000,119099.000,124215.000,129751.000,143311.000,152593.000,154097.000,154097.000
Assets,23829.000,38808.000,15412.000,15367.000,15322.000,8662.000,4689.000,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,7087.000
AssetsCurrent,23829.000,38808.000,15412.000,15367.000,15322.000,8662.000,4689.000,,,,,,,,,0.000,,,,,2706.000
Cash,14329.000,38808.000,15412.000,15367.000,15322.000,8662.000,4689.000,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,14329.000,38808.000,15412.000,15367.000,15322.000,8662.000,4689.000,,,,,,,,,,,,,,2156.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,195000000.000,195000000.000,195000000.000,195000000.000,195000000.000,195000000.000,195000000.000,195000000.000,195000000.000,195000000.000,195000000.000,195000000.000,195000000.000,195000000.000,195000000.000
CommonStockSharesIssued,,2004613.000,2004613.000,2004613.000,2004613.000,2004613.000,10023.000,10027000.000,10027000.000,10027000.000,10027000.000,10027000.000,10027000.000,10027000.000,10027000.000,10027000.000,10027000.000,10027000.000,10027000.000,10027000.000,12032400.000
CommonStockSharesOutstanding,,1700000.000,2004613.000,2004613.000,2004613.000,2004613.000,10023.000,10027000.000,10027000.000,10027000.000,10027000.000,10027000.000,10027000.000,10027000.000,10027000.000,10027000.000,10027000.000,10027000.000,10027000.000,10027000.000,12032400.000
CommonStockValue,170.000,,200.000,200.000,200.000,200.000,1.000,1003.000,1003.000,1003.000,1003.000,1003.000,1003.000,1003.000,1003.000,1003.000,1003.000,1003.000,1003.000,1003.000,1203.000
DeferredIncomeTaxAssetsNet,,,,,,,,,,,,,,,,,,,,,60800.000
DeferredOfferingCosts,9500.000,,0.000,,,,,,,,,,,,,,,,,,
DeferredTaxAssetsGross,,,,,,,,21549.000,,,,32865.000,,,,32619.000,,,,56032.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,7219.000,7690.000,8361.000,9213.000,21549.000,,,,32865.000,,,,32619.000,,,,164800.000,178900.000
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,,,,,,,,,,,,129281.000,,,,,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,,,,,,,,,,,,,,,,103471.000,117600.000
DeferredTaxAssetsValuationAllowance,,,,-7219.000,-7690.000,8361.000,9213.000,21549.000,,,,32865.000,,,,-32619.000,,,,-56032.000,
DepositContractsAssets,,,,,,,,,,,,,,,,,,,,,550.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-6468.000,-22078.000,43180.000,-48125.000,51265.000,55737.000,61419.000,63380.000,85435.000,89015.000,93613.000,96662.000,,,,,,,,,
DueToRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,27366.000
FlightEquipmentNet,,,,,,,,,,,,,,,,,,,,,4381.000
Liabilities,,,,,,,,,,,,,,,,,5900.000,3806.000,,,93571.000
LiabilitiesAndStockholdersEquity,23829.000,38808.000,15412.000,15367.000,15322.000,8662.000,4689.000,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,7087.000
LiabilitiesCurrent,9897.000,4294.000,2000.000,6900.000,9995.000,7808.000,9516.000,4051.000,26106.000,2000.000,3600.000,100.000,5501.000,2159.000,392.000,4063.000,5900.000,3806.000,904.000,9700.000,93571.000
OperatingLossCarryforwards,,,,48125.000,51265.000,55737.000,61419.000,63380.000,,,,96662.000,,,,67952.000,,,,56032.000,
PreferredStockParOrStatedValuePerShare,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,,,,,,,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
PreferredStockSharesIssued,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
RetainedEarningsAccumulatedDeficit,,,,,,,,,,,,,-107520.000,-117094.000,-120494.000,-129281.000,-136654.000,-148120.000,-154500.000,-164800.000,-241784.000
SharesIssued,13932.000,34514.000,,,,,,,,,,,,,,,,,,,
StockholdersEquity,13932.000,34514.000,13412.000,8467.000,5327.000,855.000,-4827.000,-4051.000,-26106.000,-2000.000,-3600.000,-100.000,-5501.000,-2159.000,-392.000,-4063.000,-5900.000,-3806.000,-904.000,-9700.000,-86484.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,,,,,,,,-5900.000,-3806.000,,,-86484.000
