,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,168797.000,200174.000,244094.000,81912.000,92804.000,296971.000,535209.000,375083.000,645315.000,878974.000,1333137.000,1384632.000,1061423.000,2149137.000,2070658.000,2290058.000
AccountsPayableOtherCurrent,,12852.000,196.000,1504.000,2686.000,,,,,,,,,,,
AccountsReceivableNet,,,,,,,,,,,,,,869850.000,1218705.000,2009392.000
AccountsReceivableNetCurrent,,,,,,,,,,151466.000,,,,,,
AccruedBonusesCurrentAndNoncurrent,,,,,,,,189625.000,,,,,,,,
AccruedFeesAndOtherRevenueReceivable,21156.000,,,,,,,,,,,,,,,
AccruedInsuranceCurrentAndNoncurrent,,,,,,,136349.000,,,,,,,,,
AccruedLiabilitiesCurrent,155389.000,115005.000,135017.000,25157.000,53547.000,20223.000,254545.000,344261.000,560918.000,722452.000,641438.000,427586.000,719656.000,2033350.000,2901672.000,2436887.000
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,,254545.000,,,,641438.000,,,,2901672.000,
AccruedLiabilitiesForCommissionsExpenseAndTaxes,,,,,,,843.000,,,,4150.000,,,,1135.000,
AccruedProfessionalFeesCurrentAndNoncurrent,,,,,,,50000.000,,,,35000.000,,,,,
AccruedRentCurrentAndNoncurrent,,,,,,,628.000,,,,3077.000,,,,1147.000,
AccruedRoyaltiesCurrent,,31250.000,35000.000,0.000,,,,,,,,,,,,
AccruedSalariesCurrentAndNoncurrent,,,,,,,35239.000,,,,18380.000,,,,77037.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,297.000,396.000,684.000,1105.000,1944.000,3975.000,13157.000,48354.000,90946.000,138707.000,196353.000,254740.000,254740.000,387898.000,456752.000,500934.000
AdditionalPaidInCapital,,,,,,11339769.000,11562887.000,12067611.000,15182287.000,18529215.000,22783765.000,27990434.000,29364987.000,31512655.000,33204943.000,35306036.000
AdditionalPaidInCapitalCommonStock,491591.000,801963.000,-80177.000,3630116.000,6087873.000,,,,,,,,,,,
AdvanceRoyalties,27500.000,,,,,,,,,,,,,,,
AdvancesOnInventoryPurchases,,,,,,,423054.000,456938.000,272170.000,189293.000,49103.000,116861.000,362609.000,912822.000,1089770.000,1801816.000
