,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,,,,,18000.000,,,,
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,1926000.000,,,,,,,,,,,,
AdvertisingExpense,86000.000,43000.000,55000.000,75000.000,66000.000,58000.000,84000.000,68000.000,60000.000,47000.000,114000.000,78000.000,75000.000,101000.000
AllowanceForLoanAndLeaseLossesPeriodIncreaseDecrease,,,,,,4000.000,0.000,0.000,-1700.000,0.000,0.000,0.000,19000.000,0.000
AllowanceForLoanAndLeaseLossesWriteOffs,,,,,,0.000,0.000,0.000,11000.000,0.000,0.000,0.000,0.000,0.000
AmortizationOfDeferredLoanOriginationFeesNet,,-151000.000,,,,-183000.000,,,,-226000.000,,,,-259000.000
AmortizationOfESOPAward,,-41000.000,,,,-44000.000,,,,,,,,67000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,4998.000,10087.000,7112.000,,
BankOwnedLifeInsuranceIncome,27000.000,31000.000,32000.000,31000.000,38000.000,34000.000,34000.000,34000.000,33000.000,32000.000,32000.000,31000.000,31000.000,38000.000
CommunicationsAndInformationTechnology,378000.000,395000.000,384000.000,352000.000,346000.000,381000.000,363000.000,360000.000,595000.000,400000.000,447000.000,454000.000,463000.000,474000.000
DebtInstrumentInterestRateDuringPeriod,,0.033,,,,,,,,0.035,,,,0.037
DeferredIncomeTaxExpenseBenefit,,,,,,,,,,,,,,-114000.000
DepreciationAmortizationAndAccretionNet,,250000.000,,,,316000.000,,,,320000.000,,,,356000.000
EarningsPerShareBasic,,,,,,,,,,0.140,0.220,0.290,0.170,0.140
EarningsPerShareBasicAndDiluted,,,-0.040,-0.020,,0.080,0.070,0.080,0.130,,,,,
EarningsPerShareDiluted,,,,,,,,,,0.140,0.220,0.290,0.170,0.140
EmployeeStockOwnershipPlanESOPCompensationExpense,,41000.000,41000.000,44000.000,42000.000,44000.000,44000.000,43000.000,48000.000,50000.000,49000.000,51000.000,56000.000,67000.000
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationGainLossIncludedInEarnings,-198000.000,-11000.000,209000.000,-103000.000,-119000.000,121000.000,406000.000,186000.000,-671000.000,375000.000,466000.000,-39000.000,-284000.000,601000.000
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationSettlements,-1093000.000,73000.000,-418000.000,119000.000,8000.000,-1000.000,-110000.000,-410000.000,519000.000,-63000.000,,,,-490000.000
FairValueOptionChangesInFairValueGainLoss1,,,,,,,,,,,,,,-121000.000
FederalDepositInsuranceCorporationPremiumExpense,86000.000,88000.000,75000.000,86000.000,89000.000,93000.000,95000.000,90000.000,96000.000,97000.000,89000.000,100000.000,64000.000,78000.000
FeesAndCommissions,780000.000,730000.000,774000.000,797000.000,762000.000,737000.000,763000.000,815000.000,798000.000,770000.000,804000.000,834000.000,876000.000,832000.000
FinancingReceivableAllowanceForCreditLossesRecovery,17000.000,20000.000,56000.000,18000.000,38000.000,18000.000,14000.000,17000.000,7000.000,5000.000,20000.000,10000.000,5000.000,6000.000
FinancingReceivableAllowanceForCreditLossesWriteOffs,135000.000,22000.000,100000.000,89000.000,67000.000,84000.000,38000.000,156000.000,22000.000,25000.000,74000.000,17000.000,100000.000,
FinancingReceivableModificationsPostModificationRecordedInvestment2,365000.000,834000.000,852000.000,428000.000,,521000.000,662000.000,430000.000,,10000.000,511000.000,4025000.000,,399000.000
