,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,,,,,,,,,,,,,,,,,,,,10390.000
AmortizationOfDeferredCharges,24999.000,30683.000,51232.000,49762.000,30244.000,60003.000,44341.000,54121.000,53708.000,59679.000,,,,,,,,,,
AmortizationOfIntangibleAssets,,-2975.000,,-3357.000,,,,,,,,,,,,78932.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,1141600.000,,368948.000,,,,-671671.000,,,,2720448.000,,,,-879090.000,,,,-976510.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,1542.000,,,,,,,,,,,,,,,,,,
ConstructionInProgressExpendituresIncurredButNotYetPaid,,36831.000,,,,,,17500.000,,,,,,,,,,,,
CostOfPropertyRepairsAndMaintenance,108726.000,30861.000,51553.000,60467.000,54732.000,74528.000,46121.000,2344.000,3238.000,3024.000,1344.000,11465.000,13667.000,8714.000,3869.000,3505.000,3575.000,3349.000,3210.000,3211.000
CostOfServicesDepreciationAndAmortization,156838.000,,126073.000,45243.000,33814.000,8875.000,-87311.000,184.000,1197.000,1386.000,1291.000,,,,,,,,,
CostOfUtilities,41388.000,,,,,,,,,,,,,,,,,,,
DecreaseInRestrictedCash,,,,,,,,,,,,97985.000,,,,,,,,
DepreciationAndAmortization,,122809.000,126073.000,45243.000,33814.000,8875.000,-87311.000,184.000,1197.000,1386.000,1291.000,1381.000,12273.000,,,,,,,
DepreciationDepletionAndAmortization,,153492.000,,114358.000,,,,54305.000,,,,212329.000,,,,,,,,
EarningsPerShareBasic,,,,,,,,,,,,,,,,-0.040,-0.060,-0.030,-0.030,-0.040
EarningsPerShareBasicAndDiluted,-0.640,-0.060,-0.480,0.040,-0.050,-0.080,0.040,-0.060,-0.060,-0.060,-0.060,-0.070,0.010,-0.040,,,,,,
EarningsPerShareDiluted,,,,,,,,,,,,,,,,-0.040,-0.060,-0.030,-0.030,-0.040
GainLossOnDispositionOfAssets,,,397591.000,,,,,,,,,,,,,,,,,
GainLossOnDispositionOfIntangibleAssets,,,,,,,,,,,,,1022871.000,,,,,,,
GainLossOnSaleOfProperties,,,,1253933.000,,,,,,195099.000,,,,,,,,,,
GainsLossesOnSalesOfAssets,,,,,,,,2553.000,1344.000,,,,,,,,,,,
GeneralAndAdministrativeExpense,333335.000,374639.000,444147.000,444333.000,370623.000,367944.000,618987.000,465824.000,471362.000,596115.000,659320.000,750883.000,509902.000,480434.000,638795.000,626572.000,950825.000,363710.000,522528.000,611562.000
ImpairmentOfRealEstate,7124264.000,,5647258.000,,,,,,,,,,,,,,,,,
IncomeLossAttributableToNoncontrollingInterest,,,,,,,,,,,,,,,,-37823.000,-45446.000,-21842.000,-27541.000,-29841.000
IncomeLossFromContinuingOperations,,,-4948225.000,396438.000,-555445.000,-617233.000,-726610.000,-620232.000,-644879.000,-592847.000,-562682.000,-1123032.000,185179.000,-716109.000,123901.000,-866134.000,-1138590.000,-562792.000,-719589.000,-796479.000
IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity,,,686235.000,-72497.000,100412.000,133294.000,149663.000,154477.000,159410.000,146272.000,139715.000,189228.000,-8584.000,33194.000,-5726.000,37823.000,45446.000,21842.000,27541.000,29841.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-7980644.000,-720217.000,-5975396.000,468935.000,-655857.000,-750527.000,-876273.000,-774709.000,-804289.000,-739119.000,-702397.000,,,,,,,,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,,,-1312260.000,-829108.000,-749303.000,,,,,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.640,-0.060,-0.480,0.040,-0.050,-0.060,-0.070,-0.060,-0.060,-0.060,-0.060,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,,-4699.000,,-22290.000,-12785.000,-306203.000,1512815.000,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToNoncontrollingInterest,,,,3446.000,1957.000,54381.000,-260585.000,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,-18844.000,-10828.000,-251822.000,1252230.000,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,,,,-0.020,,,,,,,,,,,,,,
IncreaseDecreaseDueFromAffiliates,,32236.000,,-403182.000,,,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,,,,-24564.000,,,,-352915.000,,,,,,,,
IncreaseDecreaseInDueToAffiliates,,-1372.000,,20714.000,,,,21472.000,,,,164239.000,,,,28984.000,,,,-9013.000
IncreaseDecreaseInDueToRelatedParties,,,,,,,,17500.000,,,,,,,,,,,,
IncreaseDecreaseInOperatingLiabilities,,34034.000,,122701.000,,,,-76266.000,,,,,,,,-8651.000,,,,-16380.000
IncreaseDecreaseInOtherOperatingAssets,,-12365.000,,8281.000,,,,-1730.000,,,,,,,,-74398.000,,,,-135187.000
IncreaseDecreaseInRestrictedCash,,88553.000,,-129117.000,,,,-211103.000,,,,,,,,,,,,
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,,,,,,,,,,,,1647797.000,1647797.000,,,,,,
InterestExpense,455158.000,357148.000,385079.000,324816.000,293356.000,309184.000,-164608.000,238602.000,247342.000,240593.000,525423.000,362396.000,26952.000,9482.000,17217.000,,,,,
InterestPaidCapitalized,,0.000,,0.000,,,,,,,,,,,,,,,,
InterestPaidNet,,350591.000,,308688.000,,,,229312.000,,,,265051.000,,,,,,,,
InvestmentIncomeInterest,2450.000,1188.000,883.000,162.000,176.000,298.000,435.000,475.000,338.000,199.000,2439.000,177.000,,,,,,,,
ManagementFeeExpense,,,,,,,,,,,,,,,,102326.000,97687.000,96940.000,94112.000,89048.000
MinorityInterestChangeInRedemptionValue,,,,,,,,,,,,-1048428.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,1808344.000,,-7100803.000,,,,-15000.000,,,,3769273.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,1808344.000,,-7100803.000,,,,-15000.000,,,,3769273.000,,,,,,,,
NetCashProvidedByUsedInInvestingActivities,,-120278.000,,7610769.000,,,,116797.000,,,,-24281.000,,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-120278.000,,7610769.000,,,,116797.000,,,,-24281.000,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,,-546466.000,,-141018.000,,,,-773468.000,,,,-1024544.000,,,,-879090.000,,,,-976510.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-548008.000,,-141018.000,,,,-773468.000,,,,-1024544.000,,,,-879090.000,,,,-976510.000
NetIncomeLoss,,,,,,,,,,,,,,,,-903957.000,-1184036.000,-584634.000,-747130.000,-826320.000
NetIncomeLossAttributableToNoncontrollingInterest,-1388632.000,-125120.000,-1027171.000,69051.000,-102369.000,-187675.000,110923.000,-154477.000,-159410.000,-146272.000,-139715.000,-189228.000,8584.000,-33194.000,7773.000,,,,,
NetIncomeLossAvailableToCommonStockholdersBasic,-6592012.000,-599796.000,-4948225.000,377594.000,-566273.000,-869055.000,525619.000,-620232.000,-644879.000,-592847.000,-562682.000,-1123032.000,185179.000,-716109.000,123901.000,-866134.000,-1138590.000,-562792.000,-719589.000,-796479.000
NetIncomeLossIncludingPortionAttributableToNonredeemableNoncontrollingInterest,,,,,,,,,,,,,,,,-903957.000,,,,-826320.000
NoncontrollingInterestInNetIncomeLossLimitedPartnershipsRedeemable,,,,,,,,,,,,-3268478.000,,,,,,,,
NoncontrollingInterestInNetIncomeLossOperatingPartnershipsNonredeemable,,,,,,,,-154477.000,,,,,,,,,,,,
NoncontrollingInterestInNetIncomeLossOperatingPartnershipsRedeemable,,,,,,,,,,,,1048428.000,,,,,,,,
NonoperatingIncomeExpense,-477707.000,-386643.000,-435428.000,879517.000,-323424.000,-368889.000,127202.000,-289695.000,-299368.000,-104974.000,-5476.000,,,,,,,,,
