,2011-08-31,2011-11-30,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30
AdjustmentForAmortization,,,90.000,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalOther,,,10400.000,,,,10400.000,,,,15800.000,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-311.000,,,,-450.000,,,,-5458.000,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,,,,,,,,,,,,,,,-821918.000,,
ComprehensiveIncomeNetOfTax,,,,,,,,,,,,,,,-355743.000,-269364.000,-209775.000
CostOfRevenue,5017.000,1861.000,3413.000,4297.000,4340.000,-7428.000,4003.000,1062.000,1711.000,950.000,554.000,,636.000,,820.000,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,,,,,,,,,,,,,24326.000,
DisposalGroupIncludingDiscontinuedOperationGeneralAndAdministrativeExpense,,,,,,,,,,,,,,,,18126.000,
DisposalGroupIncludingDiscontinuedOperationInterestExpense,,,,,,,,,,,,,,,,72.000,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,,,,,,,,,,,,,4664.000,
EarningsPerShareBasicAndDiluted,-0.020,-0.010,-0.020,-0.010,-0.010,-0.010,-0.010,-0.010,-0.020,-0.010,-0.010,-0.030,-0.030,-0.000,-0.010,-0.010,-0.010
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,,,,,,,,,,,-3170.000,,
GrossProfit,15229.000,15737.000,8849.000,18773.000,19328.000,10615.000,17672.000,15827.000,8012.000,11090.000,11673.000,10200.000,14299.000,13137.000,11211.000,11739.000,
IncomeLossFromContinuingOperations,,,,,,,,,,,,,,,,-278841.000,-206581.000
