,2011-01-31,2011-04-30,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,50800000.000,,,,,,,,,,,,,,,,,,,,,,,,,
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,513000.000,,,,,,,,,,,,,,,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,,,8350000.000,,10704000.000,11023000.000,12445000.000,10382000.000,,10030000.000,9580000.000,,15732000.000,11877000.000,13245000.000,13043000.000,12155000.000,8872000.000,11181000.000,10045000.000,10460000.000,11579000.000,10850000.000,9389000.000,9553000.000,11178000.000
AmortizationOfDebtDiscountPremium,,,3948000.000,,4099000.000,4083000.000,2087000.000,0.000,,,,,,,,,,,,,,,,,,
AmortizationOfIntangibleAssets,2316000.000,1665000.000,1980000.000,8868000.000,13615000.000,23757000.000,23177000.000,23246000.000,24696000.000,23122000.000,23862000.000,24480000.000,24675000.000,24657000.000,24517000.000,23731000.000,22332000.000,20567000.000,19985000.000,19608000.000,19626000.000,21974000.000,24286000.000,24648000.000,18763000.000,18414000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,1400000.000,,10000000.000,2300000.000,4000000.000,-12300000.000,4300000.000,6800000.000,6000000.000,-10800000.000,9600000.000,9200000.000,8400000.000,-19600000.000,1300000.000,,,,3400000.000,,7100000.000,,8000000.000,7700000.000
AssetImpairmentCharges,,,,,,,,,,6763000.000,0.000,,,,,,,,,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareBasic,,,,,,0.160,0.420,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,,,0.160,0.150,0.410,0.170,,,,,,,,,,,,,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,17123000.000,16636000.000,44865000.000,19946000.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionsProFormaRevenue,,,,,463215000.000,478437000.000,492205000.000,481814000.000,,,,,,,,,,,,,,,,,,
BusinessCombinationAcquisitionRelatedCosts,,,,,7052000.000,729000.000,520000.000,297000.000,463000.000,310000.000,243000.000,184000.000,,,,,,,,,,,,,,
BusinessCombinationBargainPurchaseGainRecognizedAmount,,,,,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,
BusinessCombinationIntegrationRelatedCosts,,,,,10572000.000,11108000.000,5394000.000,6362000.000,,,,,,,,,,,,,,,,,,
BusinessCombinationProFormaInformationRevenueOfAcquireeSinceAcquisitionDateActual,,,,,,,,,,,5300000.000,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,34030000.000,,,,-214583000.000,,,,22596000.000,,,,-18940000.000,,,,-9551000.000,,,,-23138000.000,,,,,
ComprehensiveIncomeNetOfTax,,,25071000.000,,4227000.000,-1338000.000,-40331000.000,,61350000.000,-103656000.000,-1439000.000,-205073000.000,-34836000.000,-7983000.000,-68104000.000,-46884000.000,-123516000.000,-12010000.000,-1056000.000,28188000.000,-15227000.000,63781000.000,-76982000.000,-29526000.000,-15884000.000,-68010000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,,888000.000,-959000.000,,,,,,,,,,,,,,,,,,-1101000.000,-9592000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,-450000.000,-41290000.000,,,,,,,,,,,,,,-14995000.000,64222000.000,-77342000.000,-30258000.000,-16985000.000,-77602000.000
