,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalIncreaseInCarryingAmountOfRedeemablePreferredStock,,,,,,700000.000,,,,3500000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,1400000.000,,,,2800000.000
AllocatedShareBasedCompensationExpense,,,,,,1400000.000,2400000.000,2300000.000,2500000.000,2800000.000
AmortizationOfFinancingCosts,,1400000.000,,,,800000.000,,,,
AmortizationOfIntangibleAssets,21100000.000,,,,,,,,,22200000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,0.000,0.000,2100000.000,-100000.000,2900000.000,2800000.000,2100000.000,-3800000.000,4300000.000
BusinessAcquisitionProFormaEarningsPerShareBasic,0.970,,,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,0.970,,,,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,69900000.000,,,,,,,,,
BusinessAcquisitionsProFormaRevenue,1117100000.000,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-19500000.000,,,,-6600000.000,,,,-27200000.000
ComprehensiveIncomeNetOfTax,-58100000.000,-93700000.000,54000000.000,-5700000.000,23300000.000,81900000.000,18600000.000,48000000.000,-21400000.000,50000000.000
CostOfGoodsAndServicesSold,803900000.000,738400000.000,782700000.000,796000000.000,804600000.000,787700000.000,826100000.000,822600000.000,816000000.000,819400000.000
DebtInstrumentInterestRateIncreaseDecrease,,,,,,,,,,-0.003
DeferredIncomeTaxExpenseBenefit,,31500000.000,,,,8900000.000,,,,-5900000.000
DepreciationAndAmortization,,,,,,,,,,34100000.000
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,11100000.000,,,,,,,,,
EarningsPerShareBasic,,0.540,0.140,0.080,0.410,0.300,0.320,0.310,0.200,0.290
EarningsPerShareBasicAndDiluted,0.970,,,,,,,,,
EarningsPerShareDiluted,,0.540,0.140,0.080,0.410,0.290,0.320,0.310,0.200,0.290
EffectOfExchangeRateOnCashAndCashEquivalents,,-8500000.000,,,,4900000.000,,,,1900000.000
EffectiveIncomeTaxRateContinuingOperations,0.370,,,,,,,,,
ForeignCurrencyTransactionGainLossUnrealized,,69300000.000,,,,-2400000.000,,,,
GainsLossesOnExtinguishmentOfDebt,0.000,-1800000.000,-600000.000,-30300000.000,0.000,0.000,0.000,0.000,-500000.000,
GoodwillAcquiredDuringPeriod,,15100000.000,,,,16800000.000,,,,69600000.000
GoodwillForeignCurrencyTranslationGainLoss,,,,,,,,,,11100000.000
GoodwillOtherChanges,,200000.000,,,,,,,,
GoodwillTranslationAdjustments,,-96500000.000,,,,38300000.000,,,,
GrossProfit,310500000.000,291200000.000,298500000.000,299500000.000,307900000.000,310600000.000,323400000.000,313500000.000,314300000.000,319700000.000
ImpairmentOfIntangibleAssetsFinitelived,,,,3200000.000,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,110800000.000,115100000.000,30000000.000,17900000.000,67100000.000,59900000.000,64000000.000,62200000.000,48200000.000,62100000.000
IncomeTaxExpenseBenefit,41000000.000,43600000.000,11700000.000,6900000.000,13600000.000,21100000.000,22200000.000,21600000.000,21200000.000,23600000.000
IncomeTaxesPaidNet,,7300000.000,,,,10300000.000,,,,15900000.000
IncreaseDecreaseInAccountsPayable,,-14700000.000,,,,,,,,
IncreaseDecreaseInAccountsPayableTrade,,,,,,6900000.000,,,,3600000.000
IncreaseDecreaseInAccountsReceivable,,38100000.000,,,,32400000.000,,,,41400000.000
IncreaseDecreaseInInventories,,1400000.000,,,,12400000.000,,,,-17300000.000
IncreaseDecreaseInOtherOperatingCapitalNet,,26300000.000,,,,3600000.000,,,,-14500000.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,500000.000,700000.000,100000.000,-900000.000,200000.000,300000.000,400000.000,-600000.000,400000.000
InterestExpense,44200000.000,27300000.000,28400000.000,28200000.000,19100000.000,19200000.000,20700000.000,20600000.000,19200000.000,18700000.000
InterestPaid,,38200000.000,,,,15000000.000,,,,11300000.000
InvestmentIncomeInterest,100000.000,100000.000,0.000,100000.000,0.000,,,,,
NetCashProvidedByUsedInFinancingActivities,,23800000.000,,,,-10300000.000,,,,74500000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,23800000.000,,,,-10300000.000,,,,74500000.000
NetCashProvidedByUsedInInvestingActivities,,-24900000.000,,,,-43200000.000,,,,-170100000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-24900000.000,,,,-43200000.000,,,,-170100000.000
NetCashProvidedByUsedInOperatingActivities,,-9900000.000,,,,42000000.000,,,,66500000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-9900000.000,,,,42000000.000,,,,66500000.000
NetIncomeLoss,69800000.000,71500000.000,18300000.000,11000000.000,53500000.000,38800000.000,41800000.000,40600000.000,27000000.000,38500000.000
NetIncomeLossAvailableToCommonStockholdersBasic,65400000.000,71500000.000,18300000.000,11000000.000,53500000.000,,,,,
OperatingIncomeLoss,92600000.000,73800000.000,77600000.000,81100000.000,87700000.000,79700000.000,84600000.000,83200000.000,68100000.000,81500000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,-129600000.000,-166000000.000,35800000.000,-19800000.000,-24400000.000,44200000.000,-21600000.000,4700000.000,-49700000.000,10800000.000
OtherComprehensiveIncomeForeignCurrencyTranslationGainLossArisingDuringPeriodTax,,,-8700000.000,-600000.000,,-17800000.000,9600000.000,-5000000.000,24300000.000,-4600000.000
OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax,,-165900000.000,,,,43400000.000,,,,10400000.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,-127900000.000,-165200000.000,35700000.000,-16700000.000,-30200000.000,43100000.000,-23200000.000,7400000.000,-48400000.000,11500000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeReclassificationAdjustmentsNetOfTax,0.000,,0.000,0.000,,,,,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansBeforeReclassificationAdjustmentsTax,,,0.000,0.000,,,,,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,0.000,,,,,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,-700000.000,0.000,-200000.000,300000.000,600000.000,900000.000,-100000.000,500000.000,1000000.000,100000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesTax,-200000.000,100000.000,0.000,100000.000,400000.000,200000.000,-200000.000,100000.000,400000.000,100000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossNetOfTax,-300000.000,-700000.000,-600000.000,-800000.000,-600000.000,-600000.000,-600000.000,-300000.000,-1200000.000,-1200000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossTax,0.000,-300000.000,-300000.000,-300000.000,-300000.000,-200000.000,-300000.000,-300000.000,-400000.000,-400000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,700000.000,100000.000,-900000.000,2600000.000,1200000.000,-800000.000,-2300000.000,2900000.000,9300000.000,-400000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodTax,300000.000,100000.000,0.000,1100000.000,600000.000,-400000.000,-1800000.000,1600000.000,5400000.000,100000.000
OtherDepreciationAndAmortization,,30500000.000,,,,30800000.000,,,,
OtherNoncashIncomeExpense,,-2100000.000,,,,-400000.000,,,,-5800000.000
OtherNonoperatingIncomeExpense,62300000.000,70300000.000,-18600000.000,-4800000.000,-1500000.000,-600000.000,100000.000,-400000.000,-200000.000,-700000.000
OtherTaxExpenseBenefit,,1400000.000,,,,,,,,
PaymentsForProceedsFromOtherInvestingActivities,,-200000.000,,,,0.000,,,,
PaymentsForRepurchaseOfRedeemablePreferredStock,,0.000,,,,,,,,
PaymentsOfDebtIssuanceCosts,,4500000.000,,,,0.000,,,,
PaymentsOfDistributionsToAffiliates,,9800000.000,,,,78100000.000,,,,27700000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,,15600000.000,,,,28900000.000,,,,163000000.000
PaymentsToAcquireProductiveAssets,,9500000.000,,,,14300000.000,,,,13200000.000
PreferredStockDividendsAndOtherAdjustments,,0.000,0.000,,,,,,,
ProceedsFromDivestitureOfBusinessesNetOfCashDivested,,,,,,,,,,6100000.000
ProceedsFromIssuanceOfLongTermDebt,,968400000.000,,,,242100000.000,,,,413200000.000
ProceedsFromPaymentsForOtherFinancingActivities,,,,,,1100000.000,,,,4800000.000
ProceedsFromRepaymentsOfBankOverdrafts,,-400000.000,,,,,,,,
ProceedsFromRepaymentsOfRestrictedCashFinancingActivities,,2300000.000,,,,,,,,
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax,,-700000.000,,,,300000.000,,,,-1100000.000
RepaymentsOfLongTermDebt,,932200000.000,,,,175400000.000,,,,296800000.000
Revenues,1114400000.000,1029600000.000,1081200000.000,1095500000.000,1112500000.000,1098300000.000,1149500000.000,1136100000.000,1130300000.000,1139100000.000
SalesRevenueNet,1114400000.000,1029600000.000,1081200000.000,1095500000.000,1112500000.000,1098300000.000,1149500000.000,1136100000.000,1130300000.000,1139100000.000
SellingGeneralAndAdministrativeExpense,217900000.000,217400000.000,220900000.000,218400000.000,220200000.000,230900000.000,238800000.000,230300000.000,246200000.000,238200000.000
ShareBasedCompensation,,1100000.000,,,,1400000.000,,,,
StockIssuedDuringPeriodValueNewIssues,,,,,,,,,,1000000.000
TemporaryEquityDividendsAdjustment,4400000.000,0.000,0.000,0.000,0.000,,,,,
WeightedAverageNumberDilutedSharesOutstandingAdjustment,0.000,,,,,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,,131900000.000,132100000.000,131500000.000,-263700000.000,131600000.000,131700000.000,131900000.000,-263400000.000,132000000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,67700000.000,,,,,,,,,
WeightedAverageNumberOfSharesOutstandingBasic,,131400000.000,131400000.000,131400000.000,-262800000.000,131400000.000,131400000.000,131500000.000,-262800000.000,131600000.000
