,2017-03-31
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-33659000.000
AdditionalPaidInCapitalCommonStock,880154000.000
AdvancesFromFederalHomeLoanBanks,360000000.000
Assets,9720937000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,1152324000.000
AvailableForSaleSecurities,1116280000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,4666000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,40710000.000
AvailableForSaleSecuritiesAmortizedCost,1152324000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,1171000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,39539000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,802977000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,43054000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,15053000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,15132000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,109623000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,106213000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost,503815000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,478185000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,1515000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,1527000.000
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateAmortizedCost,522318000.000
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateFairValue,515223000.000
AvailableForSaleSecuritiesDebtSecurities,1116280000.000
AvailableForSaleSecuritiesPledgedAsCollateral,393800000.000
BankOwnedLifeInsurance,105960000.000
Capital,1039168000.000
CapitalRequiredForCapitalAdequacy,727313000.000
CapitalRequiredForCapitalAdequacyToRiskWeightedAssets,0.080
CapitalToRiskWeightedAssets,0.114
CashAndCashEquivalentsAtCarryingValue,316162000.000
CashAndDueFromBanks,56406000.000
CashCashEquivalentsAndFederalFundsSold,316162000.000
CommonStockParOrStatedValuePerShare,0.010
CommonStockSharesAuthorized,300000000.000
CommonStockSharesIssued,75000000.000
CommonStockSharesOutstanding,75000000.000
CommonStockValue,750000.000
DebtInstrumentUnamortizedDiscount,14508000.000
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,2036000.000
DeferredTaxAssetsLiabilitiesNet,82041000.000
Deposits,7841710000.000
DerivativeAssets,2991000.000
DerivativeLiabilities,22271000.000
FederalFundsSold,2452000.000
FederalHomeLoanBankStockAndFederalReserveBankStock,57398000.000
FinancingReceivableModificationsRecordedInvestment,196000.000
Goodwill,317817000.000
HeldToMaturitySecurities,425000.000
HeldToMaturitySecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,461000.000
HeldToMaturitySecuritiesDebtMaturitiesAfterOneThroughFiveYearsNetCarryingAmount,425000.000
HeldToMaturitySecuritiesFairValue,461000.000
ImpairedFinancingReceivableRelatedAllowance,10085000.000
ImpairedFinancingReceivableWithNoRelatedAllowanceRecordedInvestment,116037000.000
ImpairedFinancingReceivableWithNoRelatedAllowanceUnpaidPrincipalBalance,125078000.000
ImpairedFinancingReceivableWithRelatedAllowanceRecordedInvestment,42357000.000
ImpairedFinancingReceivableWithRelatedAllowanceUnpaidPrincipalBalance,45999000.000
IntangibleAssetsNetIncludingGoodwill,331450000.000
InterestBearingDepositLiabilities,5970196000.000
InterestBearingDepositsInBanks,257304000.000
InterestReceivable,38327000.000
JuniorSubordinatedLongTermNotes,50619000.000
JuniorSubordinatedNotes,36111000.000
Liabilities,8614961000.000
LiabilitiesAndStockholdersEquity,9720937000.000
LoansAndLeasesReceivableAllowance,88304000.000
LoansAndLeasesReceivableDeferredIncome,23570000.000
LoansAndLeasesReceivableGrossCarryingAmount,7585042000.000
LoansAndLeasesReceivableNetOfDeferredIncome,7561472000.000
LoansAndLeasesReceivableNetReportedAmount,7473168000.000
LoansReceivableHeldForSaleAmount,43381000.000
LongTermDebt,282886000.000
NoninterestBearingDepositLiabilities,1871514000.000
OtherAssets,69479000.000
OtherIntangibleAssetsNet,13633000.000
OtherLiabilities,90683000.000
PropertyPlantAndEquipmentNet,65794000.000
RealEstateAcquiredThroughForeclosure,21072000.000
RetainedEarningsAccumulatedDeficit,258731000.000
SecuritiesSoldUnderAgreementsToRepurchase,3571000.000
SeniorNotes,184380000.000
StockholdersEquity,1105976000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,1105976000.000
SubordinatedDebt,98506000.000
TierOneLeverageCapital,850827000.000
TierOneLeverageCapitalRequiredForCapitalAdequacy,373900000.000
TierOneLeverageCapitalRequiredForCapitalAdequacyToAverageAssets,0.040
TierOneLeverageCapitalToAverageAssets,0.091
TierOneRiskBasedCapital,850827000.000
TierOneRiskBasedCapitalRequiredForCapitalAdequacy,545485000.000
TierOneRiskBasedCapitalRequiredForCapitalAdequacyToRiskWeightedAssets,0.060
TierOneRiskBasedCapitalToRiskWeightedAssets,0.094
UnusedCommitmentsToExtendCredit,14400000.000
