,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableCurrent,1086000.000,977000.000,765000.000,949000.000,767000.000,1030000.000,3652000.000,2081000.000,1084000.000,605000.000,761000.000,1331000.000,357000.000,4635000.000,2647000.000,2001000.000,1345000.000,1503000.000,3308000.000,2841000.000,3135000.000,2335000.000,710000.000,891000.000,2237000.000
AccountsReceivableNetCurrent,,,,,,,,,,,,,,,1376000.000,1581000.000,2151000.000,4209000.000,4933000.000,5621000.000,7441000.000,7863000.000,8526000.000,16214000.000,22591000.000
AccruedLiabilitiesCurrent,1837000.000,2266000.000,3069000.000,2600000.000,3729000.000,4084000.000,3327000.000,3345000.000,4227000.000,5725000.000,5806000.000,6806000.000,8560000.000,11128000.000,13960000.000,11652000.000,16306000.000,20929000.000,22253000.000,20477000.000,23808000.000,26104000.000,28106000.000,27077000.000,26935000.000
AccruedProfessionalFeesCurrent,,,,,,,351000.000,,,,826000.000,,,,5764000.000,,,,7502000.000,,,,3375000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,531000.000,648000.000,796000.000,998000.000,1213000.000,1462000.000,1781000.000,2048000.000,2355000.000,2685000.000,3038000.000,3694000.000,4383000.000,5302000.000,6439000.000,8027000.000,9817000.000,11851000.000,13913000.000,16386000.000,19151000.000,21980000.000,24941000.000,28153000.000,31478000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-12000.000,-50000.000,-14000.000,21000.000,53000.000,92000.000,78000.000,71000.000,17000.000,118000.000,125000.000,133000.000,89000.000,-6000.000,-115000.000,70000.000,-11000.000,155000.000,-433000.000,-17000.000,-17000.000,-187000.000,-418000.000,-431000.000,-379000.000
AdditionalPaidInCapitalCommonStock,274525000.000,276033000.000,304767000.000,307740000.000,310703000.000,370184000.000,372123000.000,373520000.000,450269000.000,452836000.000,455239000.000,457776000.000,598255000.000,602642000.000,709019000.000,713858000.000,719635000.000,898786000.000,904931000.000,913455000.000,919270000.000,1070083000.000,1080432000.000,1090002000.000,1351836000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,,275000.000,,,,,,
Assets,85498000.000,78489000.000,96953000.000,88005000.000,76082000.000,123453000.000,112119000.000,99991000.000,163210000.000,155496000.000,146627000.000,134128000.000,255805000.000,234667000.000,311624000.000,278814000.000,253017000.000,393989000.000,364296000.000,323788000.000,288529000.000,403211000.000,377040000.000,350261000.000,582601000.000
AssetsCurrent,84079000.000,76298000.000,94395000.000,85454000.000,73212000.000,119824000.000,108714000.000,96549000.000,158816000.000,148745000.000,135458000.000,118852000.000,238784000.000,216240000.000,291677000.000,256047000.000,223263000.000,359352000.000,326130000.000,284092000.000,247217000.000,359032000.000,333573000.000,306186000.000,526133000.000
AvailableForSaleSecurities,,,,,,,,,,138131000.000,120408000.000,98204000.000,214089000.000,183315000.000,224625000.000,204472000.000,177053000.000,311987000.000,265744000.000,210441000.000,175067000.000,274385000.000,262179000.000,235464000.000,303853000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,46000.000,104000.000,54000.000,166000.000,2000.000,115000.000,131000.000,70000.000,31000.000,18000.000,14000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,161000.000,24000.000,33000.000,70000.000,446000.000,86000.000,20000.000,104000.000,245000.000,237000.000,274000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,64786000.000,105820000.000,94698000.000,87358000.000,136194000.000,138013000.000,120283000.000,98071000.000,214000000.000,183321000.000,224740000.000,204392000.000,177032000.000,311891000.000,266188000.000,210412000.000,174956000.000,274419000.000,262393000.000,235683000.000,304113000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,,,,,,,,,,,1000.000,3000.000,2000.000,,1000.000,2000.000,2000.000,1000.000,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,,,,,,,,,,,,,,,,,33000.000,73000.000,446000.000,86000.000,20000.000,104000.000,245000.000,237000.000,274000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,,,,,,,,,,,,152674000.000,71657000.000,91758000.000,122626000.000,249956000.000,89698000.000,51367000.000,145209000.000,191730000.000,180273000.000,287947000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,,,,,,,,,,,,,,,,,32000.000,70000.000,444000.000,86000.000,19000.000,102000.000,243000.000,236000.000,274000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,,,4800.000,5685.000,58184.000,14800.000,7200.000,1800.000,,,152674000.000,71657000.000,90326000.000,117890000.000,246069000.000,89698000.000,50946000.000,141615000.000,188224000.000,178837000.000,287947000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,,,,1432000.000,4736000.000,3887000.000,,421000.000,3594000.000,3506000.000,1436000.000,
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,,,,,,,94698000.000,87359000.000,136194000.000,138013000.000,120283000.000,98071000.000,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,,,,,,,58882000.000,58362000.000,71915000.000,85409000.000,53843000.000,67853000.000,99484000.000,103466000.000,100242000.000,130315000.000,120619000.000,132308000.000,120519000.000,109611000.000,112851000.000,153362000.000,162065000.000,156243000.000,144782000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,,,,,,58922000.000,57170000.000,71940000.000,85452000.000,53871000.000,67918000.000,,103544000.000,100212000.000,130345000.000,120616000.000,132331000.000,120421000.000,109635000.000,112919000.000,153353000.000,162010000.000,156137000.000,144642000.000
AvailableForSaleSecuritiesFairValueDisclosure,,,,,64839000.000,105912000.000,94776000.000,87429000.000,136211000.000,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,,,,,,35000.000,,,,,,,,,,,,,,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,,53000.000,92000.000,78000.000,71000.000,52000.000,,,,,,,,,,,,,,,,
