,2013-12-31,2014-12-31,2015-12-31
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentPeriodIncreaseDecrease,8257.000,3567.000,0.000
AllowanceForDoubtfulAccountsReceivablePeriodIncreaseDecrease,,7000.000,0.000
CashAcquiredFromAcquisition,,10106.000,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-166427.000,25218.000
CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,-389262.000,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,-45546.000,36103.000
CostOfGoodsAndServicesSold,21908.000,286093.000,332919.000
CurrentIncomeTaxExpenseBenefit,43948.000,403507.000,
DeferredIncomeTaxExpenseBenefit,,159488.000,
DeferredRevenuePeriodIncreaseDecrease,,23782.000,-18159.000
Depreciation,8257.000,3567.000,0.000
DiscontinuedOperationAmountOfAdjustmentToPriorPeriodGainLossOnDisposalBeforeIncomeTax,-723338.000,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,-479583.000,29325.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTaxPerBasicShare,,-0.010,0.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicShare,-0.010,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,84736.000,0.000
DiscontinuedOperationTaxEffectOfOtherIncomeLossFromDispositionOfDiscontinuedOperation,-68738.000,,
EarningsPerShareBasic,-0.020,,
EarningsPerShareBasicAndDiluted,,,-0.000
EarningsPerShareDiluted,-0.020,,
EffectiveIncomeTaxRateContinuingOperations,0.376,-0.309,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.343,-0.343,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,-0.105,0.069
EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,-0.021,-0.058,0.300
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.055,-0.055,-0.036
EscrowDepositDisbursementsRelatedToPropertyAcquisition1,300000.000,,
GainLossOnDispositionOfAssets1,6500000.000,,
GeneralAndAdministrativeExpense,458401.000,-766769.000,245367.000
GoodwillImpairmentLoss,,372965.000,0.000
GrossProfit,,26417.000,-68294.000
ImpairmentOfLongLivedAssetsHeldForUse,,372965.000,
IncomeLossBeforeExtraordinaryItemsAndCumulativeEffectOfChangeInAccountingPrinciple,,-900640.000,
IncomeLossFromContinuingOperations,-466207.000,-740352.000,-313661.000
IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity,,-739828.000,314910.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-7806.000,-421057.000,-314910.000
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,,-421057.000,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.010,-0.000,0.000
IncomeLossFromContinuingOperationsPerBasicShare,-422158.000,,
IncomeLossFromDiscontinuedOperationsNetOfTax,-654600.000,-564319.000,29325.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,-0.010,,
IncomeTaxExpenseBenefit,,-403507.000,
IncomeTaxesPaidNet,,,0.000
IncreaseDecreaseInAccountsAndNotesReceivable,137471.000,-65914.000,49567.000
IncreaseDecreaseInAccountsPayable,,,372965.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-9605.000,-3293.000,-31093.000
IncreaseDecreaseInAccruedLiabilities,,47927.000,-73012.000
IncreaseDecreaseInDueToRelatedParties,,,-8590.000
IncreaseDecreaseInIncomeTaxesReceivable,-52092.000,-115400.000,0.000
IncreaseDecreaseInInventories,,,-1816.000
IncreaseDecreaseInNotesReceivableRelatedParties,,,7000.000
IncreaseDecreaseInOtherCurrentAssets,149268.000,,-75000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,121197.000,-14810.000,14810.000
IncrementalCommonSharesAttributableToContingentlyIssuableShares,,141839814.000,
IncrementalCommonSharesAttributableToConversionOfPreferredStock,2500000.000,2500000.000,
InterestAndOtherIncome,101.000,524.000,318.000
InterestExpense,,,1567.000
InterestPaid,,,0.000
LeaseAndRentalExpense,12259.000,5724.000,
MalpracticeLossContingencyClaimsIncurredInPeriod,100000.000,,
NetCashProvidedByUsedInFinancingActivities,-7000.000,,19808.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-7000.000,,19808.000
NetCashProvidedByUsedInInvestingActivities,300000.000,10106.000,385628.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,300000.000,10106.000,385628.000
NetCashProvidedByUsedInOperatingActivities,-682262.000,-176533.000,-380218.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-682262.000,-176533.000,-380218.000
NetIncomeLoss,-1076758.000,-900640.000,-285585.000
OtherIncomeTaxExpenseBenefitContinuingOperations,,318771.000,0.000
PaymentsForLegalSettlements,40000.000,,
PaymentsForLossesAndLossAdjustmentExpense,,19250.000,
PaymentsToAcquireBusinessesGross,,,378231.000
ProFormaWeightedAverageSharesOutstandingDiluted,48612365.000,,
ProceedsFromSaleOfOtherAssets1,300000.000,,
ProceedsFromSaleOfProductiveAssets,,,385628.000
ProvisionForDoubtfulAccounts,,6987.000,3967.000
RepaymentsOfNotesPayable,7000.000,,
Revenues,14102.000,312510.000,264625.000
SaleOfStockConsiderationReceivedPerTransaction,,390071.000,
SalesRevenueNet,14102.000,312510.000,264625.000
StockIssuedDuringPeriodSharesAcquisitions,,47278932.000,
StockIssuedDuringPeriodSharesIssuedForServices,,506842.000,0.000
StockIssuedDuringPeriodValueAcquisitions,,378231.000,
StockIssuedDuringPeriodValueIssuedForServices,,506842.000,
StockIssuedDuringPeriodValuePurchaseOfAssets,,378231.000,
ValuationAllowancesAndReservesPeriodIncreaseDecrease,,-159488.000,
WeightedAverageNumberOfSharesOutstandingBasic,48612365.000,87987794.000,126898305.000
