,2016-09-30,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,127000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,5000.000
AssetRetirementObligationLiabilitiesIncurred,,71000.000
CapitalExpendituresIncurredButNotYetPaid,,48500000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-18562000.000
CostsAndExpenses,12303000.000,16592000.000
CurrentIncomeTaxExpenseBenefit,6082000.000,
DeferredIncomeTaxExpenseBenefit,5023000.000,
DeferredIncomeTaxesAndTaxCredits,,0.000
DepreciationDepletionAndAmortization,2290000.000,2449000.000
DirectOperatingCosts,7426000.000,11401000.000
DistributionMadeToLimitedPartnerCashDistributionsDeclared,,13066000.000
EffectiveIncomeTaxRateContinuingOperations,0.381,
GeneralAndAdministrativeExpense,2587000.000,2742000.000
IncomeLossAttributableToNoncontrollingInterest,,10178000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,33472000.000,34520000.000
IncomeTaxExpenseBenefit,11105000.000,0.000
IncreaseDecreaseInAccountsPayable,,-2518000.000
IncreaseDecreaseInAccountsReceivableRelatedParties,,3322000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,,0.000
IncreaseDecreaseInOtherOperatingCapitalNet,,-874000.000
InterestExpense,2462000.000,267000.000
InvestmentIncomeNet,1070000.000,1065000.000
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,,11267000.000
NetCashProvidedByUsedInFinancingActivities,,-18198000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-18198000.000
NetCashProvidedByUsedInInvestingActivities,,-32589000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-32589000.000
NetCashProvidedByUsedInOperatingActivities,,32225000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,32225000.000
NetIncomeLoss,,24342000.000
NetIncomeLossNetOfTaxPerOutstandingLimitedPartnershipUnitDiluted,,0.770
NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,0.770
NonoperatingIncomeExpense,-2462000.000,798000.000
OperatingIncomeLoss,35934000.000,33722000.000
OtherNoncashIncomeExpense,,-222000.000
PartnersCapitalAccountContributions,,5783000.000
PartnersCapitalAccountDistributions,,13782000.000
PaymentsOfCapitalDistribution,,13782000.000
PaymentsOfDividendsMinorityInterest,,11267000.000
PaymentsToAcquireInvestments,,414000.000
PaymentsToAcquirePropertyPlantAndEquipment,,32298000.000
ProceedsFromContributionsFromParent,,0.000
ProceedsFromMinorityShareholders,,7087000.000
ProceedsFromSaleMaturityAndCollectionsOfInvestments,,123000.000
ProfitLoss,22367000.000,34520000.000
RelatedPartyTransactionSellingGeneralAndAdministrativeExpensesFromTransactionsWithRelatedParty,1712000.000,1713000.000
RepaymentsOfLongTermCapitalLeaseObligations,,236000.000
RevenueFromRelatedParties,47167000.000,50314000.000
Revenues,48237000.000,
SalesRevenueNet,48237000.000,
WeightedAverageLimitedPartnershipUnitsOutstanding,,31806000.000
WeightedAverageLimitedPartnershipUnitsOutstandingDiluted,,31812000.000
