,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,26072000.000,25923000.000,29865000.000,24561000.000,22355000.000,23042000.000,26214000.000,22788000.000,20999000.000,22799000.000,27190000.000,27411000.000,27525000.000
AccountsReceivableGrossCurrent,,37644000.000,41393000.000,42460000.000,39979000.000,44131000.000,39387000.000,37800000.000,45405000.000,38909000.000,35352000.000,33199000.000,42656000.000
AccountsReceivableNetCurrent,,35867000.000,39512000.000,40152000.000,38053000.000,42218000.000,37579000.000,35812000.000,43395000.000,37810000.000,34531000.000,32473000.000,41729000.000
AccrualForEnvironmentalLossContingencies,,,,,,,,0.000,,,,,
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,,,,,2877000.000,3472000.000,2088000.000,2975000.000
AccruedBonusesCurrent,,,,,1963000.000,,,,,,,,
AccruedIncomeTaxes,250000.000,101000.000,,,0.000,,,,,,,,
AccruedIncomeTaxesCurrent,,,,,,,1310000.000,2482000.000,5232000.000,3011000.000,826000.000,0.000,5245000.000
AccruedLiabilitiesAndOtherLiabilities,4932000.000,7128000.000,9088000.000,11428000.000,7740000.000,7725000.000,10720000.000,12334000.000,11372000.000,11585000.000,12626000.000,12321000.000,12385000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,20516000.000,29358000.000,38166000.000,47030000.000,55906000.000,64838000.000,73473000.000,81901000.000,90261000.000,98087000.000,106574000.000,114417000.000,122062000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-1095000.000,-362000.000,-1277000.000,-3060000.000,-4530000.000,-3700000.000,-4838000.000,-5341000.000,-4409000.000,-4057000.000,-4403000.000,-3409000.000,-3265000.000
AdditionalPaidInCapital,286396000.000,286525000.000,287681000.000,288393000.000,292710000.000,,,,,321250000.000,321865000.000,322384000.000,323111000.000
AdditionalPaidInCapitalCommonStock,,,,,,308694000.000,318873000.000,319817000.000,320176000.000,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,1771000.000,1777000.000,1881000.000,2308000.000,1926000.000,1913000.000,1808000.000,1988000.000,2010000.000,1099000.000,821000.000,726000.000,927000.000
Assets,733219000.000,721863000.000,716592000.000,700981000.000,690383000.000,677869000.000,663592000.000,643041000.000,619346000.000,616210000.000,620838000.000,634749000.000,642323000.000
AssetsCurrent,92382000.000,95435000.000,101882000.000,96830000.000,99970000.000,100260000.000,98897000.000,85656000.000,79035000.000,86632000.000,99344000.000,116733000.000,131693000.000
BusinessCombinationContingentConsiderationLiability,0.000,,,,,,,,,,,,
CapitalizedComputerSoftwareGross,,,,,,,,,,5649000.000,5688000.000,,
Cash,3056000.000,7038000.000,12156000.000,15627000.000,18505000.000,15839000.000,17258000.000,14729000.000,4822000.000,,,,
CashAndCashEquivalentsAtCarryingValue,,,,,,,,,,15726000.000,34758000.000,51536000.000,57908000.000
CollateralAlreadyPostedAggregateFairValue,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockParOrStatedValuePerShare,,,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,,,,190000000.000,190000000.000,190000000.000,190000000.000,190000000.000,190000000.000,190000000.000,190000000.000,190000000.000,190000000.000
CommonStockSharesIssued,,,,44069000.000,44120336.000,43205636.000,44122712.000,44145080.000,44177596.000,44191370.000,44191370.000,44191370.000,44248712.000
CommonStockSharesOutstanding,,,,44069000.000,44120336.000,43205636.000,42199848.000,41750031.000,40731388.000,40513182.000,39992339.000,39691715.000,39531934.000
