,2014-06-30,2014-09-30,2015-03-31,2015-06-30
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,1756000.000,
AllocatedShareBasedCompensationExpense,606000.000,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,594000.000,584000.000,664000.000,640000.000
CapitalExpendituresIncurredButNotYetPaid,,,3067000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,26613000.000,
ComprehensiveIncomeNetOfTax,2125000.000,1738000.000,-253000.000,-127000.000
CostOfGoodsSold,86953000.000,96242000.000,74617000.000,85532000.000
DebtIssuanceCosts,,,211000.000,
DeferredIncomeTaxExpenseBenefit,,,2969000.000,
DepreciationDepletionAndAmortization,,,2131000.000,
EarningsPerShareBasic,0.100,0.160,-0.040,
EarningsPerShareBasicAndDiluted,0.100,0.160,-0.040,-0.060
EarningsPerShareDiluted,0.100,,,
EffectOfExchangeRateOnCashAndCashEquivalents,,,-174000.000,
EffectiveIncomeTaxRateContinuingOperations,,,2.292,0.012
ForeignCurrencyTransactionGainLossBeforeTax,633000.000,0.000,-550000.000,685000.000
GainLossOnSaleOfPropertyPlantEquipment,,,-15000.000,
GainLossRelatedToLitigationSettlement,-90000.000,490000.000,-90000.000,-3900000.000
GrossProfit,25511000.000,26633000.000,24158000.000,25717000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,3340000.000,5688000.000,956000.000,-1712000.000
IncomeTaxExpenseBenefit,1387000.000,1186000.000,2191000.000,-21000.000
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,,,1275000.000,
IncreaseDecreaseInAccountsPayable,,,-8272000.000,
IncreaseDecreaseInAccountsReceivable,,,-33758000.000,
IncreaseDecreaseInInventories,,,5082000.000,
IncreaseDecreaseInOtherCurrentLiabilities,,,-19059000.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-12910000.000,
IncreaseDecreaseInRestrictedCash,,,-455000.000,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,1000.000,2000.000,0.000,0.000
InterestExpense,2319000.000,2189000.000,1651000.000,1787000.000
InterestIncomeOther,38000.000,73000.000,89000.000,73000.000
NetCashProvidedByUsedInFinancingActivities,,,10265000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,10265000.000,
NetCashProvidedByUsedInInvestingActivities,,,-3369000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-3369000.000,
NetCashProvidedByUsedInOperatingActivities,,,19891000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,19891000.000,
NetIncomeLoss,1953000.000,4502000.000,-1235000.000,-1691000.000
OperatingIncomeLoss,4988000.000,7804000.000,3068000.000,-683000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,172000.000,-2764000.000,982000.000,1564000.000
PaymentsForProceedsFromOtherInvestingActivities,,,0.000,
PaymentsOfDebtIssuanceCosts,,,245000.000,
PaymentsToAcquirePropertyPlantAndEquipment,,,3824000.000,
ProceedsFromBankDebt,,,52877000.000,
ProceedsFromRepaymentsOfLinesOfCredit,,,-13432000.000,
ProceedsFromRepaymentsOfRelatedPartyDebt,,,0.000,
RepaymentOfNotesReceivableFromRelatedParties,,,0.000,
RepaymentsOfBankDebt,,,28884000.000,
RepaymentsOfLongTermDebt,,,51000.000,
Revenues,112464000.000,122875000.000,98775000.000,111249000.000
SalesRevenueNet,112464000.000,122875000.000,98775000.000,111249000.000
SellingGeneralAndAdministrativeExpense,20433000.000,19319000.000,21000000.000,22500000.000
ShareBasedCompensation,,,1756000.000,
StockIssuedDuringPeriodValueRestrictedStockAwardGross,,,-418000.000,
WeightedAverageNumberOfDilutedSharesOutstanding,20554000.000,27698000.000,27837000.000,28149000.000
WeightedAverageNumberOfSharesOutstandingBasic,20553000.000,27696000.000,27837000.000,28149000.000
